trade_date,vt_symbol,reference_date,window,ma5,minute_bar_count,missing_reason
2026-05-11,688072.SSE,2026-05-08,14:30-14:57,455.088,0,tail_entry_not_triggered
2026-05-11,688381.SSE,2026-05-08,14:30-14:57,33.215999999999994,0,tail_entry_not_triggered
2026-05-11,688498.SSE,2026-05-08,14:30-14:57,1564.202,0,tail_entry_not_triggered
2026-05-11,688519.SSE,2026-05-08,14:30-14:57,182.06,0,tail_entry_not_triggered
2026-05-11,688536.SSE,2026-05-08,14:30-14:57,256.134,0,tail_entry_not_triggered
2026-05-11,688628.SSE,2026-05-08,14:30-14:57,96.346,0,tail_entry_not_triggered
2026-05-11,688668.SSE,2026-05-08,14:30-14:57,220.91799999999998,0,tail_entry_not_triggered
2026-05-11,688802.SSE,2026-05-08,14:30-14:57,781.894,0,tail_entry_not_triggered
2026-05-12,688005.SSE,2026-05-11,14:30-14:57,37.746,0,tail_entry_not_triggered
2026-05-12,688020.SSE,2026-05-11,14:30-14:57,160.814,0,tail_entry_not_triggered
2026-05-12,688275.SSE,2026-05-11,14:30-14:57,152.922,0,tail_entry_not_triggered
2026-05-12,688308.SSE,2026-05-11,14:30-14:57,98.91,0,tail_entry_not_triggered
2026-05-12,688337.SSE,2026-05-11,14:30-14:57,61.44199999999999,0,tail_entry_not_triggered
2026-05-12,688519.SSE,2026-05-11,14:30-14:57,184.52,0,tail_entry_not_triggered
2026-05-12,688702.SSE,2026-05-11,14:30-14:57,316.37399999999997,0,tail_entry_not_triggered
2026-05-12,688802.SSE,2026-05-11,14:30-14:57,796.722,0,tail_entry_not_triggered
2026-05-13,603083.SSE,2026-05-12,14:30-14:57,188.07,0,tail_entry_not_triggered
2026-05-13,688025.SSE,2026-05-12,14:30-14:57,369.33000000000004,0,tail_entry_not_triggered
2026-05-13,688295.SSE,2026-05-12,14:30-14:57,60.20399999999999,0,tail_entry_not_triggered
2026-05-13,688379.SSE,2026-05-12,14:30-14:57,74.64200000000001,0,tail_entry_not_triggered
2026-05-13,688485.SSE,2026-05-12,14:30-14:57,60.772000000000006,0,tail_entry_not_triggered
2026-05-13,688530.SSE,2026-05-12,14:30-14:57,55.944,0,tail_entry_not_triggered
2026-05-13,688549.SSE,2026-05-12,14:30-14:57,12.61,0,tail_entry_not_triggered
2026-05-13,688661.SSE,2026-05-12,14:30-14:57,125.01399999999998,0,tail_entry_not_triggered
2026-05-14,603083.SSE,2026-05-13,14:30-14:57,190.554,0,tail_entry_not_triggered
2026-05-14,688166.SSE,2026-05-13,14:30-14:57,66.304,0,tail_entry_not_triggered
2026-05-14,688268.SSE,2026-05-13,14:30-14:57,170.606,0,tail_entry_not_triggered
2026-05-14,688275.SSE,2026-05-13,14:30-14:57,152.686,0,tail_entry_not_triggered
2026-05-14,688295.SSE,2026-05-13,14:30-14:57,60.46,0,tail_entry_not_triggered
2026-05-14,688313.SSE,2026-05-13,14:30-14:57,177.01,0,tail_entry_not_triggered
2026-05-14,688379.SSE,2026-05-13,14:30-14:57,77.204,0,tail_entry_not_triggered
2026-05-14,688530.SSE,2026-05-13,14:30-14:57,56.168000000000006,0,tail_entry_not_triggered
2026-05-15,688141.SSE,2026-05-14,14:30-14:57,104.21600000000001,0,tail_entry_not_triggered
2026-05-15,688313.SSE,2026-05-14,14:30-14:57,179.672,0,tail_entry_not_triggered
2026-05-15,688390.SSE,2026-05-14,14:30-14:57,115.30999999999999,0,tail_entry_not_triggered
2026-05-15,688456.SSE,2026-05-14,14:30-14:57,82.13199999999999,0,tail_entry_not_triggered
2026-05-15,688498.SSE,2026-05-14,14:30-14:57,1654.6,0,tail_entry_not_triggered
2026-05-15,688502.SSE,2026-05-14,14:30-14:57,554.542,0,tail_entry_not_triggered
2026-05-15,688668.SSE,2026-05-14,14:30-14:57,240.594,0,tail_entry_not_triggered
2026-05-15,688783.SSE,2026-05-14,14:30-14:57,33.708,0,tail_entry_not_triggered
2026-05-18,688150.SSE,2026-05-15,14:30-14:57,58.306,0,tail_entry_not_triggered
2026-05-18,688312.SSE,2026-05-15,14:30-14:57,85.232,0,tail_entry_not_triggered
2026-05-18,688381.SSE,2026-05-15,14:30-14:57,34.888,0,tail_entry_not_triggered
2026-05-18,688502.SSE,2026-05-15,14:30-14:57,558.174,0,tail_entry_not_triggered
2026-05-18,688536.SSE,2026-05-15,14:30-14:57,294.96799999999996,0,tail_entry_not_triggered
2026-05-18,688766.SSE,2026-05-15,14:30-14:57,409.424,0,tail_entry_not_triggered
2026-05-18,688783.SSE,2026-05-15,14:30-14:57,34.37,0,tail_entry_not_triggered
2026-05-18,688800.SSE,2026-05-15,14:30-14:57,133.372,0,tail_entry_not_triggered
2026-05-19,300308.SZSE,2026-05-18,14:30-14:57,1048.012,0,tail_entry_not_triggered
2026-05-19,688220.SSE,2026-05-18,14:30-14:57,109.474,0,tail_entry_not_triggered
2026-05-19,688234.SSE,2026-05-18,14:30-14:57,150.856,0,tail_entry_not_triggered
2026-05-19,688268.SSE,2026-05-18,14:30-14:57,177.366,0,tail_entry_not_triggered
2026-05-19,688449.SSE,2026-05-18,14:30-14:57,67.56,0,tail_entry_not_triggered
2026-05-19,688530.SSE,2026-05-18,14:30-14:57,55.141999999999996,0,tail_entry_not_triggered
2026-05-19,688661.SSE,2026-05-18,14:30-14:57,122.16199999999999,0,tail_entry_not_triggered
2026-05-19,688766.SSE,2026-05-18,14:30-14:57,415.82399999999996,0,tail_entry_not_triggered
2026-05-20,688090.SSE,2026-05-19,14:30-14:57,87.982,0,tail_entry_not_triggered
2026-05-20,688141.SSE,2026-05-19,14:30-14:57,101.114,0,tail_entry_not_triggered
2026-05-20,688300.SSE,2026-05-19,14:30-14:57,124.44200000000001,0,tail_entry_not_triggered
2026-05-20,688308.SSE,2026-05-19,14:30-14:57,111.546,0,tail_entry_not_triggered
2026-05-20,688379.SSE,2026-05-19,14:30-14:57,75.41,0,tail_entry_not_triggered
2026-05-20,688519.SSE,2026-05-19,14:30-14:57,186.20999999999998,0,tail_entry_not_triggered
2026-05-20,688766.SSE,2026-05-19,14:30-14:57,420.808,0,tail_entry_not_triggered
2026-05-20,688800.SSE,2026-05-19,14:30-14:57,137.29000000000002,0,tail_entry_not_triggered
2026-05-21,688234.SSE,2026-05-20,14:30-14:57,156.3,0,tail_entry_not_triggered
2026-05-21,688268.SSE,2026-05-20,14:30-14:57,181.92000000000002,0,tail_entry_not_triggered
2026-05-21,688379.SSE,2026-05-20,14:30-14:57,75.452,0,tail_entry_not_triggered
2026-05-21,688519.SSE,2026-05-20,14:30-14:57,183.3,0,tail_entry_not_triggered
2026-05-21,688525.SSE,2026-05-20,14:30-14:57,318.15600000000006,0,tail_entry_not_triggered
2026-05-21,688530.SSE,2026-05-20,14:30-14:57,55.432,0,tail_entry_not_triggered
2026-05-21,688603.SSE,2026-05-20,14:30-14:57,147.114,0,tail_entry_not_triggered
2026-05-21,688766.SSE,2026-05-20,14:30-14:57,417.608,0,tail_entry_not_triggered
2026-05-22,688120.SSE,2026-05-21,14:30-14:57,279.22200000000004,0,tail_entry_not_triggered
2026-05-22,688200.SSE,2026-05-21,14:30-14:57,433.58000000000004,0,tail_entry_not_triggered
2026-05-22,688368.SSE,2026-05-21,14:30-14:57,196.076,0,tail_entry_not_triggered
2026-05-22,688515.SSE,2026-05-21,14:30-14:57,219.91199999999998,0,tail_entry_not_triggered
2026-05-22,688519.SSE,2026-05-21,14:30-14:57,183.78,0,tail_entry_not_triggered
2026-05-22,688677.SSE,2026-05-21,14:30-14:57,125.22200000000001,0,tail_entry_not_triggered
2026-05-22,688702.SSE,2026-05-21,14:30-14:57,300.07,0,tail_entry_not_triggered
2026-05-22,688807.SSE,2026-05-21,14:30-14:57,445.62,0,tail_entry_not_triggered
2026-05-25,300308.SZSE,2026-05-22,14:30-14:57,1028.664,0,tail_entry_not_triggered
2026-05-25,688052.SSE,2026-05-22,14:30-14:57,234.462,0,tail_entry_not_triggered
2026-05-25,688126.SSE,2026-05-22,14:30-14:57,27.784,0,tail_entry_not_triggered
2026-05-25,688146.SSE,2026-05-22,14:30-14:57,132.44,0,tail_entry_not_triggered
2026-05-25,688200.SSE,2026-05-22,14:30-14:57,441.16999999999996,0,tail_entry_not_triggered
2026-05-25,688485.SSE,2026-05-22,14:30-14:57,56.129999999999995,0,tail_entry_not_triggered
2026-05-25,688508.SSE,2026-05-22,14:30-14:57,90.952,0,tail_entry_not_triggered
2026-05-25,688702.SSE,2026-05-22,14:30-14:57,304.116,0,tail_entry_not_triggered
2026-05-26,301308.SZSE,2026-05-25,14:30-14:57,557.586,0,tail_entry_not_triggered
2026-05-26,688037.SSE,2026-05-25,14:30-14:57,292.994,0,tail_entry_not_triggered
2026-05-26,688146.SSE,2026-05-25,14:30-14:57,132.126,0,tail_entry_not_triggered
2026-05-26,688409.SSE,2026-05-25,14:30-14:57,173.298,0,tail_entry_not_triggered
2026-05-26,688449.SSE,2026-05-25,14:30-14:57,83.776,0,tail_entry_not_triggered
2026-05-26,688515.SSE,2026-05-25,14:30-14:57,224.804,0,tail_entry_not_triggered
2026-05-26,688766.SSE,2026-05-25,14:30-14:57,412.68,0,tail_entry_not_triggered
2026-05-26,688800.SSE,2026-05-25,14:30-14:57,137.06,0,tail_entry_not_triggered
2026-05-27,688008.SSE,2026-05-26,14:30-14:57,269.534,0,tail_entry_not_triggered
2026-05-27,688017.SSE,2026-05-26,14:30-14:57,337.62600000000003,0,tail_entry_not_triggered
2026-05-27,688052.SSE,2026-05-26,14:30-14:57,247.62600000000003,0,tail_entry_not_triggered
2026-05-27,688141.SSE,2026-05-26,14:30-14:57,99.19,0,tail_entry_not_triggered
2026-05-27,688143.SSE,2026-05-26,14:30-14:57,141.84,0,tail_entry_not_triggered
2026-05-27,688234.SSE,2026-05-26,14:30-14:57,152.552,0,tail_entry_not_triggered
2026-05-27,688390.SSE,2026-05-26,14:30-14:57,140.612,0,tail_entry_not_triggered
2026-05-27,688531.SSE,2026-05-26,14:30-14:57,163.136,0,tail_entry_not_triggered
2026-05-28,688072.SSE,2026-05-27,14:30-14:57,672.2360000000001,0,tail_entry_not_triggered
2026-05-28,688120.SSE,2026-05-27,14:30-14:57,285.616,0,tail_entry_not_triggered
2026-05-28,688141.SSE,2026-05-27,14:30-14:57,98.366,0,tail_entry_not_triggered
2026-05-28,688359.SSE,2026-05-27,14:30-14:57,137.028,0,tail_entry_not_triggered
2026-05-28,688525.SSE,2026-05-27,14:30-14:57,311.748,0,tail_entry_not_triggered
2026-05-28,688585.SSE,2026-05-27,14:30-14:57,195.124,0,tail_entry_not_triggered
2026-05-28,688603.SSE,2026-05-27,14:30-14:57,168.286,0,tail_entry_not_triggered
2026-05-28,688807.SSE,2026-05-27,14:30-14:57,483.64799999999997,0,tail_entry_not_triggered
2026-05-29,000988.SZSE,2026-05-28,14:30-14:57,164.81599999999997,0,tail_entry_not_triggered
2026-05-29,002384.SZSE,2026-05-28,14:30-14:57,222.07200000000003,0,tail_entry_not_triggered
2026-05-29,301308.SZSE,2026-05-28,14:30-14:57,550.71,0,tail_entry_not_triggered
2026-05-29,688082.SSE,2026-05-28,14:30-14:57,241.206,0,tail_entry_not_triggered
2026-05-29,688409.SSE,2026-05-28,14:30-14:57,165.336,0,tail_entry_not_triggered
2026-05-29,688545.SSE,2026-05-28,14:30-14:57,79.486,0,tail_entry_not_triggered
2026-05-29,688610.SSE,2026-05-28,14:30-14:57,193.816,0,tail_entry_not_triggered
2026-05-29,688663.SSE,2026-05-28,14:30-14:57,94.59200000000001,0,tail_entry_not_triggered
2026-06-01,002185.SZSE,2026-05-29,14:30-14:57,19.324,0,tail_entry_not_triggered
2026-06-01,301308.SZSE,2026-05-29,14:30-14:57,551.068,0,tail_entry_not_triggered
2026-06-01,688003.SSE,2026-05-29,14:30-14:57,103.296,0,tail_entry_not_triggered
2026-06-01,688052.SSE,2026-05-29,14:30-14:57,259.59000000000003,0,tail_entry_not_triggered
2026-06-01,688308.SSE,2026-05-29,14:30-14:57,144.382,0,tail_entry_not_triggered
2026-06-01,688531.SSE,2026-05-29,14:30-14:57,175.82399999999998,0,tail_entry_not_triggered
2026-06-01,688668.SSE,2026-05-29,14:30-14:57,288.712,0,tail_entry_not_triggered
2026-06-01,688719.SSE,2026-05-29,14:30-14:57,75.634,0,tail_entry_not_triggered
2026-06-02,002281.SZSE,2026-06-01,14:30-14:57,206.51399999999998,0,tail_entry_not_triggered
2026-06-02,300308.SZSE,2026-06-01,14:30-14:57,1140.7040000000002,0,tail_entry_not_triggered
2026-06-02,300408.SZSE,2026-06-01,14:30-14:57,125.28800000000001,0,tail_entry_not_triggered
2026-06-02,600183.SSE,2026-06-01,14:30-14:57,134.36399999999998,0,tail_entry_not_triggered
