trade_date,vt_symbol,reference_date,window,ma5,minute_bar_count,missing_reason
2026-01-19,688295.SSE,2026-01-16,14:30-14:57,33.422,0,no_tail_window_minute_bars
2026-01-19,688353.SSE,2026-01-16,14:30-14:57,107.768,0,no_tail_window_minute_bars
2026-01-19,688559.SSE,2026-01-16,14:30-14:57,60.644000000000005,0,no_tail_window_minute_bars
2026-01-19,688615.SSE,2026-01-16,14:30-14:57,320.854,0,no_tail_window_minute_bars
2026-01-19,688711.SSE,2026-01-16,14:30-14:57,32.238,0,no_tail_window_minute_bars
2026-01-19,688777.SSE,2026-01-16,14:30-14:57,64.05199999999999,0,no_tail_window_minute_bars
2026-01-20,688031.SSE,2026-01-19,14:30-14:57,189.376,0,no_tail_window_minute_bars
2026-01-20,688102.SSE,2026-01-19,14:30-14:57,45.676,0,no_tail_window_minute_bars
2026-01-20,688261.SSE,2026-01-19,14:30-14:57,97.592,0,no_tail_window_minute_bars
2026-01-20,688333.SSE,2026-01-19,14:30-14:57,119.7,0,no_tail_window_minute_bars
2026-01-20,688353.SSE,2026-01-19,14:30-14:57,107.982,0,no_tail_window_minute_bars
2026-01-20,688372.SSE,2026-01-19,14:30-14:57,129.83599999999998,0,no_tail_window_minute_bars
2026-01-20,688387.SSE,2026-01-19,14:30-14:57,19.168,0,no_tail_window_minute_bars
2026-01-20,688787.SSE,2026-01-19,14:30-14:57,168.468,0,no_tail_window_minute_bars
2026-01-21,688019.SSE,2026-01-20,14:30-14:57,286.404,0,no_tail_window_minute_bars
2026-01-21,688295.SSE,2026-01-20,14:30-14:57,33.29,0,no_tail_window_minute_bars
2026-01-21,688353.SSE,2026-01-20,14:30-14:57,106.944,0,no_tail_window_minute_bars
2026-01-21,688372.SSE,2026-01-20,14:30-14:57,132.036,0,no_tail_window_minute_bars
2026-01-21,688518.SSE,2026-01-20,14:30-14:57,30.344,0,no_tail_window_minute_bars
2026-01-21,688585.SSE,2026-01-20,14:30-14:57,152.06199999999998,0,no_tail_window_minute_bars
2026-01-21,688711.SSE,2026-01-20,14:30-14:57,32.068,0,no_tail_window_minute_bars
2026-01-21,688787.SSE,2026-01-20,14:30-14:57,168.91199999999998,0,no_tail_window_minute_bars
2026-01-22,600879.SSE,2026-01-21,14:30-14:57,26.442,0,no_tail_window_minute_bars
2026-01-22,688019.SSE,2026-01-21,14:30-14:57,290.13800000000003,0,no_tail_window_minute_bars
2026-01-22,688172.SSE,2026-01-21,14:30-14:57,36.25,0,no_tail_window_minute_bars
2026-01-22,688295.SSE,2026-01-21,14:30-14:57,33.558,0,no_tail_window_minute_bars
2026-01-22,688433.SSE,2026-01-21,14:30-14:57,84.152,0,no_tail_window_minute_bars
2026-01-22,688559.SSE,2026-01-21,14:30-14:57,61.05800000000001,0,no_tail_window_minute_bars
2026-01-22,688585.SSE,2026-01-21,14:30-14:57,150.18,0,no_tail_window_minute_bars
2026-01-22,688787.SSE,2026-01-21,14:30-14:57,165.034,0,no_tail_window_minute_bars
2026-01-23,688102.SSE,2026-01-22,14:30-14:57,43.751999999999995,0,no_tail_window_minute_bars
2026-01-23,688234.SSE,2026-01-22,14:30-14:57,111.28800000000001,0,no_tail_window_minute_bars
2026-01-23,688333.SSE,2026-01-22,14:30-14:57,115.056,0,no_tail_window_minute_bars
2026-01-23,688353.SSE,2026-01-22,14:30-14:57,109.386,0,no_tail_window_minute_bars
2026-01-23,688372.SSE,2026-01-22,14:30-14:57,137.7,0,no_tail_window_minute_bars
2026-01-23,688387.SSE,2026-01-22,14:30-14:57,18.478,0,no_tail_window_minute_bars
2026-01-23,688433.SSE,2026-01-22,14:30-14:57,85.126,0,no_tail_window_minute_bars
2026-01-23,688787.SSE,2026-01-22,14:30-14:57,164.948,0,no_tail_window_minute_bars
2026-01-26,000559.SZSE,2026-01-23,14:30-14:57,19.662,0,no_tail_window_minute_bars
2026-01-26,688012.SSE,2026-01-23,14:30-14:57,365.866,0,no_tail_window_minute_bars
2026-01-26,688020.SSE,2026-01-23,14:30-14:57,91.27799999999999,0,no_tail_window_minute_bars
2026-01-26,688037.SSE,2026-01-23,14:30-14:57,215.038,0,no_tail_window_minute_bars
2026-01-26,688261.SSE,2026-01-23,14:30-14:57,97.814,0,no_tail_window_minute_bars
2026-01-26,688353.SSE,2026-01-23,14:30-14:57,110.04400000000001,0,no_tail_window_minute_bars
2026-01-26,688615.SSE,2026-01-23,14:30-14:57,301.448,0,no_tail_window_minute_bars
2026-01-26,688630.SSE,2026-01-23,14:30-14:57,180.302,0,no_tail_window_minute_bars
2026-01-27,300136.SZSE,2026-01-26,14:30-14:57,82.702,0,no_tail_window_minute_bars
2026-01-27,688019.SSE,2026-01-26,14:30-14:57,287.95799999999997,0,no_tail_window_minute_bars
2026-01-27,688047.SSE,2026-01-26,14:30-14:57,178.0,0,no_tail_window_minute_bars
2026-01-27,688102.SSE,2026-01-26,14:30-14:57,44.462,0,no_tail_window_minute_bars
2026-01-27,688523.SSE,2026-01-26,14:30-14:57,64.388,0,no_tail_window_minute_bars
2026-01-27,688615.SSE,2026-01-26,14:30-14:57,299.812,0,no_tail_window_minute_bars
2026-01-27,688630.SSE,2026-01-26,14:30-14:57,182.482,0,no_tail_window_minute_bars
2026-01-27,688766.SSE,2026-01-26,14:30-14:57,223.504,0,no_tail_window_minute_bars
2026-01-28,688019.SSE,2026-01-27,14:30-14:57,289.578,0,no_tail_window_minute_bars
2026-01-28,688120.SSE,2026-01-27,14:30-14:57,195.76,0,no_tail_window_minute_bars
2026-01-28,688195.SSE,2026-01-27,14:30-14:57,201.66199999999998,0,no_tail_window_minute_bars
2026-01-28,688361.SSE,2026-01-27,14:30-14:57,196.598,0,no_tail_window_minute_bars
2026-01-28,688503.SSE,2026-01-27,14:30-14:57,80.154,0,no_tail_window_minute_bars
2026-01-28,688518.SSE,2026-01-27,14:30-14:57,31.73,0,no_tail_window_minute_bars
2026-01-28,688556.SSE,2026-01-27,14:30-14:57,15.693999999999999,0,no_tail_window_minute_bars
2026-01-28,688615.SSE,2026-01-27,14:30-14:57,299.786,0,no_tail_window_minute_bars
2026-01-29,688002.SSE,2026-01-28,14:30-14:57,118.8,0,no_tail_window_minute_bars
2026-01-29,688019.SSE,2026-01-28,14:30-14:57,290.62399999999997,0,no_tail_window_minute_bars
2026-01-29,688020.SSE,2026-01-28,14:30-14:57,92.5,0,no_tail_window_minute_bars
2026-01-29,688195.SSE,2026-01-28,14:30-14:57,206.91799999999998,0,no_tail_window_minute_bars
2026-01-29,688361.SSE,2026-01-28,14:30-14:57,195.678,0,no_tail_window_minute_bars
2026-01-29,688362.SSE,2026-01-28,14:30-14:57,47.696,0,no_tail_window_minute_bars
2026-01-29,688521.SSE,2026-01-28,14:30-14:57,216.692,0,no_tail_window_minute_bars
2026-01-29,688630.SSE,2026-01-28,14:30-14:57,185.738,0,no_tail_window_minute_bars
2026-01-30,603986.SSE,2026-01-29,14:30-14:57,305.658,0,no_tail_window_minute_bars
2026-01-30,688003.SSE,2026-01-29,14:30-14:57,78.894,0,no_tail_window_minute_bars
2026-01-30,688037.SSE,2026-01-29,14:30-14:57,213.97600000000003,0,no_tail_window_minute_bars
2026-01-30,688258.SSE,2026-01-29,14:30-14:57,153.432,0,no_tail_window_minute_bars
2026-01-30,688387.SSE,2026-01-29,14:30-14:57,18.826,0,no_tail_window_minute_bars
2026-01-30,688516.SSE,2026-01-29,14:30-14:57,95.128,0,no_tail_window_minute_bars
2026-01-30,688525.SSE,2026-01-29,14:30-14:57,186.482,0,no_tail_window_minute_bars
2026-01-30,688627.SSE,2026-01-29,14:30-14:57,293.38,0,no_tail_window_minute_bars
2026-02-02,603986.SSE,2026-01-30,14:30-14:57,309.184,0,no_tail_window_minute_bars
2026-02-02,688020.SSE,2026-01-30,14:30-14:57,89.96799999999999,0,no_tail_window_minute_bars
2026-02-02,688031.SSE,2026-01-30,14:30-14:57,211.52800000000002,0,no_tail_window_minute_bars
2026-02-02,688258.SSE,2026-01-30,14:30-14:57,154.082,0,no_tail_window_minute_bars
2026-02-02,688347.SSE,2026-01-30,14:30-14:57,153.87,0,no_tail_window_minute_bars
2026-02-02,688362.SSE,2026-01-30,14:30-14:57,46.902,0,no_tail_window_minute_bars
2026-02-02,688521.SSE,2026-01-30,14:30-14:57,220.88600000000002,0,no_tail_window_minute_bars
2026-02-02,688668.SSE,2026-01-30,14:30-14:57,164.36599999999999,0,no_tail_window_minute_bars
2026-02-03,688003.SSE,2026-02-02,14:30-14:57,81.328,0,no_tail_window_minute_bars
2026-02-03,688017.SSE,2026-02-02,14:30-14:57,218.456,0,no_tail_window_minute_bars
2026-02-03,688200.SSE,2026-02-02,14:30-14:57,278.99,0,no_tail_window_minute_bars
2026-02-03,688308.SSE,2026-02-02,14:30-14:57,50.186,0,no_tail_window_minute_bars
2026-02-03,688516.SSE,2026-02-02,14:30-14:57,97.286,0,no_tail_window_minute_bars
2026-02-03,688625.SSE,2026-02-02,14:30-14:57,61.274,0,no_tail_window_minute_bars
2026-02-03,688668.SSE,2026-02-02,14:30-14:57,166.956,0,no_tail_window_minute_bars
2026-02-03,688777.SSE,2026-02-02,14:30-14:57,84.206,0,no_tail_window_minute_bars
2026-02-04,688031.SSE,2026-02-03,14:30-14:57,197.95,0,no_tail_window_minute_bars
2026-02-04,688158.SSE,2026-02-03,14:30-14:57,38.338,0,no_tail_window_minute_bars
2026-02-04,688258.SSE,2026-02-03,14:30-14:57,147.76399999999998,0,no_tail_window_minute_bars
2026-02-04,688270.SSE,2026-02-03,14:30-14:57,206.064,0,no_tail_window_minute_bars
2026-02-04,688387.SSE,2026-02-03,14:30-14:57,18.088,0,no_tail_window_minute_bars
2026-02-04,688661.SSE,2026-02-03,14:30-14:57,87.556,0,no_tail_window_minute_bars
2026-02-04,688668.SSE,2026-02-03,14:30-14:57,168.428,0,no_tail_window_minute_bars
2026-02-04,688766.SSE,2026-02-03,14:30-14:57,286.342,0,no_tail_window_minute_bars
2026-02-05,601179.SSE,2026-02-04,14:30-14:57,15.280000000000001,0,no_tail_window_minute_bars
2026-02-05,688028.SSE,2026-02-04,14:30-14:57,92.21000000000001,0,no_tail_window_minute_bars
2026-02-05,688200.SSE,2026-02-04,14:30-14:57,288.318,0,no_tail_window_minute_bars
2026-02-05,688390.SSE,2026-02-04,14:30-14:57,85.378,0,no_tail_window_minute_bars
2026-02-05,688521.SSE,2026-02-04,14:30-14:57,217.29000000000002,0,no_tail_window_minute_bars
2026-02-05,688661.SSE,2026-02-04,14:30-14:57,86.226,0,no_tail_window_minute_bars
2026-02-05,688717.SSE,2026-02-04,14:30-14:57,99.99,0,no_tail_window_minute_bars
2026-02-05,688766.SSE,2026-02-04,14:30-14:57,284.456,0,no_tail_window_minute_bars
2026-02-06,300394.SZSE,2026-02-05,14:30-14:57,255.096,0,no_tail_window_minute_bars
2026-02-06,688002.SSE,2026-02-05,14:30-14:57,113.19200000000001,0,no_tail_window_minute_bars
2026-02-06,688127.SSE,2026-02-05,14:30-14:57,47.18,0,no_tail_window_minute_bars
2026-02-06,688216.SSE,2026-02-05,14:30-14:57,31.389999999999997,0,no_tail_window_minute_bars
2026-02-06,688368.SSE,2026-02-05,14:30-14:57,153.59,0,no_tail_window_minute_bars
2026-02-06,688380.SSE,2026-02-05,14:30-14:57,53.1,0,no_tail_window_minute_bars
2026-02-06,688516.SSE,2026-02-05,14:30-14:57,106.926,0,no_tail_window_minute_bars
2026-02-06,688779.SSE,2026-02-05,14:30-14:57,9.786,0,no_tail_window_minute_bars
2026-02-09,688167.SSE,2026-02-06,14:30-14:57,291.076,0,no_tail_window_minute_bars
2026-02-09,688172.SSE,2026-02-06,14:30-14:57,42.432,0,no_tail_window_minute_bars
2026-02-09,688308.SSE,2026-02-06,14:30-14:57,49.03,0,no_tail_window_minute_bars
2026-02-09,688380.SSE,2026-02-06,14:30-14:57,51.838,0,no_tail_window_minute_bars
2026-02-09,688625.SSE,2026-02-06,14:30-14:57,66.842,0,no_tail_window_minute_bars
2026-02-09,688661.SSE,2026-02-06,14:30-14:57,86.312,0,no_tail_window_minute_bars
2026-02-09,688663.SSE,2026-02-06,14:30-14:57,56.032,0,no_tail_window_minute_bars
2026-02-09,688766.SSE,2026-02-06,14:30-14:57,276.986,0,no_tail_window_minute_bars
2026-02-10,688008.SSE,2026-02-09,14:30-14:57,171.61399999999998,0,no_tail_window_minute_bars
2026-02-10,688200.SSE,2026-02-09,14:30-14:57,282.568,0,no_tail_window_minute_bars
2026-02-10,688205.SSE,2026-02-09,14:30-14:57,181.042,0,no_tail_window_minute_bars
2026-02-10,688308.SSE,2026-02-09,14:30-14:57,48.618,0,no_tail_window_minute_bars
2026-02-10,688380.SSE,2026-02-09,14:30-14:57,52.14,0,no_tail_window_minute_bars
2026-02-10,688627.SSE,2026-02-09,14:30-14:57,291.662,0,no_tail_window_minute_bars
2026-02-10,688661.SSE,2026-02-09,14:30-14:57,86.676,0,no_tail_window_minute_bars
2026-02-10,688668.SSE,2026-02-09,14:30-14:57,165.634,0,no_tail_window_minute_bars
2026-02-11,688002.SSE,2026-02-10,14:30-14:57,113.484,0,no_tail_window_minute_bars
2026-02-11,688003.SSE,2026-02-10,14:30-14:57,76.764,0,no_tail_window_minute_bars
2026-02-11,688031.SSE,2026-02-10,14:30-14:57,182.984,0,no_tail_window_minute_bars
2026-02-11,688270.SSE,2026-02-10,14:30-14:57,184.76,0,no_tail_window_minute_bars
2026-02-11,688312.SSE,2026-02-10,14:30-14:57,48.86,0,no_tail_window_minute_bars
2026-02-11,688625.SSE,2026-02-10,14:30-14:57,68.94,0,no_tail_window_minute_bars
2026-02-11,688627.SSE,2026-02-10,14:30-14:57,291.77799999999996,0,no_tail_window_minute_bars
2026-02-11,688663.SSE,2026-02-10,14:30-14:57,55.693999999999996,0,no_tail_window_minute_bars
2026-02-12,688002.SSE,2026-02-11,14:30-14:57,112.828,0,no_tail_window_minute_bars
2026-02-12,688008.SSE,2026-02-11,14:30-14:57,170.50799999999998,0,no_tail_window_minute_bars
2026-02-12,688110.SSE,2026-02-11,14:30-14:57,128.626,0,no_tail_window_minute_bars
2026-02-12,688127.SSE,2026-02-11,14:30-14:57,48.572,0,no_tail_window_minute_bars
2026-02-12,688172.SSE,2026-02-11,14:30-14:57,42.230000000000004,0,no_tail_window_minute_bars
2026-02-12,688312.SSE,2026-02-11,14:30-14:57,49.483999999999995,0,no_tail_window_minute_bars
2026-02-12,688625.SSE,2026-02-11,14:30-14:57,68.988,0,no_tail_window_minute_bars
2026-02-12,688663.SSE,2026-02-11,14:30-14:57,55.626,0,no_tail_window_minute_bars
2026-02-13,688003.SSE,2026-02-12,14:30-14:57,75.822,0,no_tail_window_minute_bars
2026-02-13,688008.SSE,2026-02-12,14:30-14:57,170.5,0,no_tail_window_minute_bars
2026-02-13,688172.SSE,2026-02-12,14:30-14:57,41.815999999999995,0,no_tail_window_minute_bars
2026-02-13,688195.SSE,2026-02-12,14:30-14:57,229.44400000000002,0,no_tail_window_minute_bars
2026-02-13,688205.SSE,2026-02-12,14:30-14:57,170.32999999999998,0,no_tail_window_minute_bars
2026-02-13,688258.SSE,2026-02-12,14:30-14:57,136.458,0,no_tail_window_minute_bars
2026-02-13,688380.SSE,2026-02-12,14:30-14:57,50.804,0,no_tail_window_minute_bars
2026-02-13,688625.SSE,2026-02-12,14:30-14:57,68.414,0,no_tail_window_minute_bars
2026-02-24,688002.SSE,2026-02-13,14:30-14:57,114.24600000000001,0,no_tail_window_minute_bars
2026-02-24,688127.SSE,2026-02-13,14:30-14:57,48.980000000000004,0,no_tail_window_minute_bars
2026-02-24,688167.SSE,2026-02-13,14:30-14:57,349.87399999999997,0,no_tail_window_minute_bars
2026-02-24,688257.SSE,2026-02-13,14:30-14:57,52.82000000000001,0,no_tail_window_minute_bars
2026-02-24,688627.SSE,2026-02-13,14:30-14:57,284.69,0,no_tail_window_minute_bars
2026-02-24,688717.SSE,2026-02-13,14:30-14:57,96.58399999999999,0,no_tail_window_minute_bars
2026-02-24,688726.SSE,2026-02-13,14:30-14:57,77.214,0,no_tail_window_minute_bars
2026-02-24,688766.SSE,2026-02-13,14:30-14:57,267.356,0,no_tail_window_minute_bars
2026-02-25,688127.SSE,2026-02-24,14:30-14:57,48.626,0,no_tail_window_minute_bars
2026-02-25,688158.SSE,2026-02-24,14:30-14:57,40.35,0,no_tail_window_minute_bars
2026-02-25,688195.SSE,2026-02-24,14:30-14:57,222.78199999999998,0,no_tail_window_minute_bars
2026-02-25,688257.SSE,2026-02-24,14:30-14:57,53.104,0,no_tail_window_minute_bars
2026-02-25,688312.SSE,2026-02-24,14:30-14:57,49.874,0,no_tail_window_minute_bars
2026-02-25,688380.SSE,2026-02-24,14:30-14:57,50.148,0,no_tail_window_minute_bars
2026-02-25,688521.SSE,2026-02-24,14:30-14:57,255.66,0,no_tail_window_minute_bars
2026-02-25,688766.SSE,2026-02-24,14:30-14:57,267.556,0,no_tail_window_minute_bars
2026-02-26,688002.SSE,2026-02-25,14:30-14:57,114.652,0,no_tail_window_minute_bars
2026-02-26,688008.SSE,2026-02-25,14:30-14:57,168.99200000000002,0,no_tail_window_minute_bars
2026-02-26,688037.SSE,2026-02-25,14:30-14:57,208.18400000000003,0,no_tail_window_minute_bars
2026-02-26,688141.SSE,2026-02-25,14:30-14:57,51.504,0,no_tail_window_minute_bars
2026-02-26,688205.SSE,2026-02-25,14:30-14:57,168.118,0,no_tail_window_minute_bars
2026-02-26,688270.SSE,2026-02-25,14:30-14:57,174.22,0,no_tail_window_minute_bars
2026-02-26,688380.SSE,2026-02-25,14:30-14:57,50.312,0,no_tail_window_minute_bars
2026-02-26,688717.SSE,2026-02-25,14:30-14:57,97.792,0,no_tail_window_minute_bars
2026-02-27,688172.SSE,2026-02-26,14:30-14:57,44.089999999999996,0,no_tail_window_minute_bars
2026-02-27,688200.SSE,2026-02-26,14:30-14:57,300.086,0,no_tail_window_minute_bars
2026-02-27,688205.SSE,2026-02-26,14:30-14:57,169.316,0,no_tail_window_minute_bars
2026-02-27,688312.SSE,2026-02-26,14:30-14:57,49.846000000000004,0,no_tail_window_minute_bars
2026-02-27,688380.SSE,2026-02-26,14:30-14:57,50.476,0,no_tail_window_minute_bars
2026-02-27,688503.SSE,2026-02-26,14:30-14:57,91.69800000000001,0,no_tail_window_minute_bars
2026-02-27,688521.SSE,2026-02-26,14:30-14:57,261.2,0,no_tail_window_minute_bars
2026-02-27,688702.SSE,2026-02-26,14:30-14:57,177.776,0,no_tail_window_minute_bars
2026-03-02,688002.SSE,2026-02-27,14:30-14:57,115.702,0,no_tail_window_minute_bars
2026-03-02,688158.SSE,2026-02-27,14:30-14:57,40.344,0,no_tail_window_minute_bars
2026-03-02,688167.SSE,2026-02-27,14:30-14:57,378.692,0,no_tail_window_minute_bars
2026-03-02,688200.SSE,2026-02-27,14:30-14:57,298.162,0,no_tail_window_minute_bars
2026-03-02,688223.SSE,2026-02-27,14:30-14:57,7.545999999999999,0,no_tail_window_minute_bars
2026-03-02,688312.SSE,2026-02-27,14:30-14:57,49.65,0,no_tail_window_minute_bars
2026-03-02,688545.SSE,2026-02-27,14:30-14:57,59.322,0,no_tail_window_minute_bars
2026-03-02,688627.SSE,2026-02-27,14:30-14:57,301.784,0,no_tail_window_minute_bars
2026-03-03,300394.SZSE,2026-03-02,14:30-14:57,354.648,0,no_tail_window_minute_bars
2026-03-03,688037.SSE,2026-03-02,14:30-14:57,213.532,0,no_tail_window_minute_bars
2026-03-03,688090.SSE,2026-03-02,14:30-14:57,55.672000000000004,0,no_tail_window_minute_bars
2026-03-03,688216.SSE,2026-03-02,14:30-14:57,32.7,0,no_tail_window_minute_bars
2026-03-03,688378.SSE,2026-03-02,14:30-14:57,39.232000000000006,0,no_tail_window_minute_bars
2026-03-03,688545.SSE,2026-03-02,14:30-14:57,60.674,0,no_tail_window_minute_bars
2026-03-03,688625.SSE,2026-03-02,14:30-14:57,73.15799999999999,0,no_tail_window_minute_bars
2026-03-03,688661.SSE,2026-03-02,14:30-14:57,99.974,0,no_tail_window_minute_bars
2026-03-04,000657.SZSE,2026-03-03,14:30-14:57,63.842,0,no_tail_window_minute_bars
2026-03-04,600410.SSE,2026-03-03,14:30-14:57,27.766000000000002,0,no_tail_window_minute_bars
2026-03-04,688059.SSE,2026-03-03,14:30-14:57,122.282,0,no_tail_window_minute_bars
2026-03-04,688127.SSE,2026-03-03,14:30-14:57,52.089999999999996,0,no_tail_window_minute_bars
2026-03-04,688150.SSE,2026-03-03,14:30-14:57,34.226,0,no_tail_window_minute_bars
2026-03-04,688170.SSE,2026-03-03,14:30-14:57,52.552,0,no_tail_window_minute_bars
2026-03-04,688593.SSE,2026-03-03,14:30-14:57,36.172000000000004,0,no_tail_window_minute_bars
2026-03-04,688702.SSE,2026-03-03,14:30-14:57,192.14600000000002,0,no_tail_window_minute_bars
2026-03-05,000657.SZSE,2026-03-04,14:30-14:57,65.372,0,no_tail_window_minute_bars
2026-03-05,002155.SZSE,2026-03-04,14:30-14:57,38.582,0,no_tail_window_minute_bars
2026-03-05,600410.SSE,2026-03-04,14:30-14:57,28.619999999999997,0,no_tail_window_minute_bars
2026-03-05,688035.SSE,2026-03-04,14:30-14:57,70.89,0,no_tail_window_minute_bars
2026-03-05,688150.SSE,2026-03-04,14:30-14:57,34.472,0,no_tail_window_minute_bars
2026-03-05,688308.SSE,2026-03-04,14:30-14:57,75.61999999999999,0,no_tail_window_minute_bars
2026-03-05,688548.SSE,2026-03-04,14:30-14:57,26.3,0,no_tail_window_minute_bars
2026-03-05,688702.SSE,2026-03-04,14:30-14:57,194.126,0,no_tail_window_minute_bars
2026-03-06,688028.SSE,2026-03-05,14:30-14:57,117.958,0,no_tail_window_minute_bars
2026-03-06,688170.SSE,2026-03-05,14:30-14:57,52.82000000000001,0,no_tail_window_minute_bars
2026-03-06,688312.SSE,2026-03-05,14:30-14:57,54.998000000000005,0,no_tail_window_minute_bars
