## 回测摘要
回测ID,12
策略,mainline_leader_pullback
版本,0.1.0
区间,2026-02-02 至 2026-06-11
执行模型,"D close signal; D+1 tail-window minute fill when stock_minute_bars is available, otherwise D+1 open fallback unless minute_entry_required=true"

## 核心指标
指标,数值
初始资金,1000000.0
期末权益,1065953.8852717
总收益率,6.59538852717001
年化收益率,21.119829455609107
最大回撤,-2.222696469621499
平仓交易数,27
胜率,0.6296296296296297
盈亏比,2.771393907427508
平均盈利,6123.540646776478
平均亏损,-3756.239440239987
Sharpe,2.4170080101153575
分钟尾盘成交数,30
日线开盘回退成交数,0

## 样本覆盖
字段,数值
bar_count,130618
symbol_count,1582
data_start,2026-02-02
data_end,2026-06-11
equity_days,84
eligible_symbol_count,1539
universe_stock_count,4536
coverage_pct,34.876543209876544


## 扩展交易指标
total_trade_rows,buy_count,sell_count,closed_trade_count,open_trade_count,average_holding_days,median_holding_days,turnover_pct,traded_amount,average_exposure_pct,max_position_count,rejected_order_count,filled_order_count,execution_modes
57,30,27,27,3,3.2222222222222223,3.0,649.5244496,6495244.495999999,9.165890928030583,6,78,57,{'minute_tail_ma5': 30}


## 成交真实性检查
status,buy_count,minute_tail_entry_count,daily_open_fallback_count,minute_tail_entry_ratio,daily_open_fallback_ratio,minute_bar_count,daily_bar_count,financial_report_count
warning,30,30,0,100.0,0.0,27400,275997,2906


## 成交真实性诊断
id,label,status,value,value_type,message
minute_tail_entry_coverage,尾盘分钟成交覆盖,pass,100.0,pct,大多数买入由分钟尾盘 MA5 规则成交。
daily_open_fallback_rate,日线开盘回退占比,pass,0.0,pct,日线开盘回退占比较低。
daily_sample_coverage,股票池日线覆盖,warning,34.876543209876544,pct,当前回测样本不是全 A，只能代表本地已同步股票池。
financial_data_presence,财报数据覆盖,pass,2906,count,财报数据已参与披露日约束评分。


## 基准对比
id,name,status,start_date,end_date,days,return_pct,max_drawdown_pct,strategy_return_pct,excess_return_pct,final_nav,curve_tail,source
sample_equal_weight,样本等权基准,ready,2026-02-02,2026-06-11,84,18.21362445425223,-11.72547446101574,6.59538852717001,-11.618235927082221,1.1821362445425223,"[{'trade_date': '2026-05-15', 'nav': 1.2126242502316753, 'daily_return': -0.005716789647821865, 'member_count': 1561}, {'trade_date': '2026-05-18', 'nav': 1.2210921834774353, 'daily_return': 0.006983146876818742, 'member_count': 1562}, {'trade_date': '2026-05-19', 'nav': 1.2351225194111348, 'daily_return': 0.011489989145409073, 'member_count': 1558}, {'trade_date': '2026-05-20', 'nav': 1.2392819758410085, 'daily_return': 0.003367646824103481, 'member_count': 1560}, {'trade_date': '2026-05-21', 'nav': 1.200264574049883, 'daily_return': -0.03148387739977211, 'member_count': 1561}, {'trade_date': '2026-05-22', 'nav': 1.2329997379154816, 'daily_return': 0.02727329005066353, 'member_count': 1562}, {'trade_date': '2026-05-25', 'nav': 1.2491827776883153, 'daily_return': 0.013124933668025798, 'member_count': 1563}, {'trade_date': '2026-05-26', 'nav': 1.2379151208120145, 'daily_return': -0.009020022592011904, 'member_count': 1563}, {'trade_date': '2026-05-27', 'nav': 1.2183910528831048, 'daily_return': -0.015771733942552338, 'member_count': 1563}, {'trade_date': '2026-05-28', 'nav': 1.2342203151459825, 'daily_return': 0.012991939021072724, 'member_count': 1563}, {'trade_date': '2026-05-29', 'nav': 1.1954265782685802, 'daily_return': -0.03143177632172884, 'member_count': 1563}, {'trade_date': '2026-06-01', 'nav': 1.1872656053676103, 'daily_return': -0.006826829057782859, 'member_count': 1562}, {'trade_date': '2026-06-02', 'nav': 1.1951820674402385, 'daily_return': 0.00666781050241671, 'member_count': 1562}, {'trade_date': '2026-06-03', 'nav': 1.2052626861265971, 'daily_return': 0.008434379130159429, 'member_count': 1562}, {'trade_date': '2026-06-04', 'nav': 1.208368402463046, 'daily_return': 0.0025767962222657246, 'member_count': 1562}, {'trade_date': '2026-06-05', 'nav': 1.2012103239533714, 'daily_return': -0.005923755118955618, 'member_count': 1563}, {'trade_date': '2026-06-08', 'nav': 1.165468875789992, 'daily_return': -0.029754529619549594, 'member_count': 1561}, {'trade_date': '2026-06-09', 'nav': 1.2015947399154727, 'daily_return': 0.030996850174135664, 'member_count': 1541}, {'trade_date': '2026-06-10', 'nav': 1.1867905980339966, 'daily_return': -0.012320411690981357, 'member_count': 1541}, {'trade_date': '2026-06-11', 'nav': 1.1821362445425223, 'daily_return': -0.003921798419354335, 'member_count': 1539}]",
index_000001_sse,上证指数,ready,2026-02-02,2026-06-11,84,-0.7156820021166133,-8.829696432114996,6.59538852717001,7.3110705292866225,0.9928431799788339,,tencent.stock_kline
index_000300_sse,沪深300,ready,2026-02-02,2026-06-11,84,2.5278008154616005,-6.712360295530562,6.59538852717001,4.067587711708409,1.025278008154616,,tencent.stock_kline
index_000905_sse,中证500,ready,2026-02-02,2026-06-11,84,-0.01580181783114032,-14.063718101969735,6.59538852717001,6.61119034500115,0.9998419818216886,,tencent.stock_kline
index_000852_sse,中证1000,ready,2026-02-02,2026-06-11,84,2.3073364069398083,-13.453469519346228,6.59538852717001,4.288052120230201,1.023073364069398,,tencent.stock_kline


## 样本内样本外
id,label,start_date,end_date,days,start_equity,end_equity,return_pct,max_drawdown_pct,trade_count,win_rate,pnl,benchmark_return_pct,excess_return_pct
in_sample,样本内 60%,2026-02-02,2026-04-21,50,1000000.0,1000000.0,0.0,0.0,0,0,0,11.780987608888172,-11.780987608888172
out_of_sample,样本外 40%,2026-04-21,2026-06-11,35,1000000.0,1065953.8852717,6.59538852717001,-2.222696469621499,27,0.6296296296296297,66537.79659280027,5.754678843839955,0.8407096833300542


## 市场环境分段
regime,window_count,days,max_drawdown_pct,trade_count,win_count,pnl,avg_strategy_return_pct,avg_benchmark_return_pct,win_rate,label
strong,2,40,0.0,0,0,0.0,0.0,10.205533863506211,0,样本强势
weak,1,20,0.0,0,0,0.0,0.0,-7.77393933270355,0,样本弱势
choppy,1,20,-1.0055137918859813,23,15,63935.29129200021,7.6867646020112534,-1.8556205900807976,0.6521739130434783,样本震荡


## 年度分段
id,label,start_date,end_date,days,start_equity,end_equity,return_pct,max_drawdown_pct,trade_count,win_rate,pnl,benchmark_return_pct,excess_return_pct
2026,2026年,2026-02-02,2026-06-11,84,1000000.0,1065953.8852717,6.59538852717001,-2.222696469621499,27,0.6296296296296297,66537.79659280027,18.21362445425223,-11.618235927082221


## 成本压力测试
id,label,extra_bps,extra_stamp_tax_bps,extra_cost,final_equity,total_return_pct,return_delta_pct
base,原始成本,0,0,0.0,1065953.8852717,6.59538852717001,0.0
slippage_plus_10bps,滑点再加10bp,10,0,6495.244495999999,1059458.6407757,5.945864077570007,-0.649524449600003
slippage_plus_30bps,滑点再加30bp,30,0,19485.733487999998,1046468.1517837001,4.646815178370001,-1.948573348800009
stamp_tax_plus_5bps,卖出税费再加5bp,0,5,1555.5633794999999,1064398.3218922,6.439832189219996,-0.15555633795001356
high_friction,高摩擦：滑点30bp+卖出5bp,30,5,21041.296867499997,1044912.5884042002,4.491258840420009,-2.1041296867500003


## 随机样本基准摘要
status,method,seed_base,run_count,sample_size,return_avg_pct,return_median_pct,return_min_pct,return_max_pct,max_drawdown_avg_pct
ready,fixed_seed_equal_weight_subsamples,20260611,20,30,19.716283479944117,20.507124739976824,-1.1589205617781095,37.02476243436035,-12.612361375976885


## 随机样本基准明细
seed,symbol_count,return_pct,max_drawdown_pct
0,30,1.4956846406182667,-10.860337487871973
1,30,37.02476243436035,-14.670634503365566
2,30,12.80915077619409,-14.799317990305294
3,30,21.01307418890905,-10.033747867144516
4,30,20.001175291044593,-13.151610585736451
5,30,22.301814086567283,-13.273091344276978
6,30,16.876775944031074,-12.84785709816929
7,30,21.990104514591092,-10.634258162922961
8,30,17.561599323583987,-11.665917770639023
9,30,31.203422985951757,-12.145900600060944
10,30,31.287124004252643,-14.594713822476068
11,30,24.223788243784682,-16.06540164639053
12,30,15.040052036582585,-14.369272491868667
13,30,9.674450283573655,-14.738868859914266
14,30,29.364634252725487,-10.785442818501023
15,30,18.501327985742442,-12.901923814323391
16,30,30.83427348791632,-9.196169848308521
17,30,9.859641817407594,-15.896329769627693
18,30,-1.1589205617781095,-12.350965429109962
19,30,24.42173386282347,-7.265465608524591


## 反过拟合诊断
id,label,status,value,message,value_type
sample_equal_weight_excess,样本等权超额,fail,-11.618235927082221,策略未跑赢样本等权基准，需警惕只是在热门样本中择时。,
random_baseline_excess,随机样本超额,fail,-13.120894952774108,策略未跑赢随机样本平均收益。,
high_friction_positive,高摩擦仍盈利,pass,4.491258840420009,高摩擦成本下仍保持正收益,
calendar_periods_positive,年度稳定性,pass,1,当前覆盖年度均为正收益,count


## 月度收益
month,start_date,end_date,start_equity,end_equity,return_pct,max_drawdown_pct
2026-02,2026-02-02,2026-02-27,1000000.0,1000000.0,0.0,0.0
2026-03,2026-03-02,2026-03-31,1000000.0,1000000.0,0.0,0.0
2026-04,2026-04-01,2026-04-30,1000000.0,1000000.0,0.0,0.0
2026-05,2026-05-06,2026-05-29,1000000.0,1042502.564855,4.2502564854999925,-1.0055137918859813
2026-06,2026-06-01,2026-06-11,1042502.564855,1065953.8852717,2.2495216038112886,-2.222696469621499


## 个股贡献
vt_symbol,trade_count,win_count,loss_count,pnl,amount,best_trade,worst_trade,win_rate,return_pct
000725.SZSE,1,1,0,17393.469120000016,124999.87499999999,17393.469120000016,17393.469120000016,1.0,13.914789210789225
688531.SSE,1,1,0,13130.582620800025,108426.31799999998,13130.582620800025,13130.582620800025,1.0,12.110143425510426
688390.SSE,1,1,0,12933.554807999999,115345.22999999998,12933.554807999999,12933.554807999999,1.0,11.212908247701272
688146.SSE,1,1,0,11835.409679999988,117531.414,11835.409679999988,11835.409679999988,1.0,10.069996843567276
688502.SSE,1,1,0,8130.1777631999985,110360.25,8130.1777631999985,8130.1777631999985,1.0,7.366943952374156
688268.SSE,1,1,0,6477.119376000009,122510.38799999999,6477.119376000009,6477.119376000009,1.0,5.286996051306285
688700.SSE,1,1,0,5336.044268800012,120772.65199999999,5336.044268800012,5336.044268800012,1.0,4.418255441471976
688766.SSE,1,1,0,4720.466260800017,123873.74999999999,4720.466260800017,4720.466260800017,1.0,3.810707483062407
688141.SSE,2,1,1,4463.16759360002,241585.34399999998,4541.525673600016,-78.35807999999504,0.5,1.8474496505880837
688017.SSE,1,1,0,4046.9936896000004,124832.70799999998,4046.9936896000004,4046.9936896000004,1.0,3.241933748324999
603986.SSE,1,1,0,3600.0411200000085,97617.51999999999,3600.0411200000085,3600.0411200000085,1.0,3.68790471218692
688702.SSE,1,1,0,3444.2124800000115,121929.80799999998,3444.2124800000115,3444.2124800000115,1.0,2.824750187419316
301308.SZSE,1,1,0,3366.874369600001,108892.78399999999,3366.874369600001,3366.874369600001,1.0,3.091916880001894
688519.SSE,1,1,0,2671.9295856000185,111104.99399999999,2671.9295856000185,2671.9295856000185,1.0,2.4048690246993027
688120.SSE,1,1,0,1663.726611200003,110398.288,1663.726611200003,1663.726611200003,1.0,1.5070221117921712
688200.SSE,1,1,0,463.1756000000074,86380.294,463.1756000000074,463.1756000000074,1.0,0.5362051673498675
