﻿## 回测摘要
回测ID,9
策略,mainline_leader_pullback
版本,0.1.0
区间,2025-10-14 至 2026-06-11
执行模型,"D close signal; D+1 tail-window minute fill when stock_minute_bars is available, otherwise D+1 open fallback unless minute_entry_required=true"

## 核心指标
指标,数值
初始资金,1000000
期末权益,1446418.158672803
总收益率,44.64181586728031
年化收益率,78.1946848441045
最大回撤,-6.868521527487115
平仓交易数,177
胜率,0.536723163841808
盈亏比,1.871099641002491
平均盈利,9621.891538366328
平均亏损,-5957.626800487792
Sharpe,3.0377328071208853
分钟尾盘成交数,0
日线开盘回退成交数,181

## 样本覆盖
字段,数值
bar_count,248529
symbol_count,1582
data_start,2025-10-14
data_end,2026-06-11
equity_days,161
eligible_symbol_count,1551
universe_stock_count,4535
coverage_pct,34.88423373759647


## 扩展交易指标
total_trade_rows,buy_count,sell_count,closed_trade_count,open_trade_count,average_holding_days,median_holding_days,turnover_pct,traded_amount,average_exposure_pct,max_position_count,rejected_order_count,filled_order_count,execution_modes
358,181,177,177,4,5.011299435028248,3.0,4233.7262559,42337262.559,38.014046279824335,8,3,358,{'daily_next_open_fallback': 181}


## 成交真实性检查
status,buy_count,minute_tail_entry_count,daily_open_fallback_count,minute_tail_entry_ratio,daily_open_fallback_ratio,minute_bar_count,daily_bar_count,financial_report_count
warning,181,0,181,0.0,100.0,22080,275997,2906


## 成交真实性诊断
id,label,status,value,value_type,message
minute_tail_entry_coverage,尾盘分钟成交覆盖,warning,0.0,pct,当前买入主要不是分钟尾盘成交，不能宣称已充分验证尾盘低吸。
daily_open_fallback_rate,日线开盘回退占比,warning,100.0,pct,多数买入回退到 D+1 开盘，尾盘成交真实性依赖后续补分钟数据。
daily_sample_coverage,股票池日线覆盖,warning,34.88423373759647,pct,当前回测样本不是全 A，只能代表本地已同步股票池。
financial_data_presence,财报数据覆盖,pass,2906,count,财报数据已参与披露日约束评分。


## 基准对比
id,name,status,start_date,end_date,days,return_pct,max_drawdown_pct,strategy_return_pct,excess_return_pct,final_nav,curve_tail,source
