vt_symbol,name,date,ym,组,出手,通道,位置,夹层,曾收顶上,res,D1开%,D1收%,板留%,距顶%,坑深%,弹回%,坑宽,ma_st,上波高,昨幅%,昨上影%,昨涨停家,is_wv,v3grp,is_lim,n1_lim,prev_lim
600778.SSE,友好集团,2024-08-15,2024-08,2板补涨阴,True,U坑,U坑内,,False,封D1正,3.14,7.17,7.17,-13.09,-13.3,0.25,7,-++,2,-1.22,0.49,25.0,False,,True,False,False
600778.SSE,友好集团,2024-08-28,2024-08,2板补涨阴,False,,U突破,,True,封D1负,-0.99,-4.55,-4.55,-1.5,-13.3,13.61,16,+++,2,-5.17,0.0,23.0,False,,True,False,False
600778.SSE,友好集团,2024-09-30,2024-09,2板补涨阴,False,,无U,,True,封D1正,8.38,1.84,1.84,0.56,0.56,0.0,2,+--,2,0.56,0.0,107.0,False,,True,False,False
600783.SSE,鲁信创投,2026-07-03,2026-07,2板补涨阴,False,,无U,,False,炸板,-6.17,-14.64,-14.64,-2.56,-2.56,0.0,2,---,2,-2.56,2.78,83.0,False,,False,False,False
600786.SSE,东方锅炉,2006-05-15,2006-05,2板补涨阴,False,,U坑内,,False,封D1正,0.66,2.24,2.24,-10.53,-10.53,0.0,4,+++,2,-7.47,1.07,3.0,False,,True,False,False
600787.SSE,中储股份,2024-11-26,2024-11,2板补涨阴,False,,U坑内,,True,封D1正,-1.84,3.4,3.4,-6.83,-6.83,0.0,6,+++,2,-7.9,2.3,132.0,False,,True,False,False
600789.SSE,鲁抗医药,2024-05-08,2024-05,2板补涨阴,False,,无U,,True,封D1正,-1.04,5.32,5.32,0.13,0.13,0.0,2,+++,2,0.13,0.0,41.0,False,,True,False,False
600797.SSE,浙大网新,2024-10-30,2024-10,2板补涨阴,True,U坑,U坑内,,False,封D1负,2.38,-0.14,-0.14,-8.99,-9.83,0.93,9,-++,2,-1.22,1.22,93.0,False,,True,False,False
600797.SSE,浙大网新,2024-11-11,2024-11,2板补涨阴,False,,U突破,,False,连板,9.97,9.97,5.45,-3.93,-9.83,6.54,17,-++,2,-0.15,1.31,95.0,True,02,True,True,False
600800.SSE,渤海化学,2025-04-24,2025-04,2板补涨阴,False,,U坑内,,False,封D1正,1.52,0.61,0.61,-8.81,-8.81,0.0,5,+--,2,-2.6,2.27,52.0,False,,True,False,False
600800.SSE,渤海化学,2025-05-06,2025-05,2板补涨阴,False,,U坑内,,True,封D1正,1.76,6.47,6.47,-6.08,-8.81,3.0,10,++-,2,-0.32,1.29,56.0,False,,True,False,False
600802.SSE,福建水泥,2024-11-05,2024-11,2板补涨阴,False,,U坑内,,False,封D1负,3.75,-1.32,-1.32,-8.85,-8.85,0.0,2,+++,2,-8.85,0.0,122.0,False,,True,False,False
600802.SSE,福建水泥,2025-11-25,2025-11,2板补涨阴,False,,U坑内,,True,封D1负,0.0,-4.06,-4.06,-8.45,-9.3,0.93,20,-++,2,0.93,0.16,56.0,False,,True,False,False
600807.SSE,济高发展,2025-01-16,2025-01,2板补涨阴,False,,U坑内,,False,封D1负,0.34,-4.07,-4.07,-10.96,-12.62,1.9,5,---,2,-3.25,1.08,54.0,False,,True,False,False
600807.SSE,济高发展,2025-01-27,2025-01,2板补涨阴,False,,U坑内,,False,连板,1.77,9.93,7.09,-14.95,-14.95,0.0,12,---,2,-1.54,0.38,53.0,True,02,True,True,False
600807.SSE,济高发展,2025-02-07,2025-02,2板补涨阴,False,,无U,,False,炸板,-9.04,-4.52,-4.52,-2.58,-2.58,0.0,2,++-,2,-2.58,0.0,71.0,False,,False,False,False
600815.SSE,厦工股份,2025-11-13,2025-11,2板补涨阴,False,,无U,,False,封D1正,-0.98,1.96,1.96,0.0,-1.62,1.64,6,+++,2,-3.13,3.66,48.0,False,,True,False,False
600815.SSE,厦工股份,2025-11-28,2025-11,2板补涨阴,False,,U坑内,,False,封D1正,3.64,3.38,3.38,-5.66,-5.66,0.0,17,-++,2,-3.31,1.66,41.0,False,,True,False,False
600816.SSE,建元信托,2024-10-31,2024-10,2板补涨阴,False,,U坑内,,False,炸板,-3.48,-7.54,-7.54,-12.78,-15.83,3.63,17,+-+,2,-0.63,0.63,118.0,False,,False,False,False
600816.SSE,建元信托,2024-11-04,2024-11,2板补涨阴,False,,U坑内,,False,封D1正,0.0,0.85,0.85,-11.39,-15.83,5.28,19,+-+,2,-3.92,0.9,74.0,False,,True,False,False
600819.SSE,耀皮玻璃,2025-10-29,2025-10,2板补涨阴,False,,U坑内,,False,炸板,-3.41,-2.47,-2.47,-14.49,-14.49,0.0,10,-++,2,-2.28,1.14,48.0,False,,False,False,False
600819.SSE,耀皮玻璃,2025-11-12,2025-11,2板补涨阴,False,,U突破,,False,炸板,-5.45,-4.86,-4.86,1.44,-14.49,18.63,20,+++,2,-2.03,0.43,52.0,False,,False,False,False
600821.SSE,金开新能,2026-03-18,2026-03,2板补涨阴,False,,无U,,False,炸板,-5.81,4.12,4.12,2.54,2.11,0.41,7,+++,2,-8.92,1.13,33.0,False,,False,False,False
600822.SSE,上海物贸,2024-12-11,2024-12,2板补涨阴,False,,U坑内,,False,封D1正,2.35,5.11,5.11,-19.87,-20.01,0.18,17,--+,2,0.18,1.48,82.0,False,,True,False,False
600825.SSE,新华传媒,2024-12-06,2024-12,2板补涨阴,False,,无U,,False,炸板,-4.56,-7.52,-7.52,-2.64,-3.17,0.55,3,++-,2,0.55,2.32,103.0,False,,False,False,False
600825.SSE,新华传媒,2024-12-10,2024-12,2板补涨阴,False,,无U,,True,封D1正,0.0,5.58,5.58,-0.92,-3.17,2.32,5,++-,2,-2.85,0.65,83.0,False,,True,False,False
600828.SSE,茂业商业,2024-12-16,2024-12,2板补涨阴,False,,无U,,True,封D1负,-7.07,-10.02,-10.02,1.31,1.31,0.0,2,+++,2,1.31,0.0,84.0,False,,True,False,False
600828.SSE,茂业商业,2025-12-29,2025-12,2板补涨阴,False,,U坑内,,False,封D1负,-2.38,-0.95,-0.95,-19.64,-19.64,0.0,13,--+,2,-2.39,1.02,69.0,False,,True,False,False
600829.SSE,人民同泰,2026-07-27,2026-07,2板补涨阴,False,,U坑内,,True,封D1负,0.85,-1.28,-1.28,-13.85,-13.85,0.0,8,-++,2,-5.75,0.77,36.0,False,,True,False,False
600829.SSE,人民同泰,2026-08-06,2026-08,2板补涨阴,False,,U坑内,,True,封D1负,-0.48,-0.29,-0.29,-4.85,-13.85,10.45,16,+++,2,-2.28,0.42,93.0,False,,True,False,False
600835.SSE,上海机电,2025-03-04,2025-03,2板补涨阴,True,U坑,U坑内,,False,封D1正,-0.12,5.84,5.84,-5.76,-6.01,0.27,7,+++,2,-4.02,0.04,51.0,False,,True,False,False
600838.SSE,上海九百,2025-12-23,2025-12,2板补涨阴,False,,无U,,True,炸板,-10.04,-9.88,-9.88,3.7,3.7,0.0,2,+++,2,3.7,2.89,72.0,False,,False,False,False
600838.SSE,上海九百,2026-01-06,2026-01,2板补涨阴,False,,无U,,True,封D1正,1.95,7.05,7.05,-3.52,-3.52,0.0,10,-++,2,-1.11,3.88,74.0,False,,True,False,False
600839.SSE,四川长虹,2024-10-14,2024-10,2板补涨阴,False,,U坑内,,False,炸板,-2.09,-2.25,-2.25,-12.92,-12.92,0.0,4,+++,2,-3.58,0.85,28.0,False,,False,False,False
600839.SSE,四川长虹,2024-10-16,2024-10,2板补涨阴,True,U坑,U坑内,,False,连板,3.13,10.0,64.03,-6.31,-12.92,7.6,6,+++,2,-1.46,3.4,33.0,True,05,True,True,False
600841.SSE,动力新科,2024-07-18,2024-07,2板补涨阴,False,,无U,,True,连板,0.0,10.0,8.29,-3.87,-3.87,0.0,4,++-,2,-4.6,0.26,19.0,True,05,True,True,False
600842.SSE,中西药业,2007-02-06,2007-02,2板补涨阴,False,,无U,,True,连板,6.52,9.96,20.65,3.72,3.72,0.0,2,+++,2,3.72,0.0,0.0,True,05,True,True,False
600843.SSE,上工申贝,2024-03-18,2024-03,2板补涨阴,False,,U坑内,,True,封D1正,8.93,2.14,2.14,-6.95,-6.95,0.0,4,+++,2,-1.93,1.35,56.0,False,,True,False,False
600843.SSE,上工申贝,2024-03-28,2024-03,2板补涨阴,False,,U突破,,False,封D1负,1.92,-0.32,-0.32,3.66,-6.95,11.39,12,+++,2,-7.5,0.98,39.0,False,,True,False,False
600843.SSE,上工申贝,2024-08-09,2024-08,2板补涨阴,False,,U坑内,,False,封D1负,0.62,-4.94,-4.94,-11.54,-11.54,0.0,6,+++,2,-6.72,0.76,30.0,False,,True,False,False
600847.SSE,万里股份,2024-09-19,2024-09,2板补涨阴,False,,U坑内,,True,封D1负,1.52,-3.17,-3.17,-15.37,-15.37,0.0,6,+++,2,-5.79,0.79,21.0,False,,True,False,False
600855.SSE,航天长峰,2024-05-14,2024-05,2板补涨阴,False,,U突破,,True,炸板,-4.4,-4.5,-4.5,-1.73,-7.34,6.06,12,++-,2,-3.6,0.0,24.0,False,,False,False,False
600857.SSE,宁波中百,2026-05-29,2026-05,2板补涨阴,True,U坑,U坑内,,False,封D1正,-3.68,1.35,1.35,-9.15,-11.21,2.32,11,+++,2,-6.19,3.59,88.0,False,,True,False,False
600868.SSE,梅雁吉祥,2025-12-05,2025-12,2板补涨阴,False,,U坑内,,False,封D1正,3.67,1.05,1.05,-12.18,-12.18,0.0,4,+++,2,-5.72,0.82,30.0,False,,True,False,False
600868.SSE,梅雁吉祥,2025-12-12,2025-12,2板补涨阴,False,,U坑内,,True,封D1负,-1.52,-2.03,-2.03,-9.14,-12.18,3.47,9,+++,2,-5.29,1.06,27.0,False,,True,False,False
600869.SSE,远东股份,2026-06-02,2026-06,2板补涨阴,False,,U突破,,False,封D1正,2.45,6.41,6.41,0.35,-9.61,11.01,15,+++,2,-4.65,2.03,109.0,False,,True,False,False
600871.SSE,石化油服,2026-02-24,2026-02,2板补涨阴,False,,U坑内,,True,封D1正,0.0,3.73,3.73,-9.29,-10.84,1.74,12,+++,2,-3.3,1.65,29.0,False,,True,False,False
600877.SSE,电科芯片,2024-10-14,2024-10,2板补涨阴,False,,U坑内,,False,炸板,-0.57,0.86,0.86,-12.36,-12.36,0.0,4,+++,2,-5.93,0.0,28.0,False,,False,False,False
600877.SSE,电科芯片,2024-11-04,2024-11,2板补涨阴,False,,U突破,,False,炸板,-4.97,-2.29,-2.29,-1.45,-12.36,12.45,19,-++,2,-5.5,0.07,74.0,False,,False,False,False
600877.SSE,电科芯片,2026-01-21,2026-01,2板补涨阴,False,,U坑内,,True,炸板,-1.58,2.2,2.2,-15.53,-15.53,0.0,6,+++,2,-5.56,0.99,50.0,False,,False,False,False
600879.SSE,航天电子,2026-01-06,2026-01,2板补涨阴,False,,U突破,,True,封D1负,-1.8,-0.92,-0.92,25.0,-7.76,35.51,13,+++,2,2.02,1.64,74.0,False,,True,False,False
600880.SSE,博瑞传播,2024-12-18,2024-12,2板补涨阴,False,,无U,,True,封D1负,-1.8,-9.97,-9.97,1.23,1.23,0.0,2,+++,2,1.23,0.0,25.0,False,,True,False,False
600881.SSE,亚泰集团,2024-12-11,2024-12,2板补涨阴,False,,U坑内,,False,连板,10.13,10.13,10.97,-6.52,-6.52,0.0,3,++-,2,-3.59,0.0,82.0,True,01,True,True,False
600881.SSE,亚泰集团,2024-12-16,2024-12,2板补涨阴,False,,无U,,True,封D1负,-0.35,-10.03,-10.03,0.77,0.77,0.0,2,+++,2,0.77,3.07,84.0,False,,True,False,False
600881.SSE,亚泰集团,2025-01-02,2025-01,2板补涨阴,False,,U坑内,,False,封D1负,-2.01,-5.03,-5.03,-30.65,-30.65,0.0,14,--+,2,-2.69,3.23,39.0,False,,True,False,False
600884.SSE,杉杉股份,2026-02-25,2026-02,2板补涨阴,False,,U坑内,,False,封D1负,0.0,-0.86,-0.86,-13.03,-13.03,0.0,6,+++,2,-0.58,0.65,82.0,False,,True,False,False
600892.SSE,大晟文化,2023-06-20,2023-06,2板补涨阴,False,,无U,,True,封D1负,-1.63,-8.17,-8.17,-3.92,-3.92,0.0,10,-++,2,-0.49,1.3,34.0,False,,True,False,False
600892.SSE,大晟文化,2023-06-26,2023-06,2板补涨阴,False,,无U,,False,封D1正,-0.74,3.97,3.97,-2.98,-3.92,0.98,12,+++,2,-8.17,0.0,32.0,False,,True,False,False
600892.SSE,大晟文化,2024-01-23,2024-01,2板补涨阴,False,,U坑内,,False,炸板,-6.35,-7.62,-7.62,-31.93,-31.93,0.0,14,---,2,-6.88,0.19,15.0,False,,False,False,False
600892.SSE,大晟文化,2025-02-26,2025-02,2板补涨阴,False,,U坑内,,True,封D1负,-0.77,-2.57,-2.57,-9.46,-9.46,0.0,6,++-,2,-1.39,3.34,46.0,False,,True,False,False
600895.SSE,张江高科,2024-11-05,2024-11,2板补涨阴,False,,无U,,False,封D1正,2.53,1.28,1.28,-3.33,-3.33,0.0,2,+++,2,-3.33,2.38,122.0,False,,True,False,False
600895.SSE,张江高科,2024-11-11,2024-11,2板补涨阴,False,,无U,,True,炸板,-5.81,-3.98,-3.98,4.15,-3.33,7.74,6,+++,2,0.03,1.7,95.0,False,,False,False,False
600903.SSE,贵州燃气,2026-06-09,2026-06,2板补涨阴,False,,U坑内,,True,封D1正,-0.77,1.86,1.86,-14.24,-14.24,0.0,15,-++,2,-4.04,2.54,45.0,False,,True,False,False
600936.SSE,北投科技,2026-05-19,2026-05,2板补涨阴,False,,无U,,True,封D1负,-0.86,-9.93,-9.93,2.71,-1.35,4.12,7,+++,2,-2.93,3.29,72.0,False,,True,False,False
600955.SSE,维远股份,2026-04-07,2026-04,2板补涨阴,False,,U坑内,,False,封D1正,-1.49,1.88,1.88,-12.31,-12.31,0.0,5,+--,2,-3.86,0.29,26.0,False,,True,False,False
600962.SSE,国投中鲁,2026-07-10,2026-07,2板补涨阴,False,,U坑内,,True,炸板,-7.21,-2.5,-2.5,-18.66,-18.97,0.38,10,-++,2,0.38,0.0,63.0,False,,False,False,False
600962.SSE,国投中鲁,2026-07-23,2026-07,2板补涨阴,False,,U坑内,,True,封D1负,9.95,-3.08,-3.08,-30.69,-30.69,0.0,19,--+,2,-3.41,2.35,41.0,False,,True,False,False
600966.SSE,博汇纸业,2024-11-20,2024-11,2板补涨阴,True,U坑,U坑内,,False,封D1负,0.17,-2.52,-2.52,-8.61,-8.61,0.0,7,+++,2,-0.18,0.18,79.0,False,,True,False,False
600973.SSE,宝胜股份,2025-01-22,2025-01,2板补涨阴,False,,U坑内,,True,炸板,-4.76,-6.67,-6.67,-24.17,-31.64,10.93,17,+-+,2,-2.65,0.82,38.0,False,,False,False,False
600973.SSE,宝胜股份,2025-12-19,2025-12,2板补涨阴,False,,无U,,True,炸板,-1.28,-5.26,-5.26,-1.39,-1.54,0.16,9,+++,2,-1.24,3.55,52.0,False,,False,False,False
600973.SSE,宝胜股份,2026-01-07,2026-01,2板补涨阴,False,,无U,,True,炸板,-3.09,-1.61,-1.61,13.43,-1.54,15.2,20,+++,2,-3.54,0.66,96.0,False,,False,False,False
600977.SSE,中国电影,2025-09-12,2025-09,2板补涨阴,False,,无U,,True,连板,3.74,10.03,10.91,5.93,5.93,0.0,4,+++,2,-1.19,0.45,74.0,True,01,True,True,False
600980.SSE,北矿科技,2025-08-27,2025-08,2板补涨阴,False,,U坑内,,False,封D1正,2.07,4.45,4.45,-8.92,-9.99,1.19,5,+++,2,-3.11,0.0,59.0,False,,True,False,False
600981.SSE,苏豪汇鸿,2023-12-12,2023-12,2板补涨阴,False,,U坑内,,False,封D1正,3.31,2.75,2.75,-11.29,-11.29,0.0,3,+++,2,-7.04,2.54,33.0,False,,True,False,False
600982.SSE,宁波能源,2026-04-13,2026-04,2板补涨阴,True,U坑,U坑内,,False,封D1正,3.45,0.0,0.0,-23.77,-24.78,1.35,12,-++,2,-1.31,0.56,53.0,False,,True,False,False
600984.SSE,建设机械,2024-04-10,2024-04,2板补涨阴,False,,U坑内,,False,连板,2.52,10.06,20.13,-15.0,-15.0,0.0,9,-++,2,-0.34,2.07,48.0,True,03,True,True,False
600986.SSE,浙文互联,2026-01-14,2026-01,2板补涨阴,False,,无U,,True,封D1负,-3.15,-10.01,-10.01,4.84,4.84,0.0,2,++-,2,4.84,0.0,52.0,False,,True,False,False
600986.SSE,浙文互联,2026-01-29,2026-01,2板补涨阴,False,,U坑内,,False,封D1负,-1.81,-4.86,-4.86,-5.51,-5.51,0.0,3,+++,2,-4.42,1.53,72.0,False,,True,False,False
600992.SSE,贵绳股份,2024-06-07,2024-06,2板补涨阴,False,,U坑内,,True,封D1正,4.39,6.66,6.66,-8.2,-8.2,0.0,5,+++,2,-4.48,1.89,16.0,False,,True,False,False
600992.SSE,贵绳股份,2024-06-14,2024-06,2板补涨阴,False,,U突破,,True,封D1正,1.95,1.06,1.06,3.5,-8.2,12.75,9,+++,2,-2.84,1.01,28.0,False,,True,False,False
600999.SSE,招商证券,2024-10-18,2024-10,2板补涨阴,False,,U坑内,,True,炸板,-5.83,-3.73,-3.73,-11.04,-11.04,0.0,8,-++,2,-1.25,1.77,41.0,False,,False,False,False
601002.SSE,晋亿实业,2024-11-04,2024-11,2板补涨阴,False,,无U,,False,封D1负,4.62,-0.42,-0.42,-1.59,-1.59,0.0,2,+++,2,-1.59,3.18,74.0,False,,True,False,False
601005.SSE,重庆钢铁,2024-11-07,2024-11,2板补涨阴,False,,U突破,,False,炸板,-3.76,-5.91,-5.91,-2.87,-7.47,4.97,5,+++,2,-0.59,2.35,104.0,False,,False,False,False
601011.SSE,宝泰隆,2024-12-16,2024-12,2板补涨阴,False,,U坑内,,True,炸板,-6.1,-9.15,-9.15,-11.31,-11.31,0.0,7,-++,2,-4.18,0.32,84.0,False,,False,False,False
601015.SSE,陕西黑猫,2026-03-03,2026-03,2板补涨阴,False,,U突破,,True,封D1负,2.64,-5.1,-5.1,1.77,-12.4,16.18,12,+++,2,4.02,1.81,77.0,False,,True,False,False
601016.SSE,节能风电,2026-03-17,2026-03,2板补涨阴,False,,U坑内,,False,封D1负,-1.98,-3.3,-3.3,-6.55,-6.55,0.0,3,+++,2,-6.33,0.45,39.0,False,,True,False,False
601016.SSE,节能风电,2026-04-23,2026-04,2板补涨阴,False,,U坑内,,False,封D1正,1.12,0.0,0.0,-24.63,-29.44,6.82,20,+--,2,-2.4,0.96,49.0,False,,True,False,False
601069.SSE,西部黄金,2025-04-03,2025-04,2板补涨阴,False,,U坑内,,False,封D1负,-9.97,-9.97,-9.97,-7.96,-7.96,0.0,3,+++,2,-6.17,0.24,37.0,False,,True,False,False
601069.SSE,西部黄金,2025-04-21,2025-04,2板补涨阴,False,,U突破,,True,封D1正,1.98,5.63,5.63,3.5,-10.21,15.28,14,+++,2,-2.9,2.28,50.0,False,,True,False,False
601083.SSE,锦江航运,2025-05-13,2025-05,2板补涨阴,False,,U突破,,False,炸板,-5.15,6.21,6.46,0.91,-6.08,7.44,20,+++,2,0.09,0.36,38.0,False,,False,True,False
601086.SSE,国芳集团,2024-12-19,2024-12,2板补涨阴,False,,U坑内,,False,封D1负,1.35,-1.02,-1.02,-9.14,-9.14,0.0,13,+++,2,-2.01,1.46,84.0,False,,True,False,False
601089.SSE,福元医药,2025-08-08,2025-08,2板补涨阴,False,,U坑内,,False,封D1正,1.99,5.07,5.07,-7.78,-7.78,0.0,4,+++,2,-4.03,0.96,47.0,False,,True,False,False
601096.SSE,宏盛华源,2024-01-10,2024-01,2板补涨阴,False,,U坑内,,False,连板,-0.97,10.06,9.58,-9.24,-9.24,0.0,3,,2,-7.44,0.99,40.0,True,01,True,True,False
601096.SSE,宏盛华源,2024-01-23,2024-01,2板补涨阴,True,U坑,U坑内,,False,炸板,-4.97,1.46,1.46,-8.26,-10.03,1.97,8,,2,-3.42,3.88,15.0,False,,False,False,False
601099.SSE,太平洋,2023-08-10,2023-08,2板补涨阴,False,,无U,,True,封D1负,-4.67,-3.04,-3.04,12.0,7.5,4.19,8,+++,2,0.45,0.45,15.0,False,,True,False,False
601099.SSE,太平洋,2024-10-18,2024-10,2板补涨阴,False,,U坑内,,False,炸板,-6.03,-6.03,-6.03,-20.2,-20.2,0.0,8,-++,2,-1.93,1.45,41.0,False,,False,False,False
601106.SSE,中国一重,2025-12-10,2025-12,2板补涨阴,False,,U坑内,,False,炸板,-7.61,-10.15,-10.15,-4.79,-4.79,0.0,2,++-,2,-4.79,0.53,46.0,False,,False,False,False
601106.SSE,中国一重,2025-12-19,2025-12,2板补涨阴,False,,U坑内,,False,连板,4.44,9.92,6.27,-7.45,-7.45,0.0,9,+++,2,-4.92,0.55,52.0,True,05,True,True,False
601126.SSE,四方股份,2025-10-29,2025-10,2板补涨阴,False,,U突破,,True,封D1负,2.04,-1.36,-1.36,-2.16,-6.39,4.53,9,+++,2,-3.91,1.33,48.0,False,,True,False,False
601126.SSE,四方股份,2025-11-04,2025-11,2板补涨阴,False,,U突破,,False,炸板,-9.92,1.43,1.43,2.12,-6.39,9.09,13,+++,2,-0.82,1.7,56.0,False,,False,False,False
601127.SSE,赛力斯,2024-02-29,2024-02,2板补涨阴,False,,无U,,True,封D1正,1.16,0.4,0.4,23.11,3.79,18.62,10,+++,2,-4.96,3.1,23.0,False,,True,False,False
601133.SSE,柏诚股份,2026-05-20,2026-05,2板补涨阴,False,,无U,,False,封D1负,2.01,-0.51,-0.51,-2.35,-2.35,0.0,2,+++,2,-2.35,0.0,75.0,False,,True,False,False
601133.SSE,柏诚股份,2026-06-15,2026-06,2板补涨阴,False,,U坑内,,True,封D1负,1.23,-1.05,-1.05,-5.0,-18.19,16.13,20,+-+,2,-4.66,0.29,83.0,False,,True,False,False
601133.SSE,柏诚股份,2026-07-09,2026-07,2板补涨阴,False,,U坑内,,True,炸板,-5.95,-4.58,-4.58,-18.4,-18.4,0.0,8,-++,2,-1.43,1.32,41.0,False,,False,False,False
601162.SSE,天风证券,2024-09-13,2024-09,2板补涨阴,False,,U坑内,,True,封D1负,-1.68,-3.37,-3.37,-6.57,-6.57,0.0,4,++-,2,-6.57,2.08,26.0,False,,True,False,False
601179.SSE,中国西电,2026-06-22,2026-06,2板补涨阴,False,,U坑内,,False,封D1负,-1.73,-3.57,-3.57,-6.38,-6.38,0.0,3,+--,2,-3.36,0.06,75.0,False,,True,False,False
601299.SSE,中国北车,2015-02-12,2015-02,2板补涨阴,False,,U坑内,,True,炸板,-2.96,-2.05,-2.05,-9.19,-13.14,4.55,19,--+,2,-0.75,0.17,0.0,False,,False,False,False
601299.SSE,中国北车,2015-04-13,2015-04,2板补涨阴,False,,无U,,True,连板,7.62,10.02,43.22,7.14,7.14,0.0,3,+++,2,-2.01,0.0,0.0,True,03,True,True,False
601588.SSE,北辰实业,2024-11-18,2024-11,2板补涨阴,False,,U坑内,,True,炸板,-3.77,-4.72,-4.72,-13.84,-13.84,0.0,11,-++,2,-3.98,1.0,53.0,False,,False,False,False
601595.SSE,XD上海电,2024-03-22,2024-03,2板补涨阴,False,,U突破,,True,封D1负,1.66,-5.26,-5.26,-3.57,-8.63,5.53,14,-++,2,0.55,2.44,56.0,False,,True,False,False
601606.SSE,长城军工,2025-10-28,2025-10,2板补涨阴,False,,U突破,,True,封D1正,-1.78,0.89,0.89,-3.74,-7.45,4.02,11,-++,2,-2.52,1.85,45.0,False,,True,False,False
601619.SSE,嘉泽新能,2025-09-17,2025-09,2板补涨阴,False,,U坑内,,False,封D1正,1.03,1.23,1.23,-9.24,-9.24,0.0,3,+++,2,-5.15,2.79,59.0,False,,True,False,False
601678.SSE,滨化股份,2026-06-10,2026-06,2板补涨阴,False,,U坑内,,True,封D1正,2.83,5.31,5.31,-19.56,-19.56,0.0,17,--+,2,-1.34,0.96,107.0,False,,True,False,False
601698.SSE,中国卫通,2024-11-27,2024-11,2板补涨阴,False,,U坑内,,False,封D1负,-0.86,-0.77,-0.77,-18.27,-18.27,0.0,12,-++,2,-2.04,1.46,79.0,False,,True,False,False
601789.SSE,宁波建工,2025-03-14,2025-03,2板补涨阴,True,U坑,U坑内,,False,炸板,-4.92,-3.37,-3.37,-4.01,-6.53,2.7,9,+++,2,-4.85,3.97,34.0,False,,False,False,False
601828.SSE,美凯龙,2025-12-15,2025-12,2板补涨阴,False,,U坑内,,False,封D1正,0.35,3.12,3.12,-14.66,-14.66,0.0,3,+--,2,-7.42,0.71,67.0,False,,True,False,False
601858.SSE,中国科传,2023-09-13,2023-09,2板补涨阴,False,,U坑内,,True,炸板,-6.04,-6.41,-6.41,-11.12,-11.12,0.0,15,-++,2,-0.52,0.24,24.0,False,,False,False,False
601869.SSE,长飞光纤,2025-10-21,2025-10,2板补涨阴,False,,U坑内,,False,炸板,-4.22,1.14,1.14,-31.74,-31.74,0.0,16,--+,2,-0.33,2.05,66.0,False,,False,False,False
601869.SSE,长飞光纤,2026-02-24,2026-02,2板补涨阴,False,,无U,,True,封D1负,2.25,-2.63,-2.63,0.9,0.9,0.0,4,+++,2,-6.0,0.88,29.0,False,,True,False,False
601869.SSE,长飞光纤,2026-04-02,2026-04,2板补涨阴,False,,无U,,True,炸板,0.1,4.04,4.04,20.01,4.77,14.55,6,+++,2,-0.48,0.0,49.0,False,,False,False,False
601869.SSE,长飞光纤,2026-04-09,2026-04,2板补涨阴,False,,无U,,True,封D1负,-1.58,-3.5,-3.5,41.09,4.77,34.67,10,+++,2,1.4,0.81,108.0,False,,True,False,False
601872.SSE,招商轮船,2026-03-10,2026-03,2板补涨阴,False,,U坑内,,False,炸板,-5.44,-5.73,-5.73,-20.0,-20.0,0.0,5,+++,2,-8.18,0.0,34.0,False,,False,False,False
601872.SSE,招商轮船,2026-03-18,2026-03,2板补涨阴,True,U坑,U坑内,,False,炸板,-0.77,-2.65,-2.65,-16.08,-20.71,5.84,11,-++,2,-1.55,1.61,33.0,False,,False,False,False
601878.SSE,浙商证券,2024-10-18,2024-10,2板补涨阴,False,,U坑内,,False,炸板,-5.45,-4.44,-4.44,-20.0,-20.0,0.0,8,-++,2,-1.4,1.01,41.0,False,,False,False,False
601908.SSE,京运通,2025-05-13,2025-05,2板补涨阴,False,,无U,,True,封D1正,0.0,4.76,4.76,-0.69,-1.39,0.7,4,++-,2,-3.7,1.35,38.0,False,,True,False,False
601933.SSE,永辉超市,2024-11-07,2024-11,2板补涨阴,False,,无U,,True,封D1负,0.0,-1.15,-1.15,2.83,0.22,2.6,7,+++,2,-4.64,2.62,104.0,False,,True,False,False
601933.SSE,永辉超市,2024-12-04,2024-12,2板补涨阴,False,,无U,,True,封D1负,-6.44,-7.52,-7.52,7.04,7.04,0.0,2,+-+,2,7.04,0.72,92.0,False,,True,False,False
601949.SSE,中国出版,2023-06-15,2023-06,2板补涨阴,False,,U坑内,,True,封D1负,-3.29,-3.36,-3.36,-9.55,-9.69,0.14,7,-+-,2,-1.22,3.29,43.0,False,,True,False,False
601975.SSE,招商南油,2026-03-16,2026-03,2板补涨阴,False,,U坑内,,True,封D1正,-0.21,2.49,2.49,-12.07,-13.08,1.16,9,-++,2,-3.74,1.98,52.0,False,,True,False,False
601975.SSE,招商南油,2026-03-24,2026-03,2板补涨阴,False,,U坑内,,True,封D1负,1.04,-3.93,-3.93,-11.67,-13.08,1.62,15,+++,2,-2.88,3.54,24.0,False,,True,False,False
601995.SSE,中金公司,2024-10-11,2024-10,2板补涨阴,False,,U坑内,,False,封D1负,-3.33,-7.95,-7.95,-14.41,-14.41,0.0,3,+++,2,-4.89,2.01,51.0,False,,True,False,False
603001.SSE,奥康国际,2026-06-01,2026-06,2板补涨阴,False,,U坑内,,True,炸板,-10.25,-6.03,-6.03,-5.16,-5.16,0.0,5,+++,2,-1.56,2.24,46.0,False,,False,False,False
