vt_symbol,name,date,ym,res,D1开%,D1收%,板留%,地基,回撤%,蹲深%,弹回%,低点位置,振幅%,破顶,断板,上波高,昨幅%,昨上影%,昨涨停家,is_wv,is_lim,n1_lim
603039.SSE,泛微网络,2025-03-03,2025-03,炸板,-8.15,-3.14,-3.14,DN·阴跌到点,-4.41,-4.41,0.0,1.0,28.79,True,18,3,-4.02,0.25,32.0,False,False,False
603045.SSE,福达合金,2026-06-15,2026-06,连板,4.8,10.01,5.41,HIGH·新高贴顶,-3.19,-3.81,0.65,0.0,24.33,True,9,2,-4.14,3.43,83.0,True,True,True
603051.SSE,鹿山新材,2024-03-08,2024-03,封D1正,5.49,2.06,2.06,DN·阴跌到点,-10.56,-10.78,0.24,0.75,10.52,False,10,2,-4.59,0.87,44.0,False,True,False
603051.SSE,鹿山新材,2024-07-25,2024-07,封D1正,2.42,0.08,0.08,DN·阴跌到点,-12.12,-12.12,0.0,1.0,8.92,False,10,2,-3.12,1.2,20.0,False,True,False
603058.SSE,永吉股份,2024-04-09,2024-04,炸板,-5.62,-0.31,-0.31,HIGH·新高贴顶,-2.24,-6.61,4.68,0.0,9.95,True,5,2,-3.96,2.64,51.0,False,False,False
603060.SSE,国检集团,2026-05-18,2026-05,封D1正,0.98,0.0,0.0,FLAT·横盘平台,-11.11,-11.11,0.0,1.0,8.18,False,13,2,-2.56,1.05,46.0,False,True,False
603061.SSE,金海通,2024-10-31,2024-10,封D1负,1.69,-5.81,-5.81,DN·阴跌到点,-8.18,-8.18,0.0,1.0,11.81,True,9,2,-6.14,0.0,118.0,False,True,False
603061.SSE,金海通,2026-01-27,2026-01,封D1正,4.84,7.19,7.19,HIGH·新高贴顶,4.07,4.07,0.0,1.0,9.69,True,6,2,-8.83,1.36,57.0,False,True,False
603061.SSE,金海通,2026-07-21,2026-07,封D1正,3.41,0.96,0.96,DN·阴跌到点,-43.63,-43.63,0.0,1.0,84.75,True,15,2,-7.26,2.45,49.0,False,True,False
603065.SSE,宿迁联盛,2025-05-26,2025-05,连板,5.26,9.97,4.82,LB·L趴底,-12.31,-12.53,0.25,0.2857142857142857,6.54,False,16,2,-0.85,2.2,34.0,True,True,True
603065.SSE,宿迁联盛,2025-06-20,2025-06,封D1正,-2.48,1.24,1.24,DN·阴跌到点,-10.39,-10.39,0.0,1.0,17.05,True,17,2,-7.27,0.11,26.0,False,True,False
603069.SSE,海汽集团,2025-12-26,2025-12,封D1负,-4.54,-6.29,-6.29,FLAT·横盘平台,-4.36,-4.36,0.0,1.0,5.87,True,3,3,-5.54,1.71,72.0,False,True,False
603070.SSE,万控智造,2026-06-05,2026-06,封D1负,1.55,-1.2,-1.2,DN·阴跌到点,-10.58,-10.58,0.0,1.0,13.28,True,17,2,-3.49,0.95,65.0,False,True,False
603072.SSE,天和磁材,2025-04-14,2025-04,封D1负,3.01,-0.72,-0.72,HIGH·新高贴顶,1.41,1.24,0.17,0.0,14.43,True,6,2,-8.58,2.39,64.0,False,True,False
603079.SSE,圣达生物,2024-05-24,2024-05,封D1负,3.44,-4.56,-4.56,DN·阴跌到点,-19.7,-19.7,0.0,1.0,24.71,True,14,2,-2.32,0.09,16.0,False,True,False
603079.SSE,圣达生物,2024-07-11,2024-07,封D1正,3.26,2.03,2.03,DN·阴跌到点,-17.24,-17.24,0.0,1.0,12.31,False,6,2,-1.81,2.28,34.0,False,True,False
603082.SSE,北自科技,2024-03-05,2024-03,炸板,-3.79,-4.62,-4.62,DN·阴跌到点,-12.72,-12.72,0.0,1.0,17.76,True,6,2,-3.86,1.39,61.0,False,False,False
603083.SSE,剑桥科技,2024-02-01,2024-02,封D1正,0.0,3.01,3.01,DN·阴跌到点,-22.24,-22.24,0.0,1.0,29.67,True,6,2,-3.93,3.29,24.0,False,True,False
603083.SSE,剑桥科技,2025-09-11,2025-09,连板,1.8,10.0,18.14,U·U型蹲,-4.9,-13.87,10.41,0.5555555555555556,25.17,True,11,3,4.97,1.76,44.0,True,True,True
603083.SSE,剑桥科技,2025-10-20,2025-10,封D1正,1.62,3.91,3.91,HIGH·新高贴顶,-3.03,-3.03,0.0,1.0,35.2,True,20,2,-6.11,0.52,34.0,False,True,False
603086.SSE,先达股份,2025-03-03,2025-03,封D1负,3.67,-2.71,-2.71,MID·中位浅调,-12.71,-15.47,3.26,0.2857142857142857,14.31,False,9,4,-5.0,2.67,32.0,False,True,False
603088.SSE,宁波精达,2025-11-05,2025-11,炸板,-5.29,-5.74,-5.74,HIGH·新高贴顶,-3.91,-6.15,2.38,0.0,4.59,False,5,2,-1.15,3.61,44.0,False,False,False
603093.SSE,南华期货,2025-06-18,2025-06,炸板,-4.09,-10.79,-10.79,HIGH·新高贴顶,16.87,7.97,8.24,0.0,20.97,True,9,3,-8.05,0.0,37.0,False,False,False
603093.SSE,南华期货,2025-07-16,2025-07,封D1正,1.5,3.68,3.68,DN·阴跌到点,-14.68,-14.68,0.0,1.0,5.48,False,3,3,-5.2,0.44,38.0,False,True,False
603093.SSE,南华期货,2026-05-29,2026-05,炸板,-4.0,-4.09,-4.09,DN·阴跌到点,-20.2,-20.2,0.0,1.0,14.52,False,11,2,-1.81,0.9,88.0,False,False,False
603095.SSE,越剑智能,2026-02-03,2026-02,封D1正,2.36,3.31,3.31,DN·阴跌到点,-16.11,-16.11,0.0,1.0,7.28,False,7,2,-3.0,0.43,32.0,False,True,False
603095.SSE,越剑智能,2026-08-21,2026-08,封D1负,-3.67,-2.29,-2.29,DN·阴跌到点,-15.58,-15.58,0.0,1.0,11.9,False,4,2,-2.32,1.76,59.0,False,True,False
603097.SSE,江苏华辰,2024-02-08,2024-02,封D1正,2.75,6.34,6.34,DN·阴跌到点,-52.25,-52.25,0.0,1.0,91.97,False,17,3,-8.1,0.54,92.0,False,True,False
603098.SSE,森特股份,2025-08-22,2025-08,炸板,-1.38,6.97,6.1,HIGH·新高贴顶,-1.11,-2.05,0.97,0.25,5.48,True,6,2,-4.28,0.15,37.0,False,False,True
603099.SSE,长白山,2023-07-03,2023-07,封D1正,-0.21,0.21,0.21,FLAT·横盘平台,-6.29,-6.29,0.0,1.0,5.3,False,4,2,-0.23,1.95,44.0,False,True,False
603101.SSE,汇嘉时代,2025-09-01,2025-09,封D1负,3.1,-2.44,-2.44,DN·阴跌到点,-15.55,-15.55,0.0,1.0,24.61,True,6,3,-4.92,2.26,55.0,False,True,False
603101.SSE,汇嘉时代,2025-09-04,2025-09,封D1正,4.15,7.56,7.56,LB·L趴底,-13.97,-15.55,1.86,0.5714285714285714,24.61,True,9,3,-5.11,2.02,25.0,False,True,False
603106.SSE,恒银科技,2023-12-11,2023-12,封D1正,5.14,0.6,0.6,FLAT·横盘平台,-8.2,-8.2,0.0,1.0,7.23,False,4,2,-6.74,0.74,27.0,False,True,False
603106.SSE,恒银科技,2023-12-15,2023-12,封D1负,0.58,-3.0,-3.0,MID·中位浅调,-5.07,-8.2,3.42,0.3333333333333333,10.64,True,8,2,-4.37,1.09,34.0,False,True,False
603106.SSE,恒银科技,2023-12-19,2023-12,封D1正,-3.79,0.65,0.65,HIGH·新高贴顶,1.33,-8.2,10.38,0.25,13.8,True,10,2,-3.0,1.15,29.0,False,True,False
603106.SSE,恒银科技,2023-12-27,2023-12,连板,2.77,10.03,14.51,DN·阴跌到点,-16.89,-16.89,0.0,1.0,34.98,True,16,2,-3.91,1.53,35.0,True,True,True
603106.SSE,恒银科技,2024-01-11,2024-01,炸板,-5.92,-8.38,-8.38,HIGH·新高贴顶,-2.4,-2.4,0.0,1.0,9.09,True,9,2,-5.02,3.27,34.0,False,False,False
603106.SSE,恒银科技,2025-07-11,2025-07,炸板,-4.45,-6.63,-6.63,FLAT·横盘平台,-6.8,-11.45,5.25,0.6,8.38,False,12,2,-2.89,1.21,54.0,False,False,False
603106.SSE,恒银科技,2026-08-11,2026-08,封D1正,-1.82,2.14,2.14,DN·阴跌到点,-6.08,-6.08,0.0,1.0,18.26,True,5,3,-6.08,2.21,93.0,False,True,False
603108.SSE,润达医疗,2023-07-05,2023-07,封D1负,1.75,-4.42,-4.42,MID·中位浅调,-5.0,-11.94,7.88,0.42857142857142855,15.45,True,9,3,-3.86,0.6,42.0,False,True,False
603110.SSE,东方材料,2025-04-28,2025-04,炸板,-4.3,1.02,1.02,DN·阴跌到点,-8.7,-8.7,0.0,1.0,18.93,True,8,2,-2.49,0.91,59.0,False,False,False
603115.SSE,海星股份,2026-05-06,2026-05,封D1正,2.03,1.84,1.84,HIGH·新高贴顶,6.22,6.22,0.0,1.0,3.04,True,7,2,-1.4,1.73,69.0,False,True,False
603115.SSE,海星股份,2026-06-15,2026-06,连板,4.41,10.0,15.71,HIGH·新高贴顶,-1.62,-1.62,0.0,1.0,29.06,True,19,2,-2.03,0.82,83.0,True,True,True
603115.SSE,海星股份,2026-06-30,2026-06,炸板,-5.62,-8.94,-8.94,HIGH·新高贴顶,-1.62,-8.15,7.11,0.3333333333333333,19.21,True,8,3,-0.17,1.27,89.0,False,False,False
603115.SSE,海星股份,2026-07-09,2026-07,炸板,-5.19,-10.44,-10.44,DN·阴跌到点,-19.75,-19.75,0.0,1.0,36.45,True,15,3,-3.03,2.01,41.0,False,False,False
603115.SSE,海星股份,2026-08-13,2026-08,炸板,-4.13,3.85,3.62,HIGH·新高贴顶,-3.58,-3.58,0.0,1.0,6.86,True,6,2,-0.41,2.01,86.0,False,False,True
603117.SSE,万林物流,2024-11-19,2024-11,炸板,-4.76,-4.63,-4.63,DN·阴跌到点,-24.3,-24.3,0.0,1.0,25.48,False,10,3,-0.95,2.46,74.0,False,False,False
603118.SSE,共进股份,2024-09-10,2024-09,封D1正,0.0,1.87,1.87,DN·阴跌到点,-18.48,-18.48,0.0,1.0,14.58,False,11,3,-3.81,0.15,39.0,False,True,False
603118.SSE,共进股份,2025-01-16,2025-01,封D1正,1.47,3.14,3.14,DN·阴跌到点,-20.46,-20.46,0.0,1.0,13.19,False,5,2,-5.13,3.9,54.0,False,True,False
603118.SSE,共进股份,2026-08-13,2026-08,连板,2.51,10.03,19.11,U·U型蹲,-11.63,-19.73,10.09,0.5,31.34,True,16,2,-1.23,0.82,86.0,True,True,True
603120.SSE,肯特催化,2026-07-13,2026-07,封D1负,0.83,-4.07,-4.07,DN·阴跌到点,-14.67,-14.67,0.0,1.0,20.55,True,8,2,-3.45,3.55,79.0,False,True,False
603122.SSE,合富中国,2024-01-31,2024-01,封D1负,-0.26,-4.98,-4.98,DN·阴跌到点,-13.28,-13.28,0.0,1.0,11.24,False,4,2,-6.07,0.0,18.0,False,True,False
603122.SSE,合富中国,2025-12-30,2025-12,炸板,-5.64,-9.43,-9.43,DN·阴跌到点,-16.07,-16.07,0.0,1.0,22.54,True,16,2,-3.89,1.84,64.0,False,False,False
603126.SSE,中材节能,2024-12-30,2024-12,封D1正,0.98,2.69,2.69,HIGH·新高贴顶,-0.27,-3.08,2.9,0.4,11.07,True,7,2,-7.35,2.24,61.0,False,True,False
603127.SSE,昭衍新药,2024-11-04,2024-11,封D1正,0.0,2.36,2.36,MID·中位浅调,-14.6,-18.98,5.41,0.35294117647058826,16.84,False,19,3,-3.25,0.46,74.0,False,True,False
603128.SSE,华贸物流,2025-05-14,2025-05,封D1负,0.0,-3.87,-3.87,U·U型蹲,-17.34,-23.12,7.52,0.5714285714285714,24.51,False,16,3,2.17,1.09,41.0,False,True,False
603131.SSE,上海沪工,2023-10-25,2023-10,炸板,-5.95,1.54,1.54,DN·阴跌到点,-21.94,-21.94,0.0,1.0,15.28,False,4,3,-8.73,0.69,52.0,False,False,False
603131.SSE,上海沪工,2024-03-15,2024-03,炸板,-1.32,2.81,2.81,DN·阴跌到点,-20.29,-20.29,0.0,1.0,18.03,False,5,4,-3.98,0.0,32.0,False,False,False
603137.SSE,恒尚节能,2026-07-30,2026-07,封D1负,10.0,-4.62,-4.62,LB·L趴底,-33.08,-34.29,1.84,0.3333333333333333,36.97,False,11,3,-6.51,3.02,73.0,False,True,False
603137.SSE,恒尚节能,2026-08-07,2026-08,封D1正,3.05,0.29,0.29,U·U型蹲,-29.8,-34.29,6.84,0.2,36.97,False,17,3,-4.47,2.71,69.0,False,True,False
603137.SSE,恒尚节能,2026-08-11,2026-08,封D1正,-1.12,2.83,2.83,U·U型蹲,-22.55,-34.29,17.86,0.17647058823529413,36.97,False,19,3,0.29,0.65,93.0,False,True,False
603151.SSE,邦基科技,2025-06-24,2025-06,封D1负,-0.4,-6.9,-6.9,HIGH·新高贴顶,-2.08,-3.91,1.91,0.0,7.29,True,4,3,-5.01,1.22,60.0,False,True,False
603151.SSE,邦基科技,2025-06-27,2025-06,炸板,-4.79,-7.85,-7.85,HIGH·新高贴顶,-3.77,-3.91,0.15,0.0,12.11,True,7,3,-4.04,0.0,46.0,False,False,False
603151.SSE,邦基科技,2025-07-03,2025-07,封D1正,1.49,0.61,0.61,DN·阴跌到点,-5.7,-5.7,0.0,1.0,14.23,True,11,3,-3.6,1.14,51.0,False,True,False
603155.SSE,新亚强,2026-06-24,2026-06,炸板,-2.76,-0.52,-0.52,DN·阴跌到点,-16.2,-16.2,0.0,1.0,18.1,False,8,2,-3.62,1.01,87.0,False,False,False
603155.SSE,新亚强,2026-07-06,2026-07,封D1负,1.45,-8.01,-8.01,HIGH·新高贴顶,-3.55,-3.55,0.0,1.0,12.46,True,5,2,-6.54,1.81,92.0,False,True,False
603158.SSE,腾龙股份,2023-10-31,2023-10,封D1负,-6.58,-4.62,-4.62,U·U型蹲,-7.59,-12.89,6.08,0.16666666666666666,10.55,False,8,2,-2.22,3.91,54.0,False,True,False
603158.SSE,腾龙股份,2025-08-25,2025-08,炸板,-0.63,4.87,7.31,FLAT·横盘平台,-7.64,-9.97,2.59,0.0,2.59,False,3,2,2.59,1.41,55.0,False,False,True
603160.SSE,汇顶科技,2024-10-14,2024-10,封D1正,1.42,2.87,2.87,HIGH·新高贴顶,-3.37,-3.37,0.0,1.0,12.41,True,4,2,-5.72,3.77,28.0,False,True,False
603163.SSE,圣晖集成,2025-09-26,2025-09,封D1负,1.61,-2.34,-2.34,DN·阴跌到点,-14.31,-16.65,2.81,0.8,21.77,True,12,2,-3.35,2.04,36.0,False,True,False
603163.SSE,圣晖集成,2026-01-05,2026-01,封D1正,1.3,8.63,8.63,DN·阴跌到点,-20.16,-20.16,0.0,1.0,20.99,False,5,4,-2.22,0.16,49.0,False,True,False
603166.SSE,福达股份,2025-03-24,2025-03,炸板,-10.86,-10.46,-10.46,HIGH·新高贴顶,7.5,-2.55,10.32,0.0,21.03,True,12,2,-7.33,2.8,39.0,False,False,False
603168.SSE,莎普爱思,2023-05-16,2023-05,封D1负,-2.48,-2.03,-2.03,DN·阴跌到点,-15.41,-15.62,0.25,0.8181818181818182,26.09,True,13,2,-1.1,1.1,31.0,False,True,False
603168.SSE,莎普爱思,2024-01-08,2024-01,封D1负,0.0,-1.5,-1.5,HIGH·新高贴顶,4.03,4.03,0.0,1.0,10.64,True,7,2,-2.65,0.72,18.0,False,True,False
603169.SSE,兰石重装,2025-04-09,2025-04,炸板,-3.57,-2.78,-2.78,HIGH·新高贴顶,12.41,6.76,5.29,0.0,10.01,True,5,2,3.98,2.5,99.0,False,False,False
603176.SSE,汇通集团,2025-08-05,2025-08,封D1正,5.99,2.78,2.78,DN·阴跌到点,-19.64,-19.64,0.0,1.0,19.94,False,7,2,-2.05,2.2,41.0,False,True,False
603178.SSE,圣龙股份,2023-12-11,2023-12,封D1正,1.96,4.13,4.13,LB·L趴底,-21.01,-21.9,1.14,0.18181818181818182,29.14,True,13,4,-3.44,2.74,27.0,False,True,False
603178.SSE,圣龙股份,2025-04-02,2025-04,封D1正,1.86,3.05,3.05,DN·阴跌到点,-20.74,-20.74,0.0,1.0,21.96,False,20,2,-1.4,0.95,43.0,False,True,False
603178.SSE,圣龙股份,2025-05-16,2025-05,封D1正,2.51,1.44,1.44,LB·L趴底,-10.09,-12.01,2.19,0.25,10.02,False,14,2,-1.93,0.06,40.0,False,True,False
603186.SSE,华正新材,2026-06-24,2026-06,炸板,-1.67,3.16,3.16,HIGH·新高贴顶,2.17,2.17,0.0,1.0,7.59,True,4,3,-7.06,0.0,87.0,False,False,False
603186.SSE,华正新材,2026-07-16,2026-07,炸板,-6.48,-16.3,-16.3,V·V末反,-23.66,-29.01,7.53,0.8888888888888888,63.31,True,20,3,-2.25,1.64,65.0,False,False,False
603186.SSE,华正新材,2026-08-14,2026-08,连板,10.0,10.0,9.94,HIGH·新高贴顶,27.67,8.96,17.17,0.0,19.62,True,7,2,-2.05,3.66,50.0,True,True,True
603186.SSE,华正新材,2026-08-21,2026-08,炸板,-4.16,-8.38,-8.38,DN·阴跌到点,-11.02,-11.02,0.0,1.0,12.32,False,4,2,-6.29,0.0,59.0,False,False,False
603188.SSE,亚邦股份,2024-04-23,2024-04,封D1负,0.0,-1.67,-1.67,DN·阴跌到点,-36.18,-36.18,0.0,1.0,49.77,False,13,2,-3.56,0.89,40.0,False,True,False
603188.SSE,亚邦股份,2024-04-25,2024-04,连板,3.09,10.04,4.63,V·V末反,-30.88,-36.18,8.29,0.8461538461538461,49.77,False,15,2,-1.67,3.35,31.0,True,True,True
603190.SSE,亚通精工,2023-09-06,2023-09,封D1负,2.48,-5.47,-5.47,FLAT·横盘平台,-6.73,-6.73,0.0,1.0,5.0,False,6,2,-3.78,0.21,13.0,False,True,False
603194.SSE,中力股份,2025-06-09,2025-06,封D1负,2.53,-1.94,-1.94,HIGH·新高贴顶,-3.25,-3.49,0.25,0.0,6.18,True,5,2,-5.58,1.94,44.0,False,True,False
603196.SSE,璞源材料,2023-06-07,2023-06,连板,-0.77,10.0,-1.01,DN·阴跌到点,-14.18,-14.18,0.0,1.0,24.72,True,8,11,-8.52,0.49,35.0,True,True,True
603196.SSE,璞源材料,2024-11-28,2024-11,炸板,-6.5,4.95,7.56,U·U型蹲,-12.33,-25.36,17.46,0.38461538461538464,31.11,False,15,6,-1.51,1.27,77.0,False,False,True
603199.SSE,九华旅游,2023-06-07,2023-06,封D1正,4.03,1.91,1.91,FLAT·横盘平台,-4.28,-4.97,0.74,0.0,5.74,True,4,2,-4.73,0.31,35.0,False,True,False
603199.SSE,九华旅游,2024-01-19,2024-01,炸板,-6.53,-12.76,-12.76,FLAT·横盘平台,-9.77,-9.77,0.0,1.0,4.82,False,3,2,-4.6,1.88,37.0,False,False,False
603199.SSE,九华旅游,2024-01-30,2024-01,炸板,-4.9,-7.24,-7.24,MID·中位浅调,-10.03,-14.26,4.94,0.5,12.22,False,10,2,-1.94,0.19,25.0,False,False,False
603199.SSE,九华旅游,2024-02-08,2024-02,炸板,1.16,3.38,3.38,MID·中位浅调,-11.69,-14.26,3.0,0.26666666666666666,12.22,False,17,2,-0.6,1.0,92.0,False,False,False
603200.SSE,上海洗霸,2025-10-09,2025-10,炸板,-6.63,-14.85,-14.85,DN·阴跌到点,-9.6,-11.13,1.73,0.8666666666666667,19.1,True,17,2,-0.95,2.74,39.0,False,False,False
603211.SSE,晋拓股份,2026-07-10,2026-07,封D1负,-0.5,-10.19,-10.19,DN·阴跌到点,-12.88,-12.88,0.0,1.0,7.55,False,4,2,-1.54,3.95,63.0,False,True,False
603211.SSE,晋拓股份,2026-08-03,2026-08,炸板,-3.23,1.59,1.59,V·V末反,-45.1,-48.87,7.37,0.9444444444444444,87.43,False,20,2,7.37,1.63,87.0,False,False,False
603212.SSE,赛伍技术,2024-01-08,2024-01,炸板,-5.48,-4.08,-4.08,HIGH·新高贴顶,-2.48,-3.11,0.65,0.3333333333333333,5.29,True,5,2,-4.4,3.84,18.0,False,False,False
603212.SSE,赛伍技术,2024-09-19,2024-09,炸板,-4.41,-6.81,-6.81,DN·阴跌到点,-17.36,-17.36,0.0,1.0,17.11,False,8,2,-4.73,1.31,21.0,False,False,False
603212.SSE,赛伍技术,2026-07-10,2026-07,炸板,-4.16,-9.39,-9.39,DN·阴跌到点,-18.72,-18.72,0.0,1.0,16.82,False,7,2,-1.71,3.95,63.0,False,False,False
603212.SSE,赛伍技术,2026-07-23,2026-07,封D1负,-1.05,-2.49,-2.49,DN·阴跌到点,-29.35,-29.35,0.0,0.8571428571428571,34.38,False,16,2,-1.96,1.24,41.0,False,True,False
603214.SSE,爱婴室,2025-04-08,2025-04,封D1正,-2.46,3.53,3.53,DN·阴跌到点,-16.4,-16.4,0.0,1.0,16.39,False,15,2,-5.87,3.65,18.0,False,True,False
603217.SSE,元利科技,2024-02-08,2024-02,封D1正,1.34,2.76,2.76,DN·阴跌到点,-41.71,-42.14,0.74,0.8461538461538461,80.68,True,15,2,-4.84,1.09,92.0,False,True,False
603219.SSE,富佳股份,2023-11-17,2023-11,连板,-1.71,10.03,5.53,DN·阴跌到点,-19.76,-20.48,0.91,0.6153846153846154,14.39,False,15,4,-1.33,0.59,25.0,True,True,True
603219.SSE,富佳股份,2024-02-08,2024-02,炸板,-1.88,4.17,4.17,DN·阴跌到点,-47.22,-47.22,0.0,1.0,81.77,False,20,2,-7.43,0.64,92.0,False,False,False
603219.SSE,富佳股份,2024-03-22,2024-03,炸板,-7.56,-9.66,-9.66,FLAT·横盘平台,-9.48,-9.48,0.0,1.0,5.87,False,5,2,-1.61,0.51,56.0,False,False,False
603221.SSE,爱丽家居,2024-04-17,2024-04,封D1正,5.37,2.05,2.05,DN·阴跌到点,-44.41,-44.41,0.0,1.0,61.93,False,12,5,-8.92,1.37,16.0,False,True,False
603222.SSE,济民健康,2025-08-27,2025-08,连板,-3.39,9.96,14.74,DN·阴跌到点,-23.02,-23.02,0.0,1.0,24.86,False,5,5,-7.68,0.91,59.0,True,True,True
603222.SSE,济民健康,2025-09-04,2025-09,封D1负,-6.34,-8.77,-8.77,DN·阴跌到点,-5.16,-5.16,0.0,1.0,21.01,True,5,2,-8.16,3.33,25.0,False,True,False
603222.SSE,济民健康,2025-09-08,2025-09,封D1正,3.81,8.56,8.56,MID·中位浅调,-4.8,-5.16,0.38,0.6,21.01,True,7,2,-8.77,3.04,71.0,False,True,False
603222.SSE,济民健康,2026-07-06,2026-07,炸板,-6.46,-3.56,-3.56,HIGH·新高贴顶,-3.43,-3.43,0.0,1.0,1.47,False,4,2,-0.49,3.17,92.0,False,False,False
603228.SSE,景旺电子,2024-06-28,2024-06,炸板,-1.0,-6.51,-6.51,FLAT·横盘平台,-7.31,-7.31,0.0,1.0,4.63,False,4,2,-4.42,0.33,17.0,False,False,False
603228.SSE,景旺电子,2025-10-20,2025-10,炸板,-1.44,3.58,3.58,DN·阴跌到点,-21.23,-21.23,0.0,1.0,39.08,True,20,3,-4.13,0.25,34.0,False,False,False
603228.SSE,景旺电子,2026-08-12,2026-08,封D1负,3.86,-1.03,-1.03,FLAT·横盘平台,-5.97,-5.97,0.0,1.0,7.53,True,3,2,-7.0,1.03,53.0,False,True,False
603232.SSE,格尔软件,2025-11-25,2025-11,封D1负,1.07,-3.77,-3.77,DN·阴跌到点,-12.85,-12.85,0.0,1.0,11.16,False,5,2,-0.12,0.65,56.0,False,True,False
603239.SSE,浙江仙通,2025-09-26,2025-09,封D1负,0.0,-5.31,-5.31,FLAT·横盘平台,-9.17,-9.17,0.0,1.0,3.41,False,3,2,-3.3,1.39,36.0,False,True,False
603248.SSE,锡华科技,2026-03-27,2026-03,封D1负,1.31,-1.65,-1.65,DN·阴跌到点,-22.63,-22.63,0.0,1.0,22.69,False,8,3,-6.38,0.35,36.0,False,True,False
603248.SSE,锡华科技,2026-04-01,2026-04,封D1负,2.03,-2.19,-2.19,MID·中位浅调,-19.87,-22.63,3.56,0.6666666666666666,22.69,False,11,3,-4.27,0.88,44.0,False,True,False
603256.SSE,宏和科技,2023-09-14,2023-09,封D1正,1.87,0.59,0.59,DN·阴跌到点,-14.54,-14.54,0.0,1.0,28.99,True,10,2,-2.39,0.25,16.0,False,True,False
603256.SSE,宏和科技,2024-03-25,2024-03,连板,4.58,10.07,-0.92,FLAT·横盘平台,-7.95,-12.45,5.14,0.15384615384615385,7.87,False,15,2,-1.7,0.28,44.0,True,True,True
603256.SSE,宏和科技,2024-12-04,2024-12,炸板,-2.59,-1.44,-1.44,FLAT·横盘平台,-5.21,-5.21,0.0,1.0,6.55,True,4,2,-3.96,0.41,92.0,False,False,False
603256.SSE,宏和科技,2025-07-31,2025-07,连板,-2.72,9.98,14.53,HIGH·新高贴顶,-3.95,-8.89,5.42,0.3333333333333333,20.59,True,17,2,-7.8,0.0,40.0,True,True,True
603256.SSE,宏和科技,2025-08-13,2025-08,连板,8.18,10.02,30.76,MID·中位浅调,-4.67,-6.3,1.73,0.16666666666666666,11.13,True,8,2,-1.59,0.48,42.0,True,True,True
603256.SSE,宏和科技,2026-01-28,2026-01,封D1负,-0.06,-1.61,-1.61,HIGH·新高贴顶,-0.27,-0.48,0.21,0.0,2.44,True,4,2,-2.17,0.21,46.0,False,True,False
603256.SSE,宏和科技,2026-07-14,2026-07,炸板,-0.91,-8.51,-8.51,DN·阴跌到点,-24.87,-24.87,0.0,1.0,57.14,True,19,2,-8.27,2.08,25.0,False,False,False
603267.SSE,鸿远电子,2025-03-25,2025-03,封D1负,-1.89,-0.93,-0.93,FLAT·横盘平台,-5.88,-5.88,0.0,1.0,8.96,True,9,2,-5.45,0.46,38.0,False,True,False
603268.SSE,松发股份,2024-07-16,2024-07,封D1负,3.21,-2.99,-2.99,DN·阴跌到点,-13.38,-14.02,0.75,0.8888888888888888,23.76,True,20,2,-1.93,1.45,22.0,False,True,False
603269.SSE,海鸥股份,2024-04-17,2024-04,封D1正,-0.09,1.89,1.89,DN·阴跌到点,-35.94,-35.94,0.0,1.0,42.75,False,18,2,-7.54,0.0,16.0,False,True,False
603270.SSE,金帝股份,2025-02-19,2025-02,封D1正,1.02,2.72,2.72,DN·阴跌到点,-15.34,-15.34,0.0,1.0,12.66,False,6,2,-3.7,0.52,37.0,False,True,False
603276.SSE,恒兴新材,2024-01-18,2024-01,封D1负,-1.82,-9.45,-9.45,FLAT·横盘平台,-11.85,-11.85,0.0,1.0,9.24,False,4,2,-8.46,0.29,30.0,False,True,False
603278.SSE,大业股份,2025-12-24,2025-12,连板,0.95,10.02,52.17,LB·L趴底,-18.2,-20.58,3.0,0.5555555555555556,16.81,False,11,2,-2.53,1.01,48.0,True,True,True
603278.SSE,大业股份,2026-05-26,2026-05,炸板,-5.18,-13.22,-13.22,DN·阴跌到点,-10.53,-10.53,0.0,1.0,27.96,True,12,3,-5.92,0.85,91.0,False,False,False
603286.SSE,日盈电子,2026-07-10,2026-07,封D1负,-1.99,-4.77,-4.77,DN·阴跌到点,-14.34,-14.34,0.0,0.6666666666666666,11.85,False,5,2,0.0,0.0,63.0,False,True,False
603286.SSE,日盈电子,2026-07-31,2026-07,封D1负,1.11,-0.79,-0.79,DN·阴跌到点,-39.75,-39.75,0.0,1.0,59.0,False,20,2,-6.84,0.57,46.0,False,True,False
603290.SSE,斯达半导,2024-10-18,2024-10,炸板,-1.58,0.11,0.11,DN·阴跌到点,-10.03,-10.03,0.0,1.0,20.14,True,8,2,-0.7,0.43,41.0,False,False,False
603291.SSE,联合水务,2023-04-28,2023-04,封D1负,1.72,-2.01,-2.01,DN·阴跌到点,-29.89,-29.89,0.0,1.0,28.37,False,15,3,-4.23,1.36,28.0,False,True,False
603291.SSE,联合水务,2023-06-26,2023-06,封D1负,2.79,-1.13,-1.13,DN·阴跌到点,-26.54,-26.54,0.0,1.0,31.24,False,17,3,-3.79,0.49,32.0,False,True,False
603297.SSE,永新光学,2024-11-08,2024-11,炸板,-5.2,-2.75,-2.75,HIGH·新高贴顶,7.5,7.43,0.07,0.3333333333333333,6.72,True,5,2,-6.24,2.26,157.0,False,False,False
