vt_symbol,name,g2,n1_date,touch,seal,ret_d1,ret_bw
002295.SZSE,精艺股份,yang2,2025-07-08,14:15,True,0.09960159362549792,0.030876494023904355
002295.SZSE,精艺股份,yin2,2025-12-12,09:45,False,-0.08134328358208953,-0.08134328358208953
002297.SZSE,博云新材,yang2,2026-01-22,10:45,True,-0.025894897182025978,-0.025894897182025978
002298.SZSE,中电鑫龙,yin2,2024-12-09,09:45,True,-0.0060882800608828,-0.0060882800608828
002298.SZSE,中电鑫龙,yin2,2025-05-26,10:00,False,-0.027287319422151013,-0.027287319422151013
002298.SZSE,中电鑫龙,yin2,2025-08-26,09:45,True,0.009212730318258089,0.009212730318258089
002298.SZSE,中电鑫龙,yin2,2025-09-30,09:45,True,0.01667930250189542,0.01667930250189542
002298.SZSE,中电鑫龙,yin2,2026-07-29,09:45,True,0.004561003420752607,0.004561003420752607
002298.SZSE,中电鑫龙,yang2,2026-08-10,09:45,True,-0.02355460385438979,-0.02355460385438979
002300.SZSE,太阳电缆,yang2,2025-12-02,11:00,True,0.10025706940874035,0.33419023136246784
002300.SZSE,太阳电缆,yin2,2026-08-10,09:45,True,-0.036708860759493644,-0.036708860759493644
002301.SZSE,齐心集团,yin2,2025-11-24,10:45,True,-0.007702182284980652,-0.007702182284980652
002301.SZSE,齐心集团,yin2,2025-12-02,10:45,False,-0.03874092009685226,-0.03874092009685226
002302.SZSE,西部建设,yin2,2025-08-08,13:45,True,0.10070921985815606,0.11063829787234036
002307.SZSE,北新路桥,yin2,2025-12-15,10:30,True,-0.06434782608695655,-0.06434782608695655
002309.SZSE,中利集团,yang2,2025-12-22,13:15,False,-0.08488063660477452,-0.08488063660477452
002313.SZSE,日海智能,yin2,2024-12-16,09:45,True,-0.09991673605328888,-0.09991673605328888
002313.SZSE,日海智能,yang2,2025-01-08,09:45,True,0.09988385598141702,-0.0034843205574912606
002313.SZSE,日海智能,yin2,2025-02-05,09:45,True,0.05223068552774768,0.05223068552774768
002313.SZSE,日海智能,yang2,2025-02-11,13:45,True,-0.012646793134598044,-0.012646793134598044
002313.SZSE,日海智能,yang2,2025-03-04,09:45,True,0.005208333333333481,0.005208333333333481
002314.SZSE,南山控股,yin2,2025-07-07,10:15,True,0.03416149068322971,0.03416149068322971
002314.SZSE,南山控股,yin2,2025-07-10,14:30,True,-0.047752808988763995,-0.047752808988763995
002317.SZSE,众生药业,yin2,2025-06-20,13:45,False,-0.039408866995073843,-0.039408866995073843
002319.SZSE,乐通股份,yin2,2024-10-25,13:15,True,0.0732538330494037,0.0732538330494037
002320.SZSE,海峡股份,yin2,2025-11-05,09:45,True,-0.0766233766233766,-0.0766233766233766
002324.SZSE,普利特,yang2,2024-12-05,13:45,True,0.014718614718614687,0.014718614718614687
002328.SZSE,新朋股份,yin2,2026-04-14,10:30,True,0.0557432432432432,0.0557432432432432
002329.SZSE,皇氏集团,yin2,2024-12-20,09:45,True,-0.08240534521158127,-0.08240534521158127
002329.SZSE,皇氏集团,yang2,2025-03-27,09:45,True,-0.045226130653266416,-0.045226130653266416
002329.SZSE,皇氏集团,yin2,2025-12-23,09:45,False,-0.06734693877551023,-0.06734693877551023
002335.SZSE,科华数据,yang2,2025-02-21,09:45,True,0.10000000000000009,0.060337552742615985
002335.SZSE,科华数据,yang2,2025-03-06,14:30,True,-0.026907553334614587,-0.026907553334614587
002335.SZSE,科华数据,yang2,2025-03-11,10:15,False,0.03855119239734628,0.03855119239734628
002335.SZSE,科华数据,yang2,2025-03-12,10:00,False,-0.01986312802537138,-0.01986312802537138
002339.SZSE,积成电子,yin2,2026-01-23,10:15,True,0.027874564459930307,0.027874564459930307
002339.SZSE,积成电子,yin2,2026-02-02,09:45,True,0.01334445371142623,0.01334445371142623
002339.SZSE,积成电子,yin2,2026-02-06,09:45,True,0.014890282131661436,0.014890282131661436
002339.SZSE,积成电子,yin2,2026-03-18,09:45,True,-0.04156674660271775,-0.04156674660271775
002339.SZSE,积成电子,yin2,2026-03-24,09:45,False,-0.04699093157460843,-0.04699093157460843
002342.SZSE,巨力索具,yang2,2025-07-09,10:15,True,-0.06094527363184077,-0.06094527363184077
002342.SZSE,巨力索具,yang2,2026-04-21,15:00,True,-0.05929038281979471,-0.05929038281979471
002342.SZSE,巨力索具,yang2,2026-05-07,15:00,True,-0.0004520795660036825,-0.0004520795660036825
002345.SZSE,潮宏基,yang2,2025-06-12,14:00,False,-0.01488833746898266,-0.01488833746898266
002346.SZSE,柘中股份,yin2,2025-01-14,09:45,True,-0.015444015444015413,-0.015444015444015413
002346.SZSE,柘中股份,yin2,2026-07-31,13:30,True,0.018680677174547577,0.018680677174547577
002346.SZSE,柘中股份,yang2,2026-08-05,10:45,True,0.009500000000000064,0.009500000000000064
002348.SZSE,高乐股份,yin2,2024-12-13,09:45,False,-0.10671936758893286,-0.10671936758893286
002348.SZSE,高乐股份,yin2,2026-04-29,11:00,True,0.05099150141643061,0.05099150141643061
002348.SZSE,高乐股份,yang2,2026-05-06,10:15,False,0.028594771241829964,0.028594771241829964
002350.SZSE,北京科锐,yin2,2026-03-03,11:00,True,0.01834862385321112,0.01834862385321112
002350.SZSE,北京科锐,yang2,2026-03-10,11:30,True,0.021024967148488782,0.021024967148488782
002350.SZSE,北京科锐,yang2,2026-03-24,09:45,True,0.00997340425531923,0.00997340425531923
002353.SZSE,杰瑞股份,yin2,2025-12-03,09:45,True,0.01183431952662728,0.01183431952662728
002354.SZSE,天娱数科,yang2,2024-12-02,09:45,True,-0.011131725417439675,-0.011131725417439675
002354.SZSE,天娱数科,yin2,2024-12-05,09:45,True,0.0996441281138789,0.3736654804270463
002354.SZSE,天娱数科,yang2,2025-05-07,15:00,True,-0.0367847411444141,-0.0367847411444141
002355.SZSE,兴民智通,yin2,2025-05-29,10:00,True,-0.015768725361366642,-0.015768725361366642
002355.SZSE,兴民智通,yin2,2026-02-13,11:15,True,0.010709504685408211,0.010709504685408211
002355.SZSE,兴民智通,yang2,2026-03-05,09:45,True,-0.0013642564802182067,-0.0013642564802182067
002356.SZSE,鹏飞绿能,yin2,2024-11-25,09:45,False,-0.002481389578163906,-0.002481389578163906
002356.SZSE,鹏飞绿能,yang2,2024-11-28,11:30,True,-0.022321428571428714,-0.022321428571428714
002356.SZSE,鹏飞绿能,yin2,2026-03-13,09:45,False,-0.027600849256900206,-0.027600849256900206
002361.SZSE,神剑股份,yang2,2026-02-25,10:45,False,-0.033175355450236976,-0.033175355450236976
002361.SZSE,神剑股份,yin2,2026-06-10,14:30,False,-0.10547875064004109,-0.10547875064004109
002364.SZSE,中恒电气,yin2,2025-01-02,09:45,True,-0.02780117944397642,-0.02780117944397642
002364.SZSE,中恒电气,yin2,2025-01-06,10:00,True,0.10007880220646181,0.08904649330181247
002364.SZSE,中恒电气,yang2,2025-03-12,10:45,False,-0.1455078125,-0.1455078125
002365.SZSE,永安药业,yin2,2025-04-28,09:45,True,0.09969325153374231,-0.00996932515337412
002365.SZSE,永安药业,yang2,2025-05-14,11:15,True,0.09991941982272357,0.12892828364222408
002365.SZSE,永安药业,yin2,2026-07-27,09:45,True,0.020328381548084584,0.020328381548084584
002365.SZSE,永安药业,yin2,2026-08-07,09:45,False,-0.036619718309859106,-0.036619718309859106
002369.SZSE,卓翼科技,yang2,2024-09-20,09:45,True,0.05369127516778538,0.05369127516778538
002369.SZSE,卓翼科技,yang2,2024-09-25,15:00,False,-0.050387596899224785,-0.050387596899224785
002369.SZSE,卓翼科技,yin2,2025-01-03,13:45,True,-0.06423357664233564,-0.06423357664233564
002370.SZSE,亚太药业,yin2,2025-07-21,10:30,True,-0.04235727440147319,-0.04235727440147319
002370.SZSE,亚太药业,yang2,2025-07-28,10:15,True,0.10016155088852985,0.158319870759289
002374.SZSE,中锐股份,yang2,2025-12-25,13:30,False,-0.05289672544080615,-0.05289672544080615
002378.SZSE,章源钨业,yang2,2025-08-27,09:45,False,-0.07085146053449354,-0.07085146053449354
002378.SZSE,章源钨业,yin2,2026-02-25,10:45,True,0.10014903129657227,0.30968703427719824
002379.SZSE,宏桥控股,yang2,2026-07-23,10:15,True,-0.06797066014669928,-0.06797066014669928
002383.SZSE,合众思壮,yin2,2024-11-13,10:00,False,-0.14219330855018586,-0.14219330855018586
002383.SZSE,合众思壮,yang2,2024-11-29,15:00,True,0.016815034619188873,0.016815034619188873
002384.SZSE,东山精密,yang2,2026-04-22,11:30,True,0.0017172909734892716,0.0017172909734892716
002384.SZSE,东山精密,yang2,2026-05-07,11:30,True,0.001516084711233212,0.001516084711233212
002388.SZSE,新亚制程,yin2,2024-10-30,14:30,True,0.09927797833935004,-0.010830324909747224
002390.SZSE,信邦制药,yang2,2025-01-20,09:45,False,-0.055928411633109576,-0.055928411633109576
002391.SZSE,长青股份,yang2,2025-06-17,15:00,True,-0.040909090909090895,-0.040909090909090895
002396.SZSE,星网锐捷,yin2,2026-07-13,09:45,False,-0.05294506949040367,-0.05294506949040367
002396.SZSE,星网锐捷,yang2,2026-07-17,10:00,False,-0.08354591836734693,-0.08354591836734693
002400.SZSE,省广集团,yin2,2024-11-13,11:30,True,-0.02179487179487183,-0.02179487179487183
002400.SZSE,省广集团,yang2,2024-11-26,11:30,False,-0.0375854214123007,-0.0375854214123007
002400.SZSE,省广集团,yin2,2024-11-29,09:45,True,0.10046728971962615,0.022196261682242868
002401.SZSE,中远海科,yang2,2025-07-23,10:30,True,-0.046819787985865835,-0.046819787985865835
002402.SZSE,和而泰,yang2,2024-12-13,13:15,True,-0.05525114155251132,-0.05525114155251132
002402.SZSE,和而泰,yang2,2025-09-18,10:00,True,0.0377701934015926,0.0377701934015926
002404.SZSE,嘉欣丝绸,yin2,2026-06-17,09:45,True,-0.09941520467836251,-0.09941520467836251
002407.SZSE,多氟多,yin2,2025-09-15,09:45,False,-0.06592238171185527,-0.06592238171185527
002407.SZSE,多氟多,yang2,2025-09-29,09:45,True,0.05670103092783507,0.05670103092783507
002407.SZSE,多氟多,yin2,2025-10-13,13:45,True,-0.03218059558117203,-0.03218059558117203
002409.SZSE,雅克科技,yang2,2026-06-22,14:45,True,-0.047584453323647025,-0.047584453323647025
002409.SZSE,雅克科技,yang2,2026-06-29,09:45,True,0.08213631543430044,0.08213631543430044
002409.SZSE,雅克科技,yang2,2026-07-09,13:45,True,-0.008755980861244073,-0.008755980861244073
002418.SZSE,康盛股份,yang2,2024-09-04,10:00,True,0.009478672985782088,0.009478672985782088
002418.SZSE,康盛股份,yang2,2025-02-21,10:30,False,-0.016000000000000014,-0.016000000000000014
002418.SZSE,康盛股份,yang2,2025-03-05,09:45,True,0.06666666666666665,0.06666666666666665
002418.SZSE,康盛股份,yin2,2025-11-03,14:00,True,0.021032504780114536,0.021032504780114536
002418.SZSE,康盛股份,yang2,2026-04-17,10:30,True,0.10016155088852985,-0.009693053311793265
002418.SZSE,康盛股份,yin2,2026-05-06,09:45,True,0.02741935483870961,0.02741935483870961
002421.SZSE,达实智能,yang2,2026-06-22,09:45,True,-0.04513064133016631,-0.04513064133016631
002421.SZSE,达实智能,yang2,2026-08-12,09:45,True,-0.0798969072164949,-0.0798969072164949
002425.SZSE,凯撒文化,yang2,2024-08-30,14:15,True,-0.021052631578947434,-0.021052631578947434
002426.SZSE,胜利精密,yang2,2024-09-30,14:30,False,0.0861244019138756,0.04306220095693791
002426.SZSE,胜利精密,yin2,2024-11-22,09:45,False,0.05693950177935947,-0.003558718861210064
002426.SZSE,胜利精密,yang2,2024-11-29,10:15,False,-0.051515151515151514,-0.051515151515151514
002426.SZSE,胜利精密,yin2,2025-01-03,10:30,True,0.07876712328767121,0.07876712328767121
002426.SZSE,胜利精密,yang2,2025-01-08,14:30,False,-0.07894736842105265,-0.07894736842105265
002427.SZSE,尤夫股份,yin2,2025-06-26,10:15,True,-0.04124860646599793,-0.04124860646599793
002428.SZSE,云南锗业,yin2,2026-03-20,09:45,True,-0.06580763920846755,-0.06580763920846755
002428.SZSE,云南锗业,yin2,2026-03-24,14:15,True,0.0844155844155845,0.0844155844155845
002428.SZSE,云南锗业,yang2,2026-04-22,11:15,True,0.021796916533758592,0.021796916533758592
002428.SZSE,云南锗业,yang2,2026-05-06,14:00,True,0.04142319179327347,0.04142319179327347
002428.SZSE,云南锗业,yang2,2026-05-08,10:00,False,0.045114486510995366,0.045114486510995366
002428.SZSE,云南锗业,yang2,2026-05-12,15:00,True,0.0008873989351212419,0.0008873989351212419
002429.SZSE,兆驰股份,yang2,2026-03-11,11:00,False,-0.016319129646418795,-0.016319129646418795
002429.SZSE,兆驰股份,yang2,2026-03-13,10:00,True,-0.05108877721943039,-0.05108877721943039
002432.SZSE,九安医疗,yin2,2026-03-27,14:00,True,0.09994172494172493,0.07196969696969702
002432.SZSE,九安医疗,yang2,2026-04-20,13:15,False,-0.03390034986126189,-0.03390034986126189
002432.SZSE,九安医疗,yin2,2026-04-22,15:00,True,-0.022022931093200082,-0.022022931093200082
002432.SZSE,九安医疗,yin2,2026-06-15,09:45,True,0.058366920435886094,0.058366920435886094
002432.SZSE,九安医疗,yin2,2026-06-18,10:30,True,-0.008570262549313146,-0.008570262549313146
002432.SZSE,九安医疗,yin2,2026-07-21,10:00,True,0.02369905956112861,0.02369905956112861
002432.SZSE,九安医疗,yin2,2026-07-31,10:00,True,-0.05565293602103405,-0.05565293602103405
002437.SZSE,誉衡药业,yang2,2026-08-17,10:00,True,-0.04417670682730934,-0.04417670682730934
002437.SZSE,誉衡药业,yin2,2026-08-27,09:45,False,0.06813186813186833,-0.03956043956043953
002437.SZSE,誉衡药业,yang2,2026-08-28,14:45,True,-0.10082304526748975,-0.10082304526748975
002440.SZSE,闰土股份,yin2,2026-02-06,10:00,True,0.0999242997728993,0.16426949280847847
002446.SZSE,盛路通信,yin2,2026-01-27,13:15,True,-0.012841091492776902,-0.012841091492776902
002453.SZSE,华软科技,yang2,2025-02-18,09:45,True,0.045454545454545414,0.045454545454545414
002453.SZSE,华软科技,yin2,2026-05-22,10:00,True,0.01437699680511173,0.01437699680511173
002457.SZSE,青龙管业,yang2,2024-10-14,14:30,True,0.09999999999999987,0.1348837209302325
002459.SZSE,晶澳科技,yang2,2024-10-21,09:45,True,0.10013262599469486,0.17175066312997367
002459.SZSE,晶澳科技,yin2,2024-10-25,10:30,True,0.016759776536312998,0.016759776536312998
002459.SZSE,晶澳科技,yang2,2024-10-31,10:15,True,-0.060559006211180266,-0.060559006211180266
002465.SZSE,海格通信,yin2,2026-01-12,10:15,True,0.09999999999999987,0.08909090909090911
002471.SZSE,中超控股,yin2,2025-04-14,09:45,True,0.03039513677811545,0.03039513677811545
002471.SZSE,中超控股,yin2,2026-01-27,09:45,False,-0.05365296803652975,-0.05365296803652975
002471.SZSE,中超控股,yang2,2026-03-05,11:00,True,0.009955752212389646,0.009955752212389646
002478.SZSE,常宝股份,yin2,2025-11-28,10:30,False,-0.060568603213844274,-0.060568603213844274
002481.SZSE,双塔食品,yin2,2024-12-12,14:15,False,-0.13959731543624165,-0.13959731543624165
002491.SZSE,通鼎互联,yin2,2026-02-26,09:45,True,0.01049618320610679,0.01049618320610679
002491.SZSE,通鼎互联,yang2,2026-03-02,10:45,False,0.04978540772532192,0.0858369098712446
002491.SZSE,通鼎互联,yang2,2026-04-07,09:45,True,0.09985528219971052,0.16787264833574533
002491.SZSE,通鼎互联,yin2,2026-04-16,14:45,True,-0.0313700384122918,-0.0313700384122918
002491.SZSE,通鼎互联,yin2,2026-04-20,09:45,True,0.006610576923076872,0.006610576923076872
002491.SZSE,通鼎互联,yin2,2026-06-24,09:45,True,0.03913630229419707,0.03913630229419707
002506.SZSE,协鑫集成,yin2,2024-11-05,10:00,True,0.01501501501501501,0.01501501501501501
002506.SZSE,协鑫集成,yang2,2026-02-04,13:30,True,0.10052910052910069,0.3915343915343916
002513.SZSE,蓝丰生化,yin2,2024-10-31,13:45,True,0.10058027079303677,0.5338491295938104
002515.SZSE,金字火腿,yang2,2026-06-25,10:15,False,-0.059125964010282694,-0.059125964010282694
002519.SZSE,银河电子,yang2,2025-12-11,10:30,True,-0.03924418604651159,-0.03924418604651159
002520.SZSE,日发精机,yang2,2025-02-18,11:30,True,0.054263565891472965,0.054263565891472965
002520.SZSE,日发精机,yang2,2025-02-26,14:00,True,-0.0603248259860788,-0.0603248259860788
002523.SZSE,天桥起重,yin2,2024-12-09,09:45,True,0.10000000000000009,0.026190476190476097
002523.SZSE,天桥起重,yin2,2024-12-13,09:45,True,0.05518763796909498,0.05518763796909498
002524.SZSE,光正眼科,yin2,2025-02-20,09:45,True,0.0,0.0
002524.SZSE,光正眼科,yin2,2025-03-10,09:45,True,-0.03703703703703698,-0.03703703703703698
002529.SZSE,海源复材,yang2,2024-08-14,09:45,True,-0.01279707495429605,-0.01279707495429605
002530.SZSE,金财互联,yin2,2024-11-27,14:30,True,-0.024636058230682933,-0.024636058230682933
002530.SZSE,金财互联,yin2,2024-12-05,10:00,True,0.10040160642570273,0.19879518072289137
002530.SZSE,金财互联,yin2,2025-02-12,11:15,True,-0.04583651642475173,-0.04583651642475173
002536.SZSE,飞龙股份,yin2,2025-01-20,10:30,False,-0.06205923836389271,-0.06205923836389271
002536.SZSE,飞龙股份,yang2,2026-04-20,10:00,True,-0.06005859375,-0.06005859375
002536.SZSE,飞龙股份,yang2,2026-05-08,10:45,True,0.026765113059529222,0.026765113059529222
002546.SZSE,新联电子,yin2,2025-06-10,11:30,False,-0.08385093167701863,-0.08385093167701863
002546.SZSE,新联电子,yin2,2026-01-23,10:15,False,-0.06990881458966558,-0.06990881458966558
002549.SZSE,凯美特气,yin2,2025-08-15,09:45,True,0.027577937649880147,0.027577937649880147
002549.SZSE,凯美特气,yin2,2025-08-28,11:30,True,-0.04653937947494036,-0.04653937947494036
002549.SZSE,凯美特气,yin2,2025-09-03,11:00,False,-0.07947398513436232,-0.07947398513436232
002551.SZSE,尚荣医疗,yin2,2025-08-15,09:45,True,0.045174537987679564,0.045174537987679564
002552.SZSE,宝鼎科技,yang2,2025-01-15,14:45,True,-0.04964114832535871,-0.04964114832535871
002552.SZSE,宝鼎科技,yin2,2025-01-17,10:30,True,-0.03260869565217395,-0.03260869565217395
002552.SZSE,宝鼎科技,yang2,2025-02-11,14:00,False,-0.03823529411764692,-0.03823529411764692
002552.SZSE,宝鼎科技,yang2,2026-07-09,09:45,True,-0.06507592190889377,-0.06507592190889377
002553.SZSE,南方精工,yang2,2024-12-04,10:15,True,0.0383116883116883,0.0383116883116883
002553.SZSE,南方精工,yin2,2025-04-23,10:00,True,0.004368932038834927,0.004368932038834927
002554.SZSE,惠博普,yin2,2026-01-21,11:15,True,0.01980198019801982,0.01980198019801982
002559.SZSE,亚威股份,yin2,2026-07-10,09:45,False,-0.18085106382978733,-0.18085106382978733
002562.SZSE,兄弟科技,yin2,2025-07-09,15:00,False,-0.05434782608695665,-0.05434782608695665
002562.SZSE,兄弟科技,yin2,2025-07-14,10:00,True,0.039936102236421744,0.039936102236421744
002564.SZSE,天沃科技,yin2,2025-04-18,10:30,True,-0.030476190476190546,-0.030476190476190546
002564.SZSE,天沃科技,yin2,2025-04-22,10:15,True,-0.08214285714285718,-0.08214285714285718
002564.SZSE,天沃科技,yin2,2025-04-24,10:15,True,-0.06194690265486735,-0.06194690265486735
002564.SZSE,天沃科技,yin2,2025-04-28,10:00,True,0.046312178387650116,0.046312178387650116
002564.SZSE,天沃科技,yin2,2025-05-14,09:45,False,-0.10423452768729635,-0.10423452768729635
002565.SZSE,顺灏股份,yang2,2026-03-31,09:45,True,-0.018224573780129427,-0.018224573780129427
002565.SZSE,顺灏股份,yin2,2026-04-07,09:45,False,0.028110047846890085,0.028110047846890085
002568.SZSE,百润股份,yang2,2024-11-07,13:15,True,-0.030835424883470797,-0.030835424883470797
002570.SZSE,贝因美,yin2,2024-10-11,09:45,False,-0.05187319884726227,-0.05187319884726227
002570.SZSE,贝因美,yang2,2024-10-18,09:45,True,-0.008746355685131268,-0.008746355685131268
002570.SZSE,贝因美,yin2,2024-10-22,10:45,True,0.03475935828876997,0.03475935828876997
002570.SZSE,贝因美,yang2,2024-10-24,10:00,True,-0.021126760563380254,-0.021126760563380254
002570.SZSE,贝因美,yin2,2024-10-28,10:45,True,0.10021786492374729,0.23965141612200447
002571.SZSE,德力股份,yang2,2025-02-10,14:30,True,0.00427350427350448,0.00427350427350448
002571.SZSE,德力股份,yin2,2026-01-05,09:45,True,-0.009273570324574876,-0.009273570324574876
002574.SZSE,明牌珠宝,yang2,2025-06-04,10:45,False,-0.09857328145265887,-0.09857328145265887
002575.SZSE,群兴玩具,yin2,2026-03-23,11:30,False,-0.022727272727272818,-0.022727272727272818
002575.SZSE,群兴玩具,yin2,2026-04-01,10:00,False,-0.12717391304347825,-0.12717391304347825
002577.SZSE,雷柏科技,yin2,2025-02-11,10:00,True,-0.011288439081354684,-0.011288439081354684
002577.SZSE,雷柏科技,yang2,2025-02-20,09:45,True,0.007815407517677508,0.007815407517677508
002578.SZSE,闽发铝业,yang2,2025-12-01,10:15,True,0.013513513513513375,0.013513513513513375
002578.SZSE,闽发铝业,yin2,2025-12-05,10:00,True,0.10080645161290325,0.012096774193548265
002579.SZSE,中京电子,yin2,2026-07-09,09:45,True,-0.017718715393133966,-0.017718715393133966
002579.SZSE,中京电子,yang2,2026-08-07,13:15,False,-0.03263707571801566,-0.03263707571801566
002579.SZSE,中京电子,yin2,2026-08-20,09:45,True,-0.028122956180510084,-0.028122956180510084
002582.SZSE,好想你,yin2,2025-01-21,14:15,True,0.003039513677811634,0.003039513677811634
002583.SZSE,海能达,yin2,2024-12-16,14:00,True,-0.06599552572706935,-0.06599552572706935
002583.SZSE,海能达,yin2,2024-12-18,10:00,True,-0.007621121393576513,-0.007621121393576513
002583.SZSE,海能达,yin2,2025-05-08,14:15,True,-0.004665629860031051,-0.004665629860031051
002584.SZSE,西陇科学,yang2,2026-07-02,11:00,True,-0.09545454545454557,-0.09545454545454557
002584.SZSE,西陇科学,yin2,2026-07-07,09:45,False,-0.06990291262135928,-0.06990291262135928
002585.SZSE,双星新材,yin2,2026-07-07,09:45,True,-0.08970976253298146,-0.08970976253298146
002589.SZSE,瑞康医药,yin2,2026-08-12,13:15,True,0.04507042253521121,0.04507042253521121
002589.SZSE,瑞康医药,yin2,2026-08-20,10:00,False,-0.09659090909090906,-0.09659090909090906
002589.SZSE,瑞康医药,yin2,2026-09-01,13:45,True,-0.04571428571428571,-0.04571428571428571
002596.SZSE,海南瑞泽,yin2,2024-08-19,10:30,True,0.025641025641025772,0.025641025641025772
002596.SZSE,海南瑞泽,yin2,2024-12-11,13:15,True,0.03243243243243232,0.03243243243243232
002596.SZSE,海南瑞泽,yang2,2024-12-27,10:15,True,0.04571428571428582,0.04571428571428582
002596.SZSE,海南瑞泽,yin2,2025-12-10,10:30,True,-0.0030674846625766694,-0.0030674846625766694
002600.SZSE,领益智造,yang2,2025-08-25,10:45,True,0.10029498525073732,0.08997050147492613
002600.SZSE,领益智造,yin2,2025-08-28,14:45,True,-0.04428044280442822,-0.04428044280442822
002600.SZSE,领益智造,yin2,2025-09-22,10:00,False,-0.01555411535968898,-0.01555411535968898
002605.SZSE,姚记科技,yin2,2024-11-26,09:45,False,0.006406345332519825,-0.021354484441732824
002607.SZSE,中公教育,yin2,2024-10-14,14:00,True,-0.01724137931034475,-0.01724137931034475
002607.SZSE,中公教育,yin2,2024-10-31,10:30,True,0.0060975609756097615,0.0060975609756097615
002607.SZSE,中公教育,yin2,2024-12-16,11:00,True,-0.032710280373831946,-0.032710280373831946
002611.SZSE,东方精工,yin2,2025-01-14,10:45,True,0.04020979020979021,0.04020979020979021
002611.SZSE,东方精工,yang2,2025-01-23,10:30,False,-0.044635865309318734,-0.044635865309318734
002611.SZSE,东方精工,yang2,2025-08-13,14:00,True,0.01264488935721797,0.01264488935721797
002611.SZSE,东方精工,yang2,2025-08-25,10:15,True,-0.030168150346191913,-0.030168150346191913
002613.SZSE,北玻股份,yin2,2026-06-30,09:45,False,-0.07785888077858882,-0.07785888077858882
002617.SZSE,露笑科技,yang2,2025-01-20,10:00,False,-0.0298879202988791,-0.0298879202988791
002622.SZSE,皓宸医疗,yang2,2024-09-30,10:15,True,0.101010101010101,0.11111111111111116
002622.SZSE,皓宸医疗,yin2,2024-10-22,10:00,True,0.024271844660194164,0.024271844660194164
002622.SZSE,皓宸医疗,yin2,2024-10-24,09:45,True,0.030172413793103647,0.030172413793103647
002622.SZSE,皓宸医疗,yin2,2025-03-10,09:45,True,-0.018750000000000044,-0.018750000000000044
002623.SZSE,亚玛顿,yang2,2026-02-04,10:15,True,-0.056219255094870024,-0.056219255094870024
002625.SZSE,光启技术,yin2,2024-10-15,10:00,False,-0.07221502590673579,-0.07221502590673579
002625.SZSE,光启技术,yang2,2024-10-21,09:45,True,0.0029850746268655914,0.0029850746268655914
002625.SZSE,光启技术,yin2,2024-10-23,09:45,True,-0.06025577963600581,-0.06025577963600581
002625.SZSE,光启技术,yang2,2024-11-05,13:15,True,0.061215370866845475,0.061215370866845475
002629.SZSE,仁智股份,yin2,2025-01-10,09:45,True,0.017676767676767735,0.017676767676767735
002629.SZSE,仁智股份,yang2,2025-01-24,13:30,True,-0.09958506224066399,-0.09958506224066399
002629.SZSE,仁智股份,yang2,2026-03-17,11:00,True,0.007173601147776099,0.007173601147776099
002631.SZSE,德尔未来,yang2,2026-06-30,09:45,True,0.016829052258636068,0.016829052258636068
002636.SZSE,金安国纪,yang2,2026-02-11,09:45,False,-0.04169714703730798,-0.04169714703730798
002639.SZSE,雪人集团,yang2,2025-06-05,14:30,False,-0.036594473487677415,-0.036594473487677415
002639.SZSE,雪人集团,yin2,2026-01-22,13:15,True,0.02852128126371234,0.02852128126371234
002640.SZSE,跨境通,yang2,2024-11-05,10:00,False,0.0,0.0
002640.SZSE,跨境通,yin2,2024-11-27,10:00,True,0.10129870129870122,0.7714285714285714
002640.SZSE,跨境通,yang2,2026-05-11,14:45,True,-0.04625550660792954,-0.04625550660792954
002640.SZSE,跨境通,yin2,2026-05-28,10:30,True,-0.01808785529715773,-0.01808785529715773
002645.SZSE,华宏科技,yin2,2025-08-15,09:45,True,0.09986595174262747,0.11796246648793574
002645.SZSE,华宏科技,yang2,2026-05-11,10:15,False,-0.04548472775564416,-0.04548472775564416
002645.SZSE,华宏科技,yang2,2026-05-20,14:15,True,-0.05579541680504818,-0.05579541680504818
002645.SZSE,华宏科技,yang2,2026-05-25,11:00,True,0.01939318110728827,0.01939318110728827
002647.SZSE,仁东控股,yang2,2024-09-05,09:45,True,-0.02844638949671774,-0.02844638949671774
002649.SZSE,博彦科技,yang2,2024-10-31,13:15,True,-0.09831254585473237,-0.09831254585473237
002651.SZSE,利君股份,yin2,2024-11-08,09:45,True,0.040791100123609425,0.040791100123609425
002651.SZSE,利君股份,yang2,2026-08-24,10:00,True,-0.03252032520325199,-0.03252032520325199
002651.SZSE,利君股份,yang2,2026-09-02,10:00,False,-0.10259067357512952,-0.10259067357512952
002652.SZSE,扬子新材,yin2,2026-05-22,10:15,False,-0.010687022900763288,-0.010687022900763288
002655.SZSE,共达电声,yin2,2025-03-25,13:45,False,-0.023929471032745675,-0.023929471032745675
002655.SZSE,共达电声,yin2,2025-03-31,10:00,True,-0.01810500905250456,-0.01810500905250456
002655.SZSE,共达电声,yang2,2026-05-21,10:15,False,-0.033590308370044064,-0.033590308370044064
002655.SZSE,共达电声,yang2,2026-05-28,15:00,False,-0.05260696750058447,-0.05260696750058447
002657.SZSE,中科金财,yang2,2024-10-28,13:15,True,0.09976247030878849,0.05581947743467941
002657.SZSE,中科金财,yin2,2024-10-31,13:45,True,-0.025051124744376208,-0.025051124744376208
