vt_symbol,name,g2,n1_date,touch,seal,ret_d1,ret_bw
000006.SZSE,深振业Ａ,yin2,2025-10-21,11:15,True,-0.006807866868381196,-0.006807866868381196
000011.SZSE,深物业A,yin2,2025-08-14,09:45,False,-0.09784560143626564,-0.09784560143626564
000012.SZSE,南 玻Ａ,yang2,2026-06-16,09:45,True,0.02433628318584069,0.02433628318584069
000012.SZSE,南 玻Ａ,yin2,2026-06-22,10:15,True,-0.01268498942917562,-0.01268498942917562
000017.SZSE,深中华A,yang2,2026-07-09,10:15,False,-0.10194902548725637,-0.10194902548725637
000017.SZSE,深中华A,yang2,2026-07-23,10:00,True,0.021126760563380254,0.021126760563380254
000020.SZSE,深华发Ａ,yin2,2024-09-09,10:15,True,0.10040160642570273,-0.009638554216867434
000020.SZSE,深华发Ａ,yang2,2024-09-19,14:45,True,-0.014032496307237796,-0.014032496307237796
000021.SZSE,深科技,yang2,2024-11-11,15:00,True,-0.04015378043571127,-0.04015378043571127
000029.SZSE,深深房Ａ,yang2,2024-10-24,10:30,False,-0.013207547169811429,-0.013207547169811429
000029.SZSE,深深房Ａ,yang2,2024-10-31,09:45,True,-0.059312638580931276,-0.059312638580931276
000029.SZSE,深深房Ａ,yin2,2026-06-09,10:00,True,0.0998370008149958,0.03748981255093731
000029.SZSE,深深房Ａ,yin2,2026-06-16,10:45,True,0.034395365677045486,0.034395365677045486
000032.SZSE,深桑达Ａ,yang2,2025-03-12,13:45,False,-0.06813996316758741,-0.06813996316758741
000034.SZSE,神州数码,yang2,2025-02-13,13:45,False,0.0714430277271807,0.09734871483505358
000034.SZSE,神州数码,yang2,2025-02-14,10:15,True,0.0241783150736683,0.0241783150736683
000035.SZSE,中国天楹,yin2,2026-03-06,10:15,False,-0.05378973105134466,-0.05378973105134466
000035.SZSE,中国天楹,yin2,2026-03-24,09:45,True,0.013404825737265424,0.013404825737265424
000036.SZSE,华联控股,yin2,2026-02-25,11:15,True,-0.06260296540362431,-0.06260296540362431
000037.SZSE,深南电A,yang2,2026-08-03,10:00,True,0.001984126984126977,0.001984126984126977
000039.SZSE,中集集团,yang2,2026-02-26,14:45,False,-0.004424778761061954,-0.004424778761061954
000058.SZSE,深 赛 格,yin2,2024-09-06,10:45,False,0.040764331210191074,-0.06369426751592355
000061.SZSE,农 产 品,yang2,2025-09-10,10:45,True,-0.006465517241379226,-0.006465517241379226
000062.SZSE,深圳华强,yang2,2025-05-06,13:45,True,0.025550035486160416,0.025550035486160416
000062.SZSE,深圳华强,yin2,2026-05-11,10:30,True,-0.043489383474034304,-0.043489383474034304
000065.SZSE,北方国际,yin2,2025-02-24,09:45,True,-0.018578352180937063,-0.018578352180937063
000068.SZSE,华控赛格,yang2,2024-09-04,10:00,False,-0.10355029585798825,-0.10355029585798825
000068.SZSE,华控赛格,yang2,2024-09-10,09:45,True,-0.04088050314465419,-0.04088050314465419
000068.SZSE,华控赛格,yang2,2026-07-01,09:45,True,-0.041800643086816636,-0.041800643086816636
000070.SZSE,特发信息,yang2,2025-08-25,10:00,True,0.09990485252140835,0.050428163653663205
000070.SZSE,特发信息,yang2,2025-09-12,09:45,True,-0.004336513443191636,-0.004336513443191636
000096.SZSE,广聚能源,yin2,2025-02-20,14:15,True,-0.06392132759680391,-0.06392132759680391
000096.SZSE,广聚能源,yin2,2025-02-24,10:00,True,0.10029850746268654,0.31343283582089554
000099.SZSE,中信海直,yin2,2024-11-18,15:00,True,0.028502747252747263,0.028502747252747263
000156.SZSE,华数传媒,yin2,2025-02-21,09:45,False,-0.06695464362850967,-0.06695464362850967
000158.SZSE,常山北明,yang2,2025-02-24,14:45,True,0.025482344375682642,0.025482344375682642
000421.SZSE,南京公用,yin2,2024-12-26,09:45,True,0.10030864197530853,0.13425925925925908
000428.SZSE,华天酒店,yin2,2026-09-04,10:00,True,,
000430.SZSE,张家界,yang2,2024-10-29,10:00,False,-0.0041899441340782495,-0.0041899441340782495
000503.SZSE,国新健康,yang2,2024-10-23,10:45,True,-0.04246411483253576,-0.04246411483253576
000506.SZSE,招金黄金,yang2,2025-06-30,09:45,False,-0.0641025641025641,-0.0641025641025641
000506.SZSE,招金黄金,yin2,2026-07-02,10:45,True,0.09992069785884228,0.03965107057890571
000506.SZSE,招金黄金,yang2,2026-07-22,11:30,True,0.009984639016897168,0.009984639016897168
000506.SZSE,招金黄金,yang2,2026-07-30,09:45,False,0.03862660944205998,0.05221745350500728
000509.SZSE,华塑控股,yang2,2026-03-20,10:00,True,-0.09911894273127753,-0.09911894273127753
000510.SZSE,新金路,yin2,2025-06-03,09:45,True,-0.0033167495854063977,-0.0033167495854063977
000514.SZSE,渝 开 发,yin2,2025-04-22,10:30,False,-0.12076271186440668,-0.12076271186440668
000514.SZSE,渝 开 发,yin2,2025-04-24,09:45,True,0.05908096280087527,0.05908096280087527
000514.SZSE,渝 开 发,yang2,2025-05-07,09:45,False,-0.061855670103092786,-0.061855670103092786
000516.SZSE,国际医学,yang2,2026-01-13,10:15,True,0.09946714031971582,-0.010657193605683735
000518.SZSE,四环生物,yang2,2024-11-21,10:45,False,-0.04802259887005644,-0.04802259887005644
000520.SZSE,凤凰航运,yin2,2026-06-15,09:45,True,0.002188183807439792,0.002188183807439792
000520.SZSE,凤凰航运,yang2,2026-07-01,10:00,True,0.10000000000000009,0.10975609756097571
000523.SZSE,红棉股份,yin2,2025-12-26,09:45,True,-0.03456790123456788,-0.03456790123456788
000523.SZSE,红棉股份,yang2,2026-01-20,11:15,True,-0.021226415094339535,-0.021226415094339535
000530.SZSE,冰山冷热,yin2,2024-11-25,14:45,False,-0.03730017761989346,-0.03730017761989346
000530.SZSE,冰山冷热,yin2,2025-12-05,10:00,False,-0.061957868649318515,-0.061957868649318515
000530.SZSE,冰山冷热,yin2,2025-12-17,09:45,False,-0.09310761789600963,-0.09310761789600963
000530.SZSE,冰山冷热,yin2,2025-12-30,11:00,True,-0.02659574468085102,-0.02659574468085102
000533.SZSE,顺钠股份,yin2,2025-11-13,10:00,True,-0.10028929604628734,-0.10028929604628734
000533.SZSE,顺钠股份,yang2,2026-08-26,11:15,True,0.004306632213608941,0.004306632213608941
000534.SZSE,万泽股份,yin2,2025-08-08,13:15,True,-0.008695652173912993,-0.008695652173912993
000534.SZSE,万泽股份,yin2,2026-04-01,10:00,True,-0.015649050795279562,-0.015649050795279562
000536.SZSE,华映科技,yang2,2025-02-25,09:45,True,0.03691275167785224,0.03691275167785224
000536.SZSE,华映科技,yang2,2025-03-06,11:15,True,-0.053968253968254,-0.053968253968254
000539.SZSE,粤电力Ａ,yang2,2026-04-21,10:30,True,0.025039123630672844,0.025039123630672844
000539.SZSE,粤电力Ａ,yin2,2026-04-23,13:30,False,-0.09015256588072129,-0.09015256588072129
000545.SZSE,金浦钛业,yin2,2026-02-27,09:45,False,-0.05691056910569103,-0.05691056910569103
000545.SZSE,金浦钛业,yin2,2026-03-06,10:00,True,-0.03466666666666662,-0.03466666666666662
000545.SZSE,金浦钛业,yin2,2026-03-11,10:30,True,0.02872062663185382,0.02872062663185382
000551.SZSE,创元科技,yin2,2024-10-18,10:45,True,0.02421129860601612,0.02421129860601612
000554.SZSE,泰山石油,yin2,2025-06-23,11:00,True,-0.10036275695284147,-0.10036275695284147
000555.SZSE,神州信息,yin2,2024-10-29,10:45,True,-0.039999999999999925,-0.039999999999999925
000555.SZSE,神州信息,yin2,2025-11-03,10:00,True,0.050359712230215736,0.050359712230215736
000559.SZSE,万向钱潮,yin2,2025-10-31,09:45,True,-0.007968127490039945,-0.007968127490039945
000561.SZSE,烽火电子,yang2,2024-10-31,11:30,False,-0.12997347480106103,-0.12997347480106103
000561.SZSE,烽火电子,yin2,2025-06-17,13:45,False,-0.04949494949494948,-0.04949494949494948
000561.SZSE,烽火电子,yin2,2025-06-23,13:15,True,0.03198294243070343,0.03198294243070343
000566.SZSE,海南海药,yang2,2024-10-31,13:15,False,-0.11545623836126628,-0.11545623836126628
000566.SZSE,海南海药,yang2,2024-11-05,10:00,True,0.09925093632958815,0.20786516853932602
000566.SZSE,海南海药,yin2,2026-08-25,10:00,True,0.012072434607645954,0.012072434607645954
000567.SZSE,海德股份,yang2,2024-09-30,13:15,True,0.0997109826589595,0.07658959537572252
000567.SZSE,海德股份,yang2,2024-10-31,13:45,False,0.07450523864959258,0.0372526193247964
000567.SZSE,海德股份,yang2,2024-11-01,13:15,True,-0.034669555796316365,-0.034669555796316365
000571.SZSE,新大洲A,yin2,2026-07-15,10:45,True,-0.03993855606758834,-0.03993855606758834
000572.SZSE,海马汽车,yin2,2025-10-31,09:45,True,0.10000000000000009,0.36363636363636376
000576.SZSE,甘化科工,yang2,2024-12-03,13:30,False,0.010625737898465104,0.010625737898465104
000586.SZSE,汇源通信,yang2,2025-02-26,14:30,False,-0.039999999999999925,-0.039999999999999925
000592.SZSE,平潭发展,yang2,2024-11-07,09:45,True,0.03053435114503822,0.03053435114503822
000592.SZSE,平潭发展,yin2,2025-10-23,14:30,True,0.09927360774818417,0.5593220338983051
000593.SZSE,德龙汇能,yang2,2026-02-25,13:15,True,-0.09999999999999998,-0.09999999999999998
000593.SZSE,德龙汇能,yin2,2026-05-27,14:45,False,-0.07202459376372428,-0.07202459376372428
000595.SZSE,新能股份,yin2,2026-07-22,09:45,True,0.09960159362549792,0.17131474103585664
000599.SZSE,青岛双星,yin2,2024-11-11,10:15,True,0.0017421602787455193,0.0017421602787455193
000601.SZSE,韶能股份,yin2,2025-04-14,09:45,True,0.10035842293906794,0.05555555555555558
000601.SZSE,韶能股份,yin2,2025-04-24,11:15,True,0.09984152139461178,0.08716323296355011
000601.SZSE,韶能股份,yin2,2026-05-27,10:15,True,-0.0024875621890546595,-0.0024875621890546595
000601.SZSE,韶能股份,yin2,2026-06-02,10:30,True,0.034482758620689724,0.034482758620689724
000601.SZSE,韶能股份,yin2,2026-07-06,10:15,False,-0.09228650137741046,-0.09228650137741046
000603.SZSE,盛达资源,yang2,2026-01-28,13:45,True,0.007728894173602896,0.007728894173602896
000603.SZSE,盛达资源,yin2,2026-07-21,14:15,True,0.09990253411306038,0.20857699805068242
000608.SZSE,阳光股份,yin2,2024-11-18,09:45,True,-0.011320754716981019,-0.011320754716981019
000608.SZSE,阳光股份,yang2,2024-12-06,09:45,True,-0.013651877133105783,-0.013651877133105783
000617.SZSE,中油资本,yin2,2024-10-31,14:30,False,-0.10244988864142535,-0.10244988864142535
000617.SZSE,中油资本,yang2,2024-11-05,14:00,False,-0.01666666666666672,-0.01666666666666672
000617.SZSE,中油资本,yin2,2025-08-27,11:30,False,0.0007668711656443339,0.0007668711656443339
000617.SZSE,中油资本,yang2,2025-09-11,11:00,False,-0.029616724738675937,-0.029616724738675937
000620.SZSE,盈新发展,yang2,2025-05-07,09:45,False,-0.05978260869565222,-0.05978260869565222
000620.SZSE,盈新发展,yin2,2025-12-15,10:15,True,0.0,0.0
000620.SZSE,盈新发展,yin2,2026-01-16,13:30,True,0.06547619047619047,0.06547619047619047
000620.SZSE,盈新发展,yang2,2026-07-10,09:45,True,-0.07438016528925617,-0.07438016528925617
000626.SZSE,远大控股,yin2,2024-10-28,11:30,True,-0.002962962962962945,-0.002962962962962945
000626.SZSE,远大控股,yin2,2024-12-05,11:00,True,0.011315417256011262,0.011315417256011262
000633.SZSE,合金投资,yin2,2025-11-18,10:30,True,0.03136308805790122,0.03136308805790122
000633.SZSE,合金投资,yin2,2025-11-28,10:30,True,-0.014002333722287208,-0.014002333722287208
000636.SZSE,风华高科,yang2,2026-05-28,09:45,True,0.09025493421052633,0.09025493421052633
000636.SZSE,风华高科,yin2,2026-06-09,11:00,True,-0.02079240340536992,-0.02079240340536992
000636.SZSE,风华高科,yin2,2026-06-11,10:00,False,-0.10138318893448861,-0.10138318893448861
000636.SZSE,风华高科,yin2,2026-06-15,10:15,True,0.08580655082269728,0.08580655082269728
000652.SZSE,泰达股份,yin2,2024-10-14,13:30,True,-0.05714285714285716,-0.05714285714285716
000652.SZSE,泰达股份,yang2,2024-10-28,09:45,True,0.03655913978494629,0.03655913978494629
000657.SZSE,中钨高新,yin2,2025-11-05,14:45,True,0.001996007984031989,0.001996007984031989
000659.SZSE,珠海中富,yin2,2026-01-27,15:00,True,-0.006085192697768638,-0.006085192697768638
000668.SZSE,荣丰控股,yin2,2026-07-29,13:30,True,-0.06354679802955665,-0.06354679802955665
000668.SZSE,荣丰控股,yin2,2026-08-10,11:15,False,-0.011595547309833032,-0.011595547309833032
000668.SZSE,荣丰控股,yang2,2026-08-13,09:45,False,-0.03986710963455142,-0.03986710963455142
000670.SZSE,盈方微,yang2,2024-11-08,13:30,True,0.09959623149394359,0.11843876177658164
000670.SZSE,盈方微,yang2,2024-11-28,10:30,True,0.0234375,0.0234375
000676.SZSE,智度股份,yin2,2024-10-21,11:15,True,0.10030395136778125,0.10739614994934144
000678.SZSE,襄阳轴承,yang2,2024-09-06,09:45,True,0.04545454545454519,0.04545454545454519
000678.SZSE,襄阳轴承,yang2,2024-09-13,14:15,True,-0.04526748971193428,-0.04526748971193428
000678.SZSE,襄阳轴承,yin2,2024-09-19,10:30,True,-0.023529411764705688,-0.023529411764705688
000679.SZSE,大连友谊,yin2,2024-08-28,09:45,False,-0.07333333333333336,-0.07333333333333336
000679.SZSE,大连友谊,yin2,2024-08-30,13:15,True,-0.02614379084967322,-0.02614379084967322
000679.SZSE,大连友谊,yang2,2024-11-29,15:00,True,0.08377896613190727,0.08377896613190727
000679.SZSE,大连友谊,yang2,2024-12-11,11:30,True,0.05572289156626509,0.05572289156626509
000679.SZSE,大连友谊,yin2,2025-01-13,13:15,True,0.0996441281138789,0.15658362989323837
000679.SZSE,大连友谊,yin2,2025-02-17,15:00,False,0.0044709388971684305,0.0044709388971684305
000679.SZSE,大连友谊,yang2,2026-07-16,11:15,False,-0.0636645962732919,-0.0636645962732919
000681.SZSE,视觉中国,yang2,2025-03-06,11:30,True,-0.042601749714720305,-0.042601749714720305
000681.SZSE,视觉中国,yin2,2026-01-29,10:15,False,-0.07995810055865915,-0.07995810055865915
000681.SZSE,视觉中国,yang2,2026-02-10,11:30,True,-0.040013119055427926,-0.040013119055427926
000686.SZSE,东北证券,yang2,2024-10-29,09:45,False,-0.07949308755760365,-0.07949308755760365
000686.SZSE,东北证券,yin2,2024-10-31,11:15,False,-0.021615472127417434,-0.021615472127417434
000688.SZSE,国城矿业,yin2,2025-11-13,10:15,True,0.03403034030340302,0.03403034030340302
000695.SZSE,滨海能源,yin2,2024-11-20,10:30,True,0.05993930197268593,0.05993930197268593
000700.SZSE,模塑科技,yang2,2025-08-20,10:15,True,-0.08357348703170042,-0.08357348703170042
000700.SZSE,模塑科技,yang2,2026-01-06,10:30,False,-0.05471698113207557,-0.05471698113207557
000700.SZSE,模塑科技,yin2,2026-01-21,11:15,True,-0.037637897469175896,-0.037637897469175896
000700.SZSE,模塑科技,yin2,2026-06-15,10:00,True,0.017045454545454586,0.017045454545454586
000700.SZSE,模塑科技,yin2,2026-06-26,10:00,False,-0.09293193717277481,-0.09293193717277481
000701.SZSE,厦门信达,yang2,2025-06-12,11:15,True,0.003968253968253954,0.003968253968253954
000710.SZSE,贝瑞基因,yin2,2025-02-14,09:45,True,0.09965635738831624,-0.010309278350515538
000710.SZSE,贝瑞基因,yin2,2025-03-06,14:45,True,0.027909738717339705,0.027909738717339705
000720.SZSE,新能泰山,yin2,2026-05-28,09:45,True,0.041420118343195256,0.041420118343195256
000722.SZSE,湖南发展,yang2,2025-04-25,14:30,True,0.013867488443759513,0.013867488443759513
000725.SZSE,京东方Ａ,yang2,2026-05-26,13:45,False,-0.01379310344827589,-0.01379310344827589
000725.SZSE,京东方Ａ,yang2,2026-06-17,10:00,True,-0.023845007451564815,-0.023845007451564815
000733.SZSE,振华科技,yang2,2024-10-21,13:15,False,-0.040325707638619535,-0.040325707638619535
000735.SZSE,罗 牛 山,yin2,2026-09-04,11:15,True,,
000736.SZSE,中交发展,yin2,2024-09-25,09:45,False,-0.09999999999999998,-0.08333333333333326
000736.SZSE,中交发展,yin2,2024-10-16,11:15,True,-0.0716134598792062,-0.0716134598792062
000751.SZSE,锌业股份,yin2,2026-02-27,10:00,False,0.07112970711297062,0.07112970711297062
000753.SZSE,漳州发展,yang2,2025-11-04,09:45,True,0.10000000000000009,-0.009782608695652173
000753.SZSE,漳州发展,yin2,2025-11-28,14:00,True,0.015116279069767424,0.015116279069767424
000759.SZSE,中百集团,yang2,2026-06-22,10:45,False,-0.05950653120464433,-0.05950653120464433
000759.SZSE,中百集团,yin2,2026-06-29,10:30,True,0.006339144215530945,0.006339144215530945
000767.SZSE,晋控电力,yang2,2026-04-21,13:15,False,-0.04640371229698359,-0.04640371229698359
000767.SZSE,晋控电力,yang2,2026-05-29,09:45,True,0.10035842293906794,0.09498207885304666
000783.SZSE,长江证券,yin2,2026-05-11,14:15,False,-0.011061946902654829,-0.011061946902654829
000783.SZSE,长江证券,yin2,2026-06-25,10:30,True,-0.03842364532019715,-0.03842364532019715
000783.SZSE,长江证券,yang2,2026-07-01,13:30,False,-0.06337371854613227,-0.06337371854613227
000788.SZSE,北大医药,yang2,2026-04-15,13:30,True,-0.016248153618906858,-0.016248153618906858
000803.SZSE,山高环能,yin2,2024-11-15,11:00,True,0.009765625,0.009765625
000803.SZSE,山高环能,yang2,2024-11-22,09:45,True,0.10053859964093359,0.019748653500897495
000803.SZSE,山高环能,yang2,2024-11-28,09:45,True,-0.019736842105263164,-0.019736842105263164
000811.SZSE,冰轮环境,yin2,2026-08-17,13:45,True,-0.031492570414726084,-0.031492570414726084
000815.SZSE,美利云,yin2,2026-04-16,09:45,True,-0.0274651058081945,-0.0274651058081945
000818.SZSE,航锦科技,yin2,2026-05-22,13:15,True,0.016169154228855787,0.016169154228855787
000819.SZSE,岳阳兴长,yin2,2025-10-21,13:45,False,-0.04376590330788799,-0.04376590330788799
000820.SZSE,神雾节能,yin2,2025-01-21,10:00,True,-0.06516290726817053,-0.06516290726817053
000859.SZSE,国风新材,yang2,2025-12-23,10:00,True,-0.004734848484848508,-0.004734848484848508
000860.SZSE,顺鑫农业,yang2,2024-10-08,09:45,False,-0.15586769370185782,-0.15586769370185782
000863.SZSE,三湘印象,yin2,2024-12-18,14:30,True,-0.09788867562380033,-0.09788867562380033
000863.SZSE,三湘印象,yin2,2025-12-26,10:45,True,0.08525754884547077,0.08525754884547077
000877.SZSE,天山股份,yin2,2025-08-08,13:45,True,0.07758620689655182,0.07758620689655182
000880.SZSE,潍柴重机,yin2,2024-12-25,09:45,True,0.09976247030878849,0.13420427553444192
000880.SZSE,潍柴重机,yin2,2025-01-07,09:45,True,0.04162042175360714,0.04162042175360714
000880.SZSE,潍柴重机,yang2,2025-01-20,09:45,True,0.10000000000000009,0.0843902439024391
000880.SZSE,潍柴重机,yin2,2025-02-14,14:45,True,0.06950477845351877,0.06950477845351877
000880.SZSE,潍柴重机,yin2,2026-02-03,13:15,False,-0.03896801934963723,-0.03896801934963723
000882.SZSE,华联股份,yin2,2025-01-02,10:00,True,0.10043668122270732,-0.008733624454148492
000882.SZSE,华联股份,yang2,2025-01-08,11:15,True,-0.004098360655737654,-0.004098360655737654
000882.SZSE,华联股份,yin2,2025-01-20,10:30,True,0.1015625,0.3203125
000889.SZSE,中嘉博创,yin2,2026-05-28,09:45,True,-0.0604651162790697,-0.0604651162790697
000889.SZSE,中嘉博创,yang2,2026-08-06,10:15,False,-0.07656612529002316,-0.07656612529002316
000892.SZSE,欢瑞世纪,yin2,2025-06-26,10:00,True,0.012500000000000178,0.012500000000000178
000892.SZSE,欢瑞世纪,yin2,2025-07-03,09:45,True,-0.006237006237006071,-0.006237006237006071
000892.SZSE,欢瑞世纪,yin2,2025-11-21,09:45,True,0.0997267759562841,0.1994535519125682
000892.SZSE,欢瑞世纪,yang2,2026-07-29,09:45,True,-0.045584045584045496,-0.045584045584045496
000892.SZSE,欢瑞世纪,yin2,2026-08-04,14:00,True,-0.01918465227817745,-0.01918465227817745
000901.SZSE,航天科技,yin2,2025-08-08,09:45,True,0.10029498525073732,0.12979351032448383
000901.SZSE,航天科技,yin2,2025-08-13,09:45,True,0.04508780256288558,0.04508780256288558
000901.SZSE,航天科技,yang2,2025-12-16,14:00,False,-0.10486891385767794,-0.10486891385767794
000905.SZSE,厦门港务,yin2,2025-04-09,15:00,True,0.05078125,0.05078125
000908.SZSE,石药景峰,yang2,2026-07-15,10:00,True,-0.002666666666666595,-0.002666666666666595
000919.SZSE,金陵药业,yin2,2026-04-15,10:00,True,0.004842615012106588,0.004842615012106588
000920.SZSE,沃顿科技,yin2,2026-07-16,09:45,True,-0.010600706713780994,-0.010600706713780994
000925.SZSE,众合科技,yin2,2024-12-26,11:15,True,-0.02541436464088398,-0.02541436464088398
000927.SZSE,中国铁物,yin2,2026-03-31,09:45,True,-0.050898203592814384,-0.050898203592814384
000927.SZSE,中国铁物,yin2,2026-04-10,09:45,False,-0.07207207207207211,-0.07207207207207211
000936.SZSE,华西股份,yang2,2024-10-28,09:45,True,-0.033333333333333326,-0.033333333333333326
000948.SZSE,南天信息,yin2,2024-09-19,10:45,True,0.1002967359050444,0.13887240356083086
000948.SZSE,南天信息,yang2,2024-09-30,14:00,True,0.09994711792702282,0.1306187202538338
000948.SZSE,南天信息,yin2,2024-10-30,10:00,True,0.0360777058279369,0.0360777058279369
000950.SZSE,重药控股,yin2,2025-12-15,11:15,True,-0.030927835051546393,-0.030927835051546393
000953.SZSE,中哲精化,yin2,2024-11-25,10:00,True,0.10017889087656529,0.1520572450805009
000953.SZSE,中哲精化,yang2,2024-12-09,09:45,True,0.01984732824427482,0.01984732824427482
000953.SZSE,中哲精化,yang2,2025-04-11,14:45,True,0.0421245421245422,0.0421245421245422
000953.SZSE,中哲精化,yang2,2025-04-24,09:45,True,-0.004792332268370503,-0.004792332268370503
000955.SZSE,欣龙控股,yin2,2024-12-05,10:00,True,0.04849498327759183,0.04849498327759183
000955.SZSE,欣龙控股,yin2,2024-12-11,13:30,False,-0.058119658119658135,-0.058119658119658135
000955.SZSE,欣龙控股,yin2,2025-11-11,10:00,False,-0.0572625698324023,-0.0572625698324023
000955.SZSE,欣龙控股,yang2,2025-11-14,09:45,True,0.03658536585365857,0.03658536585365857
000955.SZSE,欣龙控股,yin2,2025-11-18,13:15,True,-0.06888361045130642,-0.06888361045130642
000962.SZSE,东方钽业,yin2,2026-02-25,13:15,True,0.0717069368667187,0.0717069368667187
000962.SZSE,东方钽业,yang2,2026-08-27,11:00,True,0.0029539530842745965,0.0029539530842745965
000967.SZSE,盈峰环境,yang2,2025-03-18,11:00,True,-0.027859237536656978,-0.027859237536656978
000967.SZSE,盈峰环境,yin2,2026-05-13,15:00,False,-0.06496062992125984,-0.06496062992125984
000968.SZSE,蓝焰控股,yin2,2026-03-19,13:45,True,0.04994903160040787,0.04994903160040787
000969.SZSE,安泰科技,yin2,2025-11-13,14:30,False,-0.09442870632672329,-0.09442870632672329
000969.SZSE,安泰科技,yin2,2026-01-14,09:45,False,-0.11439588688946023,-0.11439588688946023
000977.SZSE,浪潮信息,yin2,2026-07-20,09:45,False,0.04134366925064592,0.04134366925064592
000980.SZSE,众泰汽车,yang2,2025-09-12,10:00,True,-0.029490616621983934,-0.029490616621983934
000980.SZSE,众泰汽车,yang2,2025-09-30,13:15,False,-0.0027548209366390353,-0.0027548209366390353
000980.SZSE,众泰汽车,yin2,2025-10-13,10:00,True,-0.09090909090909083,-0.09090909090909083
000980.SZSE,众泰汽车,yang2,2026-05-11,09:45,False,-0.055172413793103336,-0.055172413793103336
000980.SZSE,众泰汽车,yang2,2026-05-25,10:00,True,-0.0035211267605632646,-0.0035211267605632646
000981.SZSE,山子高科,yin2,2025-01-16,09:45,False,-0.0634920634920636,-0.0634920634920636
000981.SZSE,山子高科,yin2,2025-02-05,14:45,False,-0.03139013452914796,-0.03139013452914796
000981.SZSE,山子高科,yang2,2025-09-12,10:15,True,0.10108303249097461,0.3971119133574008
000981.SZSE,山子高科,yang2,2025-12-30,10:15,True,0.032258064516129004,0.032258064516129004
000981.SZSE,山子高科,yin2,2026-01-14,09:45,True,-0.10052910052910058,-0.10052910052910058
000987.SZSE,越秀资本,yin2,2024-10-14,13:30,True,-0.05442176870748294,-0.05442176870748294
000987.SZSE,越秀资本,yang2,2024-10-31,10:15,False,-0.03643216080402012,-0.03643216080402012
000987.SZSE,越秀资本,yang2,2024-11-05,10:30,False,-0.04816513761467889,-0.04816513761467889
001202.SZSE,炬申股份,yin2,2025-09-19,09:45,False,-0.08006448146157974,-0.08006448146157974
001202.SZSE,炬申股份,yin2,2026-01-21,10:00,True,0.10004952947003454,0.00544824170381375
001210.SZSE,金房能源,yang2,2026-06-01,09:45,True,0.0999701581617427,0.0713219934347955
001210.SZSE,金房能源,yin2,2026-06-26,09:45,True,-0.05791019723038182,-0.05791019723038182
001211.SZSE,双枪科技,yang2,2026-05-11,11:30,True,0.10004108463434669,0.08278553820870993
001212.SZSE,中旗新材,yin2,2025-05-14,10:15,True,0.010214811476641161,0.010214811476641161
001212.SZSE,中旗新材,yin2,2025-05-16,13:15,False,-0.02933225195998923,-0.02933225195998923
001221.SZSE,悍高集团,yin2,2025-09-24,14:15,True,-0.012816861293079018,-0.012816861293079018
001223.SZSE,欧克科技,yin2,2026-08-07,09:45,True,-0.05392275929074564,-0.05392275929074564
001225.SZSE,和泰机电,yin2,2026-01-12,10:15,True,-0.03631871525633101,-0.03631871525633101
001229.SZSE,魅视科技,yin2,2026-07-07,09:45,True,0.09994848016486357,0.171303451828954
001229.SZSE,魅视科技,yang2,2026-07-22,10:00,False,-0.05841924398625431,-0.05841924398625431
001229.SZSE,魅视科技,yin2,2026-08-03,09:45,True,0.10005717552887372,0.20983419096626665
001229.SZSE,魅视科技,yang2,2026-08-17,10:15,True,0.09993425378040754,0.01512163050624582
001255.SZSE,博菲电气,yang2,2024-12-09,13:30,False,-0.10452289023717598,-0.10452289023717598
001257.SZSE,盛龙股份,yang2,2026-06-11,09:45,True,0.09992069785884228,0.2973830293417923
001258.SZSE,立新能源,yin2,2025-04-03,10:30,True,-0.0683156654888104,-0.0683156654888104
001258.SZSE,立新能源,yin2,2026-08-26,13:15,True,0.01775147928994092,0.01775147928994092
001258.SZSE,立新能源,yin2,2026-09-04,10:15,False,,
001266.SZSE,宏英智能,yang2,2025-11-19,15:00,False,-0.08061472094904287,-0.08061472094904287
001266.SZSE,宏英智能,yin2,2026-05-20,14:15,True,-0.004862867146469552,-0.004862867146469552
001267.SZSE,汇绿生态,yin2,2025-10-24,11:30,True,0.09994900560938302,0.115757266700663
001267.SZSE,汇绿生态,yang2,2025-11-06,13:15,True,0.07237189646064457,0.07237189646064457
001269.SZSE,欧晶科技,yang2,2025-05-13,09:45,True,-0.012505042355788532,-0.012505042355788532
001270.SZSE,铖昌科技,yin2,2024-11-04,13:45,True,0.04048582995951411,0.04048582995951411
001296.SZSE,长江材料,yin2,2025-09-04,10:15,True,0.008712121212121282,0.008712121212121282
001296.SZSE,长江材料,yin2,2026-07-14,10:00,False,-0.05175117616309455,-0.05175117616309455
001298.SZSE,好上好,yin2,2024-08-30,09:45,True,0.05186640471512782,0.05186640471512782
001298.SZSE,好上好,yang2,2024-10-08,15:00,True,-0.09988144635447538,-0.09988144635447538
001306.SZSE,夏厦精密,yang2,2025-02-27,10:30,True,-0.07893209518282063,-0.07893209518282063
001306.SZSE,夏厦精密,yang2,2025-03-10,10:30,True,-0.061201984929240894,-0.061201984929240894
001308.SZSE,康冠科技,yang2,2024-12-20,10:45,True,-0.048925129725722716,-0.048925129725722716
001308.SZSE,康冠科技,yin2,2024-12-24,11:30,False,-0.018774353524619203,-0.018774353524619203
