vt_symbol,name,g4,n1_date,h,lim3,vr_d0,vr_d1,gap_d1,bias10,tseg,B,ret_bw,A_B
002418.SZSE,康盛股份,yang4,2025-02-12,2,False,1.0454655398680461,2.2200888038267004,0.03498542274052463,13.238692637834282,早,0.11661807580174921,0.03790087463556846,-0.07871720116618075
002418.SZSE,康盛股份,yang2,2026-04-17,2,False,0.924343988696216,0.2260785732195606,0.10016155088852985,13.08001461454149,早,0.1147011308562198,-0.009693053311793265,-0.12439418416801307
002423.SZSE,中粮资本,yang4,2024-10-29,2,False,1.3403459353218332,2.3529886416825696,0.016577540106951894,11.568522164548622,早,0.13475935828877006,0.14973262032085577,0.01497326203208571
002427.SZSE,尤夫股份,yang4,2025-04-17,3,True,0.8764549947848179,1.0022009828277396,0.01675041876046901,11.17318435754191,早,0.12060301507537696,0.19430485762144056,0.0737018425460636
002432.SZSE,九安医疗,yin2,2026-03-27,2,False,1.063665729863851,1.3958804023730482,-0.010052447552447497,11.93190157037327,午,0.09994172494172493,0.07196969696969702,-0.027972027972027913
002440.SZSE,闰土股份,yin2,2026-02-06,2,False,0.5592822898470129,0.39938327516126354,0.04012112036336113,12.809564474807878,早,0.17562452687358054,0.16426949280847847,-0.011355034065102076
002455.SZSE,百川股份,yang2,2024-04-30,5,True,0.4405897481342451,2.0169163629000333,0.09999999999999987,15.850447604002094,,0.2102272727272727,0.38522727272727253,0.17499999999999982
002457.SZSE,青龙管业,yang2,2024-10-14,3,True,1.2938015050337595,1.064868650995735,-0.0007751937984495916,28.128724672228845,尾,0.11782945736434103,0.1348837209302325,0.01705426356589146
002459.SZSE,晶澳科技,yang2,2024-10-21,2,False,0.8244701503942634,2.476838378539447,0.010610079575596787,10.395314787701327,早,0.1114058355437666,0.17175066312997367,0.06034482758620707
002465.SZSE,海格通信,yin2,2026-01-12,3,True,0.7593622246171279,0.6414471451337297,0.09999999999999987,23.37371018393899,早,0.20999999999999996,0.08909090909090911,-0.12090909090909085
002471.SZSE,中超控股,yin4,2025-05-22,4,True,0.5036459428437492,0.719976641830993,0.08644859813084116,6.361829025844945,早,0.1658878504672896,0.28738317757009324,0.12149532710280364
002474.SZSE,榕基软件,yang2,2024-03-12,2,False,1.3383519324588824,1.7899861366347487,0.04459691252144071,11.259541984732824,,0.18010291595197248,0.13207547169811318,-0.0480274442538593
002491.SZSE,通鼎互联,yang2,2026-04-07,2,False,0.8551611169743369,0.3522266883138368,0.07597684515195358,17.088875709565365,早,0.12807525325615043,0.16787264833574533,0.0397973950795949
002498.SZSE,汉缆股份,yin4,2026-03-04,3,True,0.6958106340513368,0.19670613980267013,0.09717097170971689,9.406540169559952,早,0.17343173431734304,0.22509225092250928,0.05166051660516624
002506.SZSE,协鑫集成,yang2,2026-02-04,4,True,1.7042002452607394,1.3642153000684638,0.060846560846560926,11.143781240811524,午,0.060846560846560926,0.3915343915343916,0.3306878306878307
002513.SZSE,蓝丰生化,yin2,2024-10-31,6,True,1.2534293676560497,1.1324962835885368,0.023210831721470093,13.129102844638973,午,0.09477756286266925,0.5338491295938104,0.4390715667311411
002513.SZSE,蓝丰生化,yin4,2025-10-21,2,False,0.9858148647691746,1.4735853501252332,0.02934537246049662,1.7455213596692554,尾,0.036117381489842115,-0.009029345372460473,-0.04514672686230259
002523.SZSE,天桥起重,yin2,2024-12-09,2,False,0.5341308161060967,0.8468260630724097,0.10000000000000009,21.70385395537524,早,0.09523809523809512,0.026190476190476097,-0.06904761904761902
002530.SZSE,金财互联,yin2,2024-12-05,4,True,1.8395439137391625,0.8263646626201656,0.054216867469879526,10.900790557844342,早,0.20983935742971882,0.19879518072289137,-0.011044176706827447
002535.SZSE,林州重机,yin4,2023-07-12,2,False,0.3922691788940205,1.2042720560444016,0.057731958762886615,4.054923836086677,,0.1670103092783506,0.06597938144329896,-0.10103092783505163
002552.SZSE,宝鼎科技,yin4,2026-05-18,2,False,0.41112034510732476,0.4061553239875152,0.08630447085455573,18.702136235388966,早,0.09026598754951887,0.05829088851160136,-0.03197509903791751
002553.SZSE,南方精工,yin2,2024-03-21,2,False,1.0841810286093454,0.37746861402473325,0.1003062787136293,9.89565802760013,,0.20597243491577322,0.022205206738131533,-0.18376722817764168
002570.SZSE,贝因美,yin2,2024-10-28,3,True,1.3074607798040963,2.0131890204170952,0.10021786492374729,24.694376528117346,中,0.10239651416121998,0.23965141612200447,0.1372549019607845
002578.SZSE,闽发铝业,yin2,2025-12-05,2,False,1.0767845067509945,1.878688933556452,-0.002016129032258007,15.887850467289732,早,0.09677419354838723,0.012096774193548265,-0.08467741935483897
002583.SZSE,海能达,yin4,2024-09-30,3,True,1.4028348791672376,1.113361065993543,0.1004497751124438,32.55166931637519,早,0.11994002998500752,0.1364317841079461,0.016491754122938573
002583.SZSE,海能达,yin4,2024-10-15,2,False,0.6233566718872201,1.053213155380169,-0.019709543568464882,29.291845493562274,早,0.17219917012448138,0.12655601659751015,-0.045643153526971236
002583.SZSE,海能达,yin4,2024-10-18,10,True,1.26086145149848,0.6204430052649934,0.004184100418409997,33.05867943436145,早,0.17154811715481189,1.1238493723849374,0.9523012552301255
002600.SZSE,领益智造,yang2,2025-08-25,2,False,1.2048715840862267,0.9226014984006203,0.0331858407079646,18.24206487617719,中,0.1452802359882004,0.08997050147492613,-0.055309734513274256
002622.SZSE,皓宸医疗,yang2,2024-09-30,2,False,1.0662434397105323,1.6644085836250115,0.101010101010101,19.34900542495479,早,0.08080808080808088,0.11111111111111116,0.030303030303030276
002640.SZSE,跨境通,yang4,2024-09-24,3,True,1.5146185706934712,1.2459139238217116,0.0,3.715170278637747,早,0.11442786069651767,0.20895522388059717,0.0945273631840795
002640.SZSE,跨境通,yang4,2024-10-14,2,False,1.0216861092931653,1.6185268334402394,0.0,12.74315204446208,尾,0.09859154929577474,0.102112676056338,0.0035211267605632646
002640.SZSE,跨境通,yin2,2024-11-27,7,True,1.4993508256058312,1.869923416039824,0.05974025974025965,17.59315821624923,早,0.08571428571428563,0.7714285714285714,0.6857142857142857
002645.SZSE,华宏科技,yin4,2025-07-18,2,False,1.190865139598628,1.3462458741618182,0.04326587578506613,26.65723881916211,早,0.048150732728541534,0.025819958129797538,-0.022330774598743997
002645.SZSE,华宏科技,yin2,2025-08-15,3,True,1.0220441685414436,2.5499687867481597,0.03887399463806962,7.54703380667483,早,0.1494638069705092,0.11796246648793574,-0.03150134048257347
002651.SZSE,利君股份,yang4,2025-05-16,2,False,0.5396084949254502,1.4232683613933899,0.044460127028934426,45.61709998972356,早,0.07268877911079752,-0.009880028228652082,-0.0825688073394496
002657.SZSE,中科金财,yang2,2024-10-28,2,False,1.5817581471024549,1.0352331398035237,0.05997624703087889,9.379059495972996,午,0.15795724465558192,0.05581947743467941,-0.10213776722090251
002657.SZSE,中科金财,yin2,2024-11-13,4,True,1.2501341434676831,1.9969256750484599,0.060634770251065895,11.75224986765484,尾,0.20985315016579809,0.19753671245855053,-0.012316437707247552
002676.SZSE,顺威股份,yin2,2024-10-25,2,False,2.182332857006369,1.1497278683466712,0.09628378378378377,20.594825830107943,早,0.14695945945945943,0.06587837837837829,-0.08108108108108114
002681.SZSE,奋达科技,yin2,2024-12-09,3,True,0.697083455296277,0.04219387951464563,0.10034602076124566,26.03576101177496,早,0.14648212226066892,0.08881199538638973,-0.05767012687427919
002682.SZSE,龙洲股份,yang4,2025-12-03,6,True,1.2413009496491467,0.46212222174215284,0.05990783410138256,13.099374565670608,午,0.21044546850998458,0.5145929339477726,0.30414746543778803
002685.SZSE,华东重机,yang2,2024-10-18,4,True,1.3584494042624602,0.12435845846907108,0.10053859964093359,23.805290064458795,午,0.21005385996409331,0.23877917414721717,0.02872531418312385
002685.SZSE,华东重机,yin4,2024-10-25,2,False,2.2274292754918568,1.1499113391536668,0.0566534914361001,29.081632653061227,早,0.2108036890645586,0.14229249011857714,-0.06851119894598146
002692.SZSE,远程股份,yin2,2025-01-17,3,True,0.8527158734774846,0.1900775831113933,0.09940357852882697,12.527964205816566,早,0.20874751491053667,0.09343936381709739,-0.11530815109343928
002693.SZSE,双成药业,yin4,2024-11-19,3,True,0.3866904103327434,0.0967978466089805,0.10008071025020171,-3.677213713752614,早,0.21025020177562537,0.09322033898305082,-0.11702986279257455
002713.SZSE,东易日盛,yin2,2024-10-24,3,True,1.3880820350321275,2.0827334393924692,0.0,21.151079136690655,早,0.10926365795724458,0.16389548693586709,0.05463182897862251
002713.SZSE,东易日盛,yin2,2024-12-05,2,False,1.4300098997150021,0.6363326280275754,0.07608695652173925,15.917681646367065,尾,0.21014492753623193,0.11050724637681175,-0.09963768115942018
002718.SZSE,友邦吊顶,yang4,2026-01-12,3,True,1.0176659553370284,0.8394050517279812,0.05435933639251678,35.96659627567671,午,0.12460289445817163,0.08895164136957301,-0.03565125308859862
002725.SZSE,跃岭股份,yin2,2023-06-14,2,False,1.228584027248814,0.8810410674445762,0.10043668122270755,18.775933609958486,,0.039301310043668325,0.05502183406113548,0.015720524017467152
002730.SZSE,电光科技,yang4,2025-01-17,5,True,0.5601354438016327,0.3137866489469864,0.06326422115895802,18.9602833291171,早,0.2099946836788944,0.3179160021265286,0.1079213184476342
002741.SZSE,光华科技,yang2,2026-06-15,3,True,0.6841141263301947,0.10144113956013708,0.1000306842589751,14.66066213981636,早,0.18686713715863745,0.26725989567351927,0.08039275851488181
002747.SZSE,埃斯顿,yin2,2026-06-30,2,False,0.6352134652296756,0.5685149071624053,0.045004018215912156,3.85310891640005,早,0.14679882132333266,0.0902759174926333,-0.056522903830699356
002757.SZSE,南兴股份,yang2,2025-02-17,2,False,1.782658114034728,1.5799759889517986,-0.04397705544933084,14.535997810019175,早,0.12189292543021013,0.07074569789674934,-0.05114722753346079
002769.SZSE,普路通,yang2,2024-12-11,2,False,1.4462601609486976,1.3350968376705028,0.030042918454935563,13.672399073057706,早,0.09871244635193133,-0.0021459227467810482,-0.10085836909871237
002771.SZSE,真视通,yang2,2023-10-16,9,True,0.6125729343120647,0.21193454488238533,0.09988038277511979,12.259970457902503,,0.20992822966507196,0.9294258373205742,0.7194976076555022
002777.SZSE,久远银海,yang2,2023-05-05,2,False,1.6620200542283592,1.7771528615278263,0.013896931094383502,5.112598904443089,,0.07064273306311519,0.12767805442964697,0.05703532136653178
002779.SZSE,中坚科技,yang2,2024-12-20,2,False,0.8595004818503051,2.261635459995471,0.01987054041848557,-0.3106382340141267,早,0.10642781875658569,0.10055697726930601,-0.005870841487279677
002782.SZSE,可立克,yin2,2026-05-19,2,False,0.8659517551191096,1.2155387117317928,0.06306632837984782,17.564342935060505,中,0.10039869517941291,0.02210945994925706,-0.07828923523015585
002788.SZSE,鹭燕医药,yang4,2026-01-06,3,True,0.7982935696569473,0.6784685842867301,0.05809859154929575,10.093521345156752,早,0.0994718309859155,0.18045774647887325,0.08098591549295775
002792.SZSE,通宇通讯,yang2,2024-11-20,2,False,1.2558094022596107,2.477967793623945,0.03820895522388068,7.104034784832791,中,0.07880597014925383,0.05373134328358198,-0.025074626865671856
002792.SZSE,通宇通讯,yang4,2025-12-15,2,False,1.0339130061665585,0.46371091540835585,0.09996875976257424,8.438632745011688,早,0.09996875976257424,-0.009996875976257313,-0.10996563573883156
002792.SZSE,通宇通讯,yang4,2025-12-25,2,False,0.8209999776300341,0.8438494951812724,0.03535882661079093,14.493057846283008,中,0.1495547407019382,0.11262441068622309,-0.03693033001571511
002792.SZSE,通宇通讯,yang2,2026-08-06,2,False,0.8037503666885081,0.26915713482397374,0.09997042295178926,27.85025524673852,早,0.08074534161490665,0.008577343981070573,-0.07216799763383608
002806.SZSE,华锋股份,yin2,2026-06-15,2,False,0.5845819884480677,1.8753526303753134,0.014346439957491963,-1.2798992866135062,早,0.1376195536663125,0.10414452709883104,-0.03347502656748147
002809.SZSE,红墙股份,yang4,2025-05-09,3,True,0.9568627006670749,0.9288824142897346,0.006535947712418277,14.264376400298717,中,0.10021786492374729,0.2570806100217864,0.1568627450980391
002827.SZSE,高争民爆,yang4,2026-08-06,3,True,0.647503846622981,0.7393686774688699,0.0816409423233142,43.226969952587325,早,0.17790414297319246,0.19029244516653132,0.012388302193338863
002829.SZSE,星网宇达,yin2,2024-08-13,2,False,1.0337687030521934,0.654400899031682,0.031630170316301554,-3.125441945976526,,0.07639902676399024,0.06326034063260333,-0.013138686131386912
002848.SZSE,高斯贝尔,yin2,2024-11-29,2,False,1.5532589027401313,2.8402644591211197,-0.01839926402943881,11.06569939715949,早,0.09843606255749782,-0.0009199632014719183,-0.09935602575896973
002855.SZSE,捷荣技术,yin4,2023-09-08,2,False,2.3033641476607283,2.5074223460434943,0.07091861018562584,45.67011024058798,,0.09424083769633484,0.04997620180866247,-0.04426463588767238
002855.SZSE,捷荣技术,yin4,2023-09-13,2,False,1.2820898523742095,1.1493540805389002,0.009476720230737534,32.32648165312686,,0.08364235681911825,0.06757313555830247,-0.01606922126081578
002855.SZSE,捷荣技术,yang2,2023-11-08,2,False,1.68911692329807,0.5927607648256829,0.0726072607260726,5.950230199895112,,0.14411441144114412,-0.00990099009900991,-0.15401540154015403
002861.SZSE,瀛通通讯,yang2,2024-06-26,4,True,0.832752313731483,2.683098477834952,0.005656108597285048,1.5041910667126013,,0.10746606334841613,0.19683257918552033,0.0893665158371042
002877.SZSE,智能自控,yang2,2024-03-04,2,False,1.3930747019545593,2.208258474525951,0.008403361344537785,15.003624063783505,,0.11344537815126055,0.0399159663865547,-0.07352941176470584
002878.SZSE,元隆雅图,yin2,2025-06-11,4,True,1.1992727368181821,0.7544871883477903,0.043689320388349495,13.137082601054505,午,0.14902912621359232,0.2203883495145631,0.07135922330097078
002888.SZSE,惠威科技,yin4,2023-12-18,4,True,0.9052504250987031,2.0244561532650174,0.01030927835051565,2.4990753949384326,,0.11907216494845363,0.19793814432989687,0.07886597938144324
002888.SZSE,惠威科技,yin4,2024-01-03,2,False,0.30726366222202134,0.5099656183638386,0.08444096950742774,5.172272017103863,,0.12197028928850662,0.08483189992181406,-0.03713838936669256
002900.SZSE,哈三联,yin2,2026-08-07,2,False,1.2949110979877014,2.309908647506229,0.060830860534124565,10.08574928542263,早,0.060830860534124565,0.08160237388724023,0.020771513353115667
002919.SZSE,名臣健康,yin2,2023-05-26,2,False,0.6296222525420522,1.7207094642766516,0.06307842182172418,9.086078639744954,,0.08865075499269359,0.1283487579152458,0.03969800292255221
002919.SZSE,名臣健康,yin2,2024-08-14,2,False,1.7147631122953169,2.039600766814267,0.014383043149129415,6.249497305557794,,0.11279333838001504,0.029523088569265665,-0.08327024981074937
002940.SZSE,昂利康,yang4,2025-07-01,2,False,0.8099308998484637,1.1483119427949702,-0.0007349338559530239,23.68572554010242,午,0.004409603135717699,0.10044096031357186,0.09603135717785416
002940.SZSE,昂利康,yin2,2025-07-31,2,False,1.0557762303683904,0.5464080796225397,0.013986013986013957,1.1440595547539623,中,0.08933566433566442,0.13111888111888104,0.041783216783216615
002940.SZSE,昂利康,yin2,2026-05-13,2,False,1.4676466858374777,1.4760207596382975,0.057095800164699284,6.955168667978051,中,0.12077957727147948,0.18665934669228657,0.06587976942080709
002951.SZSE,金时科技,yang4,2025-07-07,3,True,0.827706278827305,0.7436675712413461,0.034965034965035,6.987879694747878,中,0.18881118881118875,0.299300699300699,0.11048951048951028
002963.SZSE,豪尔赛,yang4,2026-08-25,2,False,2.054440457501682,1.6388243928054005,0.034448818897637734,11.568659748531275,午,0.1417322834645669,0.047244094488189115,-0.09448818897637778
002969.SZSE,嘉美包装,yang4,2026-01-06,2,False,1.32899226335442,0.03974928157496937,0.10019907100199066,43.71543009727257,早,0.2103516921035169,0.16456536164565372,-0.04578633045786318
002971.SZSE,和远气体,yang2,2026-06-09,4,True,1.8041037091634329,0.3276675493559659,0.1000229410415232,19.000819000819025,早,0.21013994035329198,0.3025923376921311,0.09245239733883914
002973.SZSE,侨银股份,yang2,2025-05-28,2,False,1.1078971626879228,6.15155099456902,0.04014869888475836,11.479486116866955,早,0.13011152416356886,-0.006691449814126393,-0.13680297397769525
002979.SZSE,雷赛智能,yang2,2024-11-01,2,False,2.5257603867517204,1.1587161351010036,0.06932153392330376,4.738732475958751,尾,0.1799410029498525,0.12831858407079655,-0.05162241887905594
002980.SZSE,华盛昌,yin2,2026-04-13,2,False,0.4717537502052935,0.9053636991028295,0.022123134968273117,19.10938617097335,早,0.17355513634025055,0.20974103927285204,0.03618590293260149
002987.SZSE,京北方,yang2,2025-07-04,2,False,0.7879978060065683,1.1886787616147525,0.03862660944205998,19.530087723798275,中,0.12060085836909873,0.08068669527896999,-0.03991416309012874
002990.SZSE,盛视科技,yang2,2026-06-24,2,False,1.075053633425422,0.5005662710473703,0.07090909090909103,24.279742401988493,中,0.09499999999999997,0.1393939393939394,0.04439393939393943
002995.SZSE,天地在线,yin2,2023-05-26,2,False,1.017211755014866,1.2463028215849923,0.06483551580964564,1.8973541185276943,,0.1724688597892048,0.10443947620568506,-0.06802938358351973
002995.SZSE,天地在线,yin2,2026-01-29,2,False,0.48406575026712145,1.6876322391243181,0.05196047178833285,32.31262389809777,早,0.11603442779725848,0.12049729040484536,0.004462862607586882
003005.SZSE,竞业达,yang2,2024-03-06,2,False,1.9560214428570994,2.089777281642209,0.0,16.362252663622524,,0.15500327011118387,0.06245912361020278,-0.09254414650098108
003007.SZSE,直真科技,yang2,2026-01-08,5,True,1.479396512334589,3.9442531950600284,0.0041636051922606665,8.697388387508976,早,0.2098946852804311,0.31741366642174884,0.10751898114131775
003029.SZSE,吉大正元,yin2,2025-06-23,4,True,0.37015965422951397,0.08455928334688262,0.10015290519877684,8.655922910782522,早,0.2102446483180429,0.22935779816513757,0.019113149847094668
003036.SZSE,泰坦股份,yang2,2026-05-25,2,False,1.014691509596357,1.2895841969612314,0.03572704537334759,21.788317197867958,早,0.07395498392282951,0.1588067166845304,0.08485173276170088
003037.SZSE,三和管桩,yin2,2025-07-21,2,False,0.4881758682949475,1.0602055004840336,0.10010427528675714,11.706464764123448,早,0.14181438998957252,0.09071949947862357,-0.051094890510948954
003041.SZSE,真爱美家,yin2,2024-12-04,2,False,1.0692508593047336,0.9929442892841392,0.02142578885858959,30.377368073543607,早,0.10011686793922858,0.012465913517724747,-0.08765095442150383
600021.SSE,上海电力,yang2,2025-09-01,2,False,0.5643516849992408,0.2674983046489277,0.09798099762470303,17.737537579528762,早,0.18052256532066502,0.14251781472684066,-0.038004750593824355
600072.SSE,中船科技,yang2,2023-05-05,2,False,1.34280641360665,0.7880519099382712,0.02618008726695753,33.358019466779524,,0.19000396667988895,0.15271717572391896,-0.037286790955969984
600078.SSE,澄星股份,yang4,2025-11-06,3,True,1.3781273940038417,0.3708661789949335,0.05069124423963145,14.210526315789473,早,0.21013824884792642,0.23502304147465436,0.024884792626727936
600088.SSE,中视传媒,yin2,2024-01-23,8,True,0.7390561320472743,2.546160460484039,0.06666666666666665,7.150588065516983,,0.21010101010101012,0.7548821548821549,0.5447811447811448
600094.SSE,大名城,yin2,2024-04-26,2,False,1.8445180198856939,3.4824149968890046,0.01285347043701801,5.1635577183022585,,0.10025706940874035,0.010282776349614497,-0.08997429305912585
600113.SSE,浙江东日,yang2,2025-06-20,3,True,2.066568340843484,1.4513852111605434,-0.019816336394393397,31.909467644246114,尾,0.10004833252779122,0.2228129531174481,0.12276462058965687
600152.SSE,维科技术,yin2,2026-04-24,3,True,0.6118666165026301,1.3407205836788236,0.03626543209876543,3.242252847924809,早,0.12268518518518512,0.11882716049382713,-0.0038580246913579863
600162.SSE,香江控股,yin4,2026-06-18,2,False,0.7062858226813903,0.714681068355269,0.033519553072625774,3.259301990193242,早,0.0949720670391061,0.0837988826815641,-0.011173184357541999
600162.SSE,香江控股,yang2,2026-07-15,3,True,0.5782382135636661,3.293607607340562,0.07114624505928857,5.769230769230771,早,0.1462450592885376,0.0869565217391306,-0.059288537549406994
600162.SSE,香江控股,yang2,2026-08-27,2,False,0.7809914220934976,0.9408548020223793,0.047227926078028615,11.954022988505763,早,0.2114989733059549,0.02053388090349073,-0.19096509240246418
600171.SSE,上海贝岭,yin2,2024-10-18,3,True,1.398891467922499,0.08402947146677302,0.09993510707332898,8.67802108678022,早,0.20992861778066185,0.14892926670992845,-0.0609993510707334
600172.SSE,黄河旋风,yin2,2024-10-30,2,False,1.671902594785823,1.2641434920176795,0.08854166666666674,34.68958260259558,中,0.10416666666666674,-0.01041666666666663,-0.11458333333333337
600178.SSE,东安动力,yin2,2023-11-23,9,True,0.8387919817165759,0.7307586320115855,0.10023310023310006,6.043752317389672,,0.2097902097902098,0.928904428904429,0.7191142191142192
600186.SSE,莲花控股,yang2,2025-02-06,2,False,1.4977357827401716,2.717708952235376,0.023648648648648685,14.77316789453278,早,0.1520270270270272,0.1452702702702704,-0.006756756756756799
600186.SSE,莲花控股,yang2,2026-06-16,2,False,0.7923756545724039,0.6473313245749376,0.018004501125281402,18.541574032903508,午,0.11702925731432856,0.07126781695423845,-0.04576144036009011
600198.SSE,大唐电信,yin4,2024-10-23,4,True,0.7517819876611143,0.4164340199962213,0.06924643584521384,15.679114147720563,早,0.20977596741344207,0.45417515274949083,0.24439918533604876
600203.SSE,福日电子,yin2,2024-10-14,3,True,0.9035742163547661,1.4860544343914912,0.07323232323232332,3.7735849056603765,早,0.11868686868686873,0.2992424242424241,0.18055555555555536
600229.SSE,城市传媒,yang2,2024-03-01,2,False,1.636218896179476,3.6274204641247443,0.04444444444444451,12.715485486960354,,0.1006535947712417,0.0470588235294116,-0.0535947712418301
600234.SSE,科新发展,yin2,2024-04-23,3,True,1.453511598166608,0.5359316598128799,0.015625,-8.506075768406006,,0.171875,0.17708333333333326,0.005208333333333259
600234.SSE,科新发展,yang2,2026-05-08,2,False,1.1048874511114568,1.4252090558916695,0.03110800419433768,16.11672551645764,中,0.10101363159734356,0.046137714085983994,-0.05487591751135956
600234.SSE,科新发展,yin2,2026-05-22,2,False,0.637615055624696,2.419506189521729,0.0,-4.803781466417489,早,0.09853733641262497,0.13394919168591235,0.035411855273287385
600262.SSE,北方股份,yin2,2024-08-06,2,False,0.5952155588409843,1.6126473877057936,0.0429228410832907,3.6491711244107883,,0.11752682677567705,-0.009708737864077777,-0.12723556463975483
600280.SSE,中央商场,yang2,2025-12-09,2,False,2.4730843420754476,2.2384047011222967,0.05665024630541882,9.581646423751678,中,0.07389162561576379,0.08866995073891637,0.01477832512315258
600281.SSE,华阳新材,yin2,2025-05-16,2,False,1.2780302759490543,1.3727472075198406,0.02970297029702973,7.836856715780494,早,0.12871287128712883,0.16831683168316847,0.03960396039603964
600318.SSE,新力金融,yang2,2024-11-04,2,False,0.8368387077486583,0.07949733378734312,0.10010111223458029,16.958372753074748,早,0.21031344792719908,0.1213346814964611,-0.08897876643073799
600333.SSE,长春燃气,yin2,2024-11-22,2,False,0.9179495598444537,1.6898306135205345,0.004823151125401992,4.187604690117253,早,0.20418006430868174,0.07073954983922826,-0.1334405144694535
600343.SSE,航天动力,yang2,2025-12-11,2,False,1.0542621877199698,0.9102445015630296,0.0,28.764608268898062,中,0.0693720866465588,0.04469426926240749,-0.024677817384151313
600375.SSE,汉马科技,yin2,2024-02-21,5,True,1.189082006432607,2.2041547313622436,0.0024875621890549926,13.016587011526548,,0.09452736318407973,0.3184079601990051,0.22388059701492535
600376.SSE,首开股份,yang4,2025-09-12,5,True,0.9150158901903429,1.5145889222257582,0.09074410163339386,44.16535845107272,早,0.11796733212341204,0.3176043557168784,0.19963702359346636
600378.SSE,昊华科技,yin2,2026-06-29,2,False,1.077658738929134,1.2298041141545721,0.04727856413249665,6.0556819412848295,午,0.12082299722749168,0.18196410331241797,0.06114110608492629
600396.SSE,华电辽能,yin4,2026-04-13,2,False,0.960078404422739,0.7458511351170716,0.041095890410958846,-2.2234128047146973,早,0.11369863013698644,0.10273972602739745,-0.010958904109588996
600396.SSE,华电辽能,yang4,2026-04-21,3,True,1.0784913032160082,0.8271439943352258,0.0,8.70437224227838,中,0.142681426814268,0.1316113161131609,-0.011070110701107083
600403.SSE,大有能源,yang4,2025-11-14,2,False,0.9940552042670796,0.8902429738259803,0.024654832347140054,15.397746671218847,中,0.10453648915187363,0.011834319526627057,-0.09270216962524658
600408.SSE,安泰集团,yang4,2025-12-02,2,False,1.4491357219388892,1.5718564562411341,0.0,6.231702216645729,早,0.1279527559055118,0.023622047244094446,-0.10433070866141736
600410.SSE,华胜天成,yin2,2023-06-09,2,False,1.8720107523364995,3.716044947995039,0.024691358024691468,7.9424307036247255,,0.09259259259259256,0.05555555555555558,-0.03703703703703698
600410.SSE,华胜天成,yang2,2025-08-18,2,False,0.38093945031924675,1.0657169814398706,0.05996131528046433,35.43781518108587,早,0.04690522243713735,0.019825918762089056,-0.027079303675048294
600475.SSE,华光环能,yin4,2025-08-05,4,True,2.343046443704433,2.178601852550762,0.005025125628140614,9.243120839909436,中,0.1306532663316582,0.4371859296482412,0.306532663316583
600475.SSE,华光环能,yang4,2025-08-21,2,False,0.7948419070732118,0.81763669609583,0.08234295415959259,7.826086956521716,午,0.11247877758913427,0.014431239388794648,-0.09804753820033962
600506.SSE,统一股份,yang2,2024-12-11,2,False,1.3281963591905555,1.0314254712469184,-0.024114173228346525,17.66749667033414,尾,0.14370078740157477,0.06299212598425208,-0.08070866141732269
600513.SSE,联环药业,yin2,2025-07-10,3,True,1.3234535766029025,1.8643373709793738,0.048458149779735615,20.595006197981224,早,0.10572687224669619,0.08883994126284889,-0.016886930983847304
600520.SSE,三佳科技,yin4,2024-10-24,3,True,2.1735726300063396,0.44520347925405,0.10009140767824509,41.17950703316555,早,0.2020109689213896,0.1855575868372945,-0.01645338208409508
600539.SSE,狮头股份,yin2,2026-03-27,2,False,1.1477601000301816,2.2896264833534774,0.0,16.218205610534064,早,0.06826178747361,0.032371569317382054,-0.03589021815622795
600545.SSE,卓郎智能,yin2,2026-03-04,3,True,1.0546982920544665,0.11439737826102812,0.0991253644314869,5.896881753627681,早,0.16618075801749255,0.13411078717201175,-0.0320699708454808
600556.SSE,天下秀,yang2,2025-01-14,3,True,0.4698838358761871,0.18860897671215496,0.09923664122137388,5.49627541775719,早,0.20992366412213737,0.27862595419847325,0.06870229007633588
600579.SSE,中化装备,yang4,2025-01-21,2,False,0.6097981431266702,2.558806911960812,0.06371490280777525,6.436781609195408,早,0.10151187904967607,0.11231101511879049,0.010799136069114423
600584.SSE,长电科技,yin2,2026-06-24,2,False,1.161287466341544,0.510090350024328,0.05596620908130934,17.921004134083795,早,0.12903907074973597,0.06536430834213292,-0.06367476240760306
600589.SSE,大位科技,yin4,2025-03-10,2,False,0.8665801942464421,1.2618162683883576,-0.03598971722365041,14.546525323910497,午,0.1118251928020566,0.06555269922879159,-0.04627249357326502
600589.SSE,大位科技,yin2,2025-03-28,2,False,1.0197289770765383,1.604020697801189,-0.0442225392296719,-11.355589276681844,早,0.06990014265335232,0.029957203994293913,-0.0399429386590584
600590.SSE,泰豪科技,yang4,2025-03-05,2,False,0.677982056326351,0.1676343319113743,0.0788126919140224,8.48323339995558,早,0.12589559877175027,0.19037871033776876,0.06448311156601849
600592.SSE,龙溪股份,yin2,2025-03-04,3,True,0.47971472941337084,0.34604386700944423,0.07124842370744,13.699906803355066,早,0.210592686002522,0.2673392181588905,0.05674653215636849
600593.SSE,大连圣亚,yang2,2024-11-25,2,False,1.5123372630791028,1.545897681276059,-0.019863236730706557,7.010941529026415,早,0.08922175187235437,0.13936828394659728,0.05014653207424291
600593.SSE,大连圣亚,yang2,2024-12-12,3,True,1.2396126773423064,0.985367925845695,0.0,18.151512838130124,中,0.12513461124273095,0.08895110919664018,-0.036183502046090776
