vt_symbol,name,g4,n1_date,h,lim3,vr_d0,vr_d1,gap_d1,bias10,tseg,B,ret_bw,A_B
000559.SZSE,万向钱潮,yin4,2025-09-26,2,False,0.5390459350235461,1.151459211078738,0.028813559322033777,12.156639102746913,早,0.1271186440677965,0.07288135593220324,-0.05423728813559325
000560.SZSE,我爱我家,yang2,2024-05-16,3,True,0.7377409205598455,0.26043510778821893,0.10188679245283017,22.515025427646783,,0.21132075471698109,0.290566037735849,0.0792452830188679
000564.SZSE,供销大集,yang4,2024-11-28,3,True,0.9899494393459033,1.7763175713431243,0.01980198019801982,9.584086799276669,午,0.10561056105610578,0.18811881188118829,0.08250825082508251
000565.SZSE,渝三峡Ａ,yang4,2025-05-14,3,True,1.0131206384461156,0.987093676884725,-0.015544041450777146,31.247874872492364,尾,0.10535405872193437,0.12867012089810026,0.023316062176165886
000566.SZSE,海南海药,yang2,2024-11-05,3,True,0.6340970297025681,2.091191989919547,0.04307116104868913,7.078403850010018,早,0.061797752808988804,0.20786516853932602,0.1460674157303372
000566.SZSE,海南海药,yang4,2026-07-15,2,False,0.43819279513231973,1.3982130322117245,0.031067961165048397,-4.45269016697587,早,0.10291262135922308,-0.009708737864077777,-0.11262135922330085
000567.SZSE,海德股份,yang2,2024-09-30,2,False,1.8090779381663142,1.2714445518769717,0.0997109826589595,31.30929791271346,午,0.040462427745664886,0.07658959537572252,0.03612716763005763
000572.SZSE,海马汽车,yin2,2025-10-31,4,True,1.0345709204555091,0.9444306581097527,0.043939393939393945,8.03732198395808,早,0.20454545454545459,0.36363636363636376,0.15909090909090917
000592.SZSE,平潭发展,yin2,2025-10-23,5,True,1.451282366877478,0.6568345328749706,0.07506053268765145,10.694183864915562,尾,0.2082324455205813,0.5593220338983051,0.35108958837772386
000592.SZSE,平潭发展,yang4,2025-10-31,4,True,1.9574633495369955,0.467151982462205,0.08757062146892647,40.22578728461082,早,0.17372881355932202,0.19915254237288127,0.025423728813559254
000593.SZSE,德龙汇能,yin4,2026-08-12,2,False,0.4914105028047617,1.0401944125638893,0.04748713889988121,18.36619982200571,早,0.05223585278986942,-0.009893153937475252,-0.06212900672734467
000595.SZSE,新能股份,yin2,2026-07-22,3,True,0.6371350533411783,0.22352158204981937,0.09960159362549792,0.37992401519695296,早,0.20916334661354608,0.17131474103585664,-0.03784860557768943
000601.SZSE,韶能股份,yin2,2025-04-14,2,False,0.41590779306929127,2.3811457463777708,0.03046594982078843,1.3992367799382066,早,0.08960573476702516,0.05555555555555558,-0.03405017921146958
000601.SZSE,韶能股份,yin2,2025-04-24,2,False,1.077833927141655,1.913772429346759,0.015847860538827252,7.167119565217384,中,0.11093502377179076,0.08716323296355011,-0.023771790808240656
000603.SZSE,盛达资源,yin2,2026-07-21,3,True,1.5423595767830784,1.4174408912561751,0.01754385964912286,-1.7053075301781906,尾,0.14230019493177393,0.20857699805068242,0.06627680311890849
000656.SZSE,金科股份,yin2,2023-07-05,2,False,1.243542946396434,1.5165363307678315,0.007407407407407307,16.883116883116898,,0.1333333333333333,0.11851851851851847,-0.014814814814814836
