vt_symbol,name,g4,trade_date,n1_date,h,seal,a1,a2,st3,st3c,bias10,bias20,bias30,vr_d0,vr_tm1,touch,tseg
002952.SZSE,亚世光电,yin4,2024-09-06,2024-09-09,1,True,False,False,-+,混合,>5,0~5,0~5,1.5040631430353322,0.45658555013589996,10:15,早09:30~10:30
002953.SZSE,日丰股份,yang2,2025-08-25,2025-08-26,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.8229929409341787,2.3717073903444525,11:00,中10:30~11:30
002953.SZSE,日丰股份,yin2,2025-08-28,2025-08-29,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.051169572190852,0.8797984341337223,14:45,尾14:00~15:00
002953.SZSE,日丰股份,yin2,2026-08-24,2026-08-25,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.260141585058408,1.0607585745282353,10:30,早09:30~10:30
002957.SZSE,科瑞技术,yin2,2026-04-16,2026-04-17,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.5648552101033163,0.7394228510034999,10:00,早09:30~10:30
002957.SZSE,科瑞技术,yang2,2026-05-27,2026-05-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8674662778633273,1.4625478376639007,11:00,中10:30~11:30
002957.SZSE,科瑞技术,yin2,2026-06-01,2026-06-02,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.5859432862543552,0.6341048316396841,09:45,早09:30~10:30
002961.SZSE,瑞达期货,yang2,2024-09-27,2024-09-30,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.4161731768902257,1.4131441624342655,14:15,尾14:00~15:00
002961.SZSE,瑞达期货,yin2,2025-12-23,2025-12-24,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.4260668740148854,0.5559470672701051,13:15,午13:00~14:00
002962.SZSE,五方光电,yang2,2024-03-11,2024-03-12,0,False,False,False,+-,混合,>5,>5,>5,1.8917284175228797,1.1477359803627794,,
002962.SZSE,五方光电,yang2,2026-04-17,2026-04-20,0,False,False,False,+-,混合,>5,>5,>5,1.1261138715505914,1.2249864737940026,09:45,早09:30~10:30
002963.SZSE,豪尔赛,yin4,2026-08-10,2026-08-11,1,True,False,False,+-,混合,>5,>5,>5,1.6417969380978876,1.5182639991248104,15:00,尾14:00~15:00
002963.SZSE,豪尔赛,yang4,2026-08-24,2026-08-25,2,True,True,False,++,全多(10>20>30),>5,>5,>5,2.054440457501682,1.4979218681701325,13:30,午13:00~14:00
002963.SZSE,豪尔赛,yang4,2026-09-01,2026-09-02,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.0334920578884306,0.7627319812417159,10:00,早09:30~10:30
002965.SZSE,祥鑫科技,yang2,2026-07-03,2026-07-06,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.2906049368877928,0.8767778576597076,13:15,午13:00~14:00
002968.SZSE,新大正,yin2,2023-09-01,2023-09-04,1,True,False,False,+-,混合,>5,>5,>5,0.6929150975131979,0.853400808558126,,
002969.SZSE,嘉美包装,yang4,2026-01-05,2026-01-06,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.32899226335442,3.134354442918995,10:00,早09:30~10:30
002969.SZSE,嘉美包装,yin4,2026-01-13,2026-01-14,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.4300428652151583,1.337529292595573,09:45,早09:30~10:30
002969.SZSE,嘉美包装,yin4,2026-01-21,2026-01-22,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.3209269496778466,1.753263685934798,09:45,早09:30~10:30
002969.SZSE,嘉美包装,yin4,2026-02-04,2026-02-05,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8567129920162695,0.5230330592579984,14:30,尾14:00~15:00
002969.SZSE,嘉美包装,yang4,2026-02-09,2026-02-10,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0122386081057444,0.8265980279606682,14:00,午13:00~14:00
002971.SZSE,和远气体,yin2,2026-05-26,2026-05-27,1,True,False,False,++,全多(10>20>30),-5~0,0~5,>5,0.8249685630280404,0.5870709006824424,10:45,中10:30~11:30
002971.SZSE,和远气体,yang2,2026-06-03,2026-06-04,1,True,False,False,-+,混合,>5,>5,>5,1.1514305703978793,0.7197346246560147,10:15,早09:30~10:30
002971.SZSE,和远气体,yang2,2026-06-08,2026-06-09,4,True,True,True,++,全多(10>20>30),>5,>5,>5,1.8041037091634329,1.6841139412131951,09:45,早09:30~10:30
002971.SZSE,和远气体,yang4,2026-06-17,2026-06-18,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7026278334463687,1.1130694624818913,14:15,尾14:00~15:00
002973.SZSE,侨银股份,yang2,2025-05-27,2025-05-28,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.1078971626879228,2.714493560767959,09:45,早09:30~10:30
002973.SZSE,侨银股份,yang2,2025-06-03,2025-06-04,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1390501594247076,1.255151316800139,13:30,午13:00~14:00
002975.SZSE,博杰股份,yin4,2024-03-04,2024-03-05,0,False,False,False,+-,混合,>5,>5,>5,1.0514252178954762,1.1325024569953963,,
002975.SZSE,博杰股份,yang2,2026-04-16,2026-04-17,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0486678562402836,0.8108717700307292,13:15,午13:00~14:00
002975.SZSE,博杰股份,yin2,2026-04-30,2026-05-06,0,False,False,False,++,全多(10>20>30),>5,>5,>5,0.9287629320727919,0.6509377515485706,10:00,早09:30~10:30
002975.SZSE,博杰股份,yin2,2026-05-27,2026-05-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0582011300847358,1.0684744278941547,13:45,午13:00~14:00
002975.SZSE,博杰股份,yin2,2026-06-01,2026-06-02,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.3058748076708831,1.2475952763276652,09:45,早09:30~10:30
002975.SZSE,博杰股份,yin2,2026-06-12,2026-06-15,1,True,False,False,++,全多(10>20>30),0~5,0~5,>5,0.8311184261740862,0.8661204546819321,13:15,午13:00~14:00
002979.SZSE,雷赛智能,yang2,2024-10-31,2024-11-01,2,True,True,False,++,全多(10>20>30),0~5,>5,>5,2.5257603867517204,0.878287265403812,14:30,尾14:00~15:00
002980.SZSE,华盛昌,yin2,2026-04-10,2026-04-13,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.4717537502052935,0.9967960528570938,09:45,早09:30~10:30
002980.SZSE,华盛昌,yin2,2026-04-16,2026-04-17,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9545249998519726,1.7658798658500496,10:30,早09:30~10:30
002980.SZSE,华盛昌,yin2,2026-04-23,2026-04-24,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.2297559162014635,0.9460413058650192,09:45,早09:30~10:30
002980.SZSE,华盛昌,yin2,2026-05-06,2026-05-07,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.0432640681730303,0.8806936909611313,11:30,中10:30~11:30
002980.SZSE,华盛昌,yang2,2026-05-13,2026-05-14,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0506769688627278,0.8065250069637214,14:15,尾14:00~15:00
002980.SZSE,华盛昌,yin2,2026-06-01,2026-06-02,1,True,False,False,++,全多(10>20>30),-5~0,>5,>5,0.5979256168971331,0.744818030666913,11:15,中10:30~11:30
002980.SZSE,华盛昌,yang2,2026-06-15,2026-06-16,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.5925156878760989,1.2170721623014606,13:45,午13:00~14:00
002980.SZSE,华盛昌,yin2,2026-08-26,2026-08-27,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.9417618344912764,0.6814289050943347,10:00,早09:30~10:30
002981.SZSE,朝阳科技,yin4,2023-11-06,2023-11-07,1,True,False,False,++,全多(10>20>30),>5,>5,>5,2.317440977158028,6.188341501560092,,
002981.SZSE,朝阳科技,yin2,2024-11-14,2024-11-15,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.1564606515828944,0.5227817298444599,10:15,早09:30~10:30
002981.SZSE,朝阳科技,yin2,2024-11-18,2024-11-19,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6521304240224386,1.082867072494223,09:45,早09:30~10:30
002981.SZSE,朝阳科技,yang2,2024-11-20,2024-11-21,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.497304461284811,2.2181803387364276,11:15,中10:30~11:30
002981.SZSE,朝阳科技,yang2,2024-12-05,2024-12-06,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.9803739050678015,1.0103673172336092,14:30,尾14:00~15:00
002981.SZSE,朝阳科技,yang2,2025-06-04,2025-06-05,1,True,False,False,-+,混合,>5,0~5,>5,1.9866784392632513,0.7017057451848043,11:30,中10:30~11:30
002987.SZSE,京北方,yin2,2024-10-10,2024-10-11,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4505258945358082,0.8395311807546445,10:30,早09:30~10:30
002987.SZSE,京北方,yang2,2024-10-18,2024-10-21,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9642967548260464,0.7035806859886025,14:45,尾14:00~15:00
002987.SZSE,京北方,yang2,2025-07-03,2025-07-04,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.7879978060065683,1.1762565008538066,10:45,中10:30~11:30
002987.SZSE,京北方,yin2,2025-07-08,2025-07-09,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.1071915070314622,1.0921222120757494,10:45,中10:30~11:30
002989.SZSE,中天精装,yang2,2024-09-23,2024-09-24,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.43977858700684,0.4940613389574859,14:15,尾14:00~15:00
002989.SZSE,中天精装,yin2,2024-10-09,2024-10-10,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6511829535541798,0.8290348167107983,10:15,早09:30~10:30
002989.SZSE,中天精装,yin2,2026-05-12,2026-05-13,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.4347698951819694,0.7870299567502096,10:45,中10:30~11:30
002990.SZSE,盛视科技,yang2,2025-03-14,2025-03-17,1,True,False,False,++,全多(10>20>30),>5,>5,>5,2.2994225529988324,2.0483737557163364,10:15,早09:30~10:30
002990.SZSE,盛视科技,yang4,2026-04-23,2026-04-24,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.797049842155939,0.8352603142843771,13:45,午13:00~14:00
002990.SZSE,盛视科技,yang4,2026-05-06,2026-05-07,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.5900694608777962,1.4274098365053178,09:45,早09:30~10:30
002990.SZSE,盛视科技,yang4,2026-05-13,2026-05-14,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.3096787877835663,1.2987867054030178,14:00,午13:00~14:00
002990.SZSE,盛视科技,yin2,2026-06-17,2026-06-18,0,False,False,False,--,全空(10<20<30),>5,>5,0~5,1.940708716127538,2.8662584986265007,10:00,早09:30~10:30
002990.SZSE,盛视科技,yang2,2026-06-23,2026-06-24,2,True,True,False,+-,混合,>5,>5,>5,1.075053633425422,0.9519568288940647,10:45,中10:30~11:30
002990.SZSE,盛视科技,yin2,2026-06-29,2026-06-30,0,False,False,False,+-,混合,>5,>5,>5,0.9111983162798032,0.9017465016548284,11:30,中10:30~11:30
002995.SZSE,天地在线,yin2,2023-05-25,2023-05-26,2,True,True,False,++,全多(10>20>30),0~5,>5,>5,1.017211755014866,0.9383937752650883,,
002995.SZSE,天地在线,yin2,2023-06-12,2023-06-13,0,False,False,False,++,全多(10>20>30),-5~0,>5,>5,1.1857364474773628,0.7070316620821806,,
002995.SZSE,天地在线,yang2,2023-06-13,2023-06-14,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1287585519809715,1.1857364474773628,,
002995.SZSE,天地在线,yang2,2023-06-15,2023-06-16,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6206981452699658,1.1566410113084233,,
002995.SZSE,天地在线,yin2,2026-01-28,2026-01-29,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.48406575026712145,1.1872301685359903,09:45,早09:30~10:30
002996.SZSE,顺博合金,yang2,2024-03-14,2024-03-15,1,True,False,False,++,全多(10>20>30),>5,>5,>5,3.4970248157414296,1.1310944860779533,,
002999.SZSE,天禾股份,yin2,2024-04-22,2024-04-23,1,True,False,False,-+,混合,>5,>5,>5,1.522372409187895,0.8204943818317966,,
003003.SZSE,天元股份,yin2,2025-07-15,2025-07-16,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.4684691549109171,0.6684992086750419,09:45,早09:30~10:30
003004.SZSE,声迅股份,yang2,2026-05-25,2026-05-26,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.2049544798724257,1.4399509493430354,15:00,尾14:00~15:00
003004.SZSE,声迅股份,yang2,2026-05-29,2026-06-01,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6809949866871358,0.9714651140842183,10:00,早09:30~10:30
003004.SZSE,声迅股份,yang2,2026-06-05,2026-06-08,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.2220212939558335,1.1130866864337412,15:00,尾14:00~15:00
003005.SZSE,竞业达,yang2,2024-03-05,2024-03-06,2,True,True,False,+-,混合,>5,>5,>5,1.9560214428570994,1.717353220881926,,
003005.SZSE,竞业达,yang2,2024-12-10,2024-12-11,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.243177007909101,1.1233230484295231,15:00,尾14:00~15:00
003007.SZSE,直真科技,yin2,2024-02-23,2024-02-26,0,False,False,False,-+,混合,>5,0~5,0~5,1.2502311051608173,1.0275304824081883,,
003007.SZSE,直真科技,yang2,2026-01-07,2026-01-08,5,True,True,True,+-,混合,>5,>5,>5,1.479396512334589,1.2265491930839267,10:00,早09:30~10:30
003009.SZSE,中天火箭,yin2,2026-06-11,2026-06-12,1,True,False,False,--,全空(10<20<30),>5,>5,0~5,0.5853480964659488,0.8104269362519843,09:45,早09:30~10:30
003009.SZSE,中天火箭,yin2,2026-06-29,2026-06-30,1,True,False,False,++,全多(10>20>30),0~5,0~5,>5,0.8428562675204118,0.9975497810336015,09:45,早09:30~10:30
003010.SZSE,若羽臣,yin2,2023-06-06,2023-06-07,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6188069991314418,0.7874863976639526,,
003010.SZSE,若羽臣,yang2,2025-06-11,2025-06-12,1,True,False,False,++,全多(10>20>30),<-5,<-5,0~5,1.2245185206539673,1.131842219115486,14:30,尾14:00~15:00
003015.SZSE,日久光电,yang2,2024-02-20,2024-02-21,0,False,False,False,--,全空(10<20<30),>5,<-5,<-5,1.3139562505703617,0.848816147719355,,
003015.SZSE,日久光电,yang2,2024-02-29,2024-03-01,1,True,False,False,+-,混合,>5,>5,0~5,0.9648708975099515,0.7946698186789702,,
003015.SZSE,日久光电,yang2,2024-03-04,2024-03-05,1,True,False,False,+-,混合,>5,>5,>5,1.8409047109656265,1.955723197735834,,
003015.SZSE,日久光电,yang2,2024-09-09,2024-09-10,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9538326931125658,0.6607814399037277,14:00,午13:00~14:00
003015.SZSE,日久光电,yang2,2024-09-27,2024-09-30,1,True,False,False,-+,混合,>5,>5,>5,1.3501708314147949,1.1219640530518158,14:15,尾14:00~15:00
003016.SZSE,欣贺股份,yang2,2024-12-11,2024-12-12,0,False,False,False,++,全多(10>20>30),>5,>5,>5,3.6431454626999553,0.5780580620759392,10:15,早09:30~10:30
003016.SZSE,欣贺股份,yang2,2025-12-23,2025-12-24,1,True,False,False,-+,混合,>5,0~5,>5,1.3376359853871451,0.8090015884207442,09:45,早09:30~10:30
003017.SZSE,大洋生物,yin2,2025-06-19,2025-06-20,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.2454366829290078,0.9206951297035485,10:00,早09:30~10:30
003018.SZSE,金富科技,yin2,2026-08-20,2026-08-21,1,True,False,False,+-,混合,>5,>5,>5,0.7649587991785358,0.6674990907608764,10:00,早09:30~10:30
003018.SZSE,金富科技,yin2,2026-08-24,2026-08-25,1,True,False,False,+-,混合,>5,>5,>5,1.7588843360673294,1.4966135339216597,13:15,午13:00~14:00
003018.SZSE,金富科技,yin2,2026-08-28,2026-08-31,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9761516344663419,1.1084447564542397,09:45,早09:30~10:30
003021.SZSE,兆威机电,yin2,2024-11-21,2024-11-22,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.1140025850021578,0.9038620888801471,10:30,早09:30~10:30
003021.SZSE,兆威机电,yang2,2024-11-28,2024-11-29,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9588112665433348,0.5568949610372249,13:15,午13:00~14:00
003021.SZSE,兆威机电,yang2,2025-01-20,2025-01-21,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0930428268558023,0.5640157331258019,14:30,尾14:00~15:00
003021.SZSE,兆威机电,yin2,2025-01-27,2025-02-05,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.2947484612348135,0.9400477455970452,11:15,中10:30~11:30
003021.SZSE,兆威机电,yang2,2025-02-05,2025-02-06,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1860688765441554,1.2947484612348135,10:30,早09:30~10:30
003021.SZSE,兆威机电,yang2,2025-02-11,2025-02-12,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.0115594296631634,0.9750531320127155,10:15,早09:30~10:30
003026.SZSE,中晶科技,yin4,2024-06-19,2024-06-20,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.5559112121574727,0.6976678789696674,,
003026.SZSE,中晶科技,yang2,2024-08-01,2024-08-02,1,True,False,False,--,全空(10<20<30),>5,>5,>5,2.3856513522506733,3.3718259740513314,,
003026.SZSE,中晶科技,yin2,2024-08-07,2024-08-08,0,False,False,False,+-,混合,0~5,0~5,0~5,1.1152790844993872,0.5875173891929588,,
003026.SZSE,中晶科技,yang2,2024-08-12,2024-08-13,1,True,False,False,+-,混合,>5,>5,>5,1.1785166794025963,1.2292565413169034,,
003026.SZSE,中晶科技,yin2,2024-10-17,2024-10-18,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.9702660649348063,0.7384808107092932,14:45,尾14:00~15:00
003026.SZSE,中晶科技,yang2,2026-06-26,2026-06-29,0,False,False,False,+-,混合,>5,>5,>5,1.4284562534403606,1.0680925873725493,10:00,早09:30~10:30
003029.SZSE,吉大正元,yang2,2024-05-29,2024-05-30,1,True,False,False,-+,混合,0~5,-5~0,0~5,1.5931478490342836,0.6337171409950033,,
003029.SZSE,吉大正元,yin2,2025-06-20,2025-06-23,4,True,True,True,++,全多(10>20>30),>5,>5,>5,0.37015965422951397,0.7066962925342813,09:45,早09:30~10:30
003029.SZSE,吉大正元,yin4,2025-07-10,2025-07-11,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.795425017127832,0.7258238663878297,09:45,早09:30~10:30
003030.SZSE,祖名股份,yang2,2025-04-18,2025-04-21,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9347013303191027,0.9720480942886651,10:15,早09:30~10:30
003031.SZSE,中瓷电子,yang2,2024-10-18,2024-10-21,1,True,False,False,++,全多(10>20>30),>5,>5,>5,3.099988072580938,1.811247879704763,10:45,中10:30~11:30
003031.SZSE,中瓷电子,yin2,2026-08-20,2026-08-21,1,True,False,False,+-,混合,>5,>5,>5,1.02829979227169,0.8493053175502887,13:15,午13:00~14:00
003036.SZSE,泰坦股份,yin2,2025-09-23,2025-09-24,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.4768586208688035,0.6896930194860018,14:45,尾14:00~15:00
003036.SZSE,泰坦股份,yang2,2026-05-07,2026-05-08,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.20850752770003356,0.8063669526097212,09:45,早09:30~10:30
003036.SZSE,泰坦股份,yang2,2026-05-19,2026-05-20,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8948217080918003,0.7762732404247855,14:30,尾14:00~15:00
003036.SZSE,泰坦股份,yang2,2026-05-22,2026-05-25,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.014691509596357,1.0670627905220886,10:30,早09:30~10:30
003036.SZSE,泰坦股份,yang2,2026-05-27,2026-05-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8250014532349009,1.0770289243521838,13:45,午13:00~14:00
003037.SZSE,三和管桩,yin2,2025-07-18,2025-07-21,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.4881758682949475,0.8850300765785427,09:45,早09:30~10:30
003038.SZSE,鑫铂股份,yin2,2024-12-09,2024-12-10,1,True,False,False,-+,混合,>5,0~5,>5,3.0348265797094838,0.8486392313174775,14:30,尾14:00~15:00
003039.SZSE,顺控发展,yin2,2026-01-19,2026-01-20,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.536377243593844,0.7417984449182732,09:45,早09:30~10:30
003040.SZSE,楚天龙,yin2,2024-11-25,2024-11-26,0,False,False,False,++,全多(10>20>30),>5,>5,>5,2.526330079147864,2.8418643908843664,09:45,早09:30~10:30
003040.SZSE,楚天龙,yin2,2025-08-07,2025-08-08,1,True,False,False,-+,混合,>5,0~5,>5,1.8144084804740361,1.2998084254332016,14:15,尾14:00~15:00
003040.SZSE,楚天龙,yin4,2026-08-31,2026-09-01,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9694057302570028,1.231221320533218,10:15,早09:30~10:30
003041.SZSE,真爱美家,yin2,2024-12-03,2024-12-04,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.0692508593047336,2.2364232219273394,10:15,早09:30~10:30
003041.SZSE,真爱美家,yang2,2024-12-13,2024-12-16,0,False,False,False,++,全多(10>20>30),>5,>5,>5,0.7625942836961731,0.48634101093502996,09:45,早09:30~10:30
003041.SZSE,真爱美家,yang2,2024-12-19,2024-12-20,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.9094478467009088,1.299422559757557,14:15,尾14:00~15:00
003041.SZSE,真爱美家,yin4,2025-11-24,2025-11-25,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.2356124000510378,1.290192752940897,09:45,早09:30~10:30
003041.SZSE,真爱美家,yang4,2025-11-26,2025-11-27,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.2876559368432794,0.8622065508852307,09:45,早09:30~10:30
003041.SZSE,真爱美家,yang2,2026-01-22,2026-01-23,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.2197496835466741,0.7041435956811738,11:15,中10:30~11:30
003041.SZSE,真爱美家,yang2,2026-02-05,2026-02-06,0,False,False,False,-+,混合,0~5,0~5,>5,1.97347194011597,0.5877388262348019,09:45,早09:30~10:30
003041.SZSE,真爱美家,yin2,2026-05-29,2026-06-01,1,True,False,False,-+,混合,0~5,-5~0,-5~0,1.6644205395547018,1.0690553531089748,10:45,中10:30~11:30
003042.SZSE,中农联合,yin2,2026-04-03,2026-04-07,1,True,False,False,--,全空(10<20<30),0~5,0~5,0~5,0.6411848569597679,0.694047292143402,10:45,中10:30~11:30
003043.SZSE,华亚智能,yang2,2026-07-21,2026-07-22,0,False,False,False,-+,混合,<-5,<-5,<-5,1.4520778846378604,1.5131014463684784,10:30,早09:30~10:30
003043.SZSE,华亚智能,yin2,2026-07-23,2026-07-24,0,False,False,False,-+,混合,-5~0,<-5,<-5,1.1580074654619084,0.7400276641589366,13:15,午13:00~14:00
600006.SSE,东风股份,yin2,2024-03-19,2024-03-20,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.8879773106339386,2.5281669277759042,,
600021.SSE,上海电力,yin2,2025-08-26,2025-08-27,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.0938793271034002,0.7284646698897033,09:45,早09:30~10:30
600021.SSE,上海电力,yang2,2025-08-29,2025-09-01,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.5643516849992408,1.0713266712481413,10:00,早09:30~10:30
600021.SSE,上海电力,yang2,2025-09-12,2025-09-15,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.5906360323594164,0.9316909133333455,13:15,午13:00~14:00
600026.SSE,中远海能,yin2,2026-03-17,2026-03-18,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.2264478105044643,0.77841096363613,10:00,早09:30~10:30
