代码,名称,买入日,组,N,阴阳,首板日,地基涨跌%,距60日新高%,距60日低点%,均线,地基前20日涨幅%,距前波末板,前波60日最高板,前波120日最高板,b1日,b1板型,b1开盘%,b1下影%,b1换手%,b2日,b2板型,b2开盘%,b2下影%,b2换手%,链,买价,买入开盘%,买入换手%,买入量比,买入日涨停家数,昨日涨停家数,封住,次日开%,次日收%,次日连板,持有到断板%,持有天数,未完,最终高度,结果,坏票,月,年,b3日,b3板型,b3开盘%,b3下影%,b3换手%,四组,胜,链组合,均线归并,b1一字,b1开口,b2一字,b2开口,b3一字,b3开口,链一字数,链开口数,竞价梯度,二板梯度,换手梯度
002741.SZSE,光华科技,2024-12-04,二接三,2,阴,2024-12-02,-10.0,-27.1,64.4,+++,35.0,4.0,5,5,12-02,下影,-3.5,1.2,25.0,12-03,一字,10.0,0.0,7.6,下影-4→一字+10,22.76,10.0,41.7,1.69,69,92,False,-11.86,-11.07,False,-11.07,1.0,False,2,炸板,True,2024-12,2024,,,,,,二接三阴,False,下影→一字,全多头,0,1,1,0,0,0,1,1,0.0,13.5,-17.4
002865.SZSE,钧达股份,2026-01-26,二接三,2,阴,2026-01-22,-2.46,-14.6,129.1,+++,66.0,23.0,2,2,01-22,实体,-0.1,0.0,10.8,01-23,下影,9.0,3.0,2.0,实体-0→下影+9,109.38,10.0,19.5,1.61,57,79,False,-3.57,-4.81,False,-4.81,1.0,False,2,炸板,True,2026-01,2026,,,,,,二接三阴,False,实体→下影,全多头,0,0,0,1,0,0,0,1,1.0,9.1,-8.8
002943.SZSE,宇晶股份,2026-01-26,二接三,2,阴,2026-01-22,-5.52,-14.9,79.6,+++,54.1,461.0,0,0,01-22,下影,1.1,1.0,7.3,01-23,一字,10.0,0.0,1.8,下影+1→一字+10,72.94,10.0,22.4,2.23,57,79,False,-6.35,5.57,True,6.05,2.0,False,4,炸板,False,2026-01,2026,,,,,,二接三阴,True,下影→一字,全多头,0,1,1,0,0,0,1,1,0.0,8.9,-5.5
003041.SZSE,真爱美家,2024-12-03,二接三,2,阴,2024-11-29,-10.0,-13.5,83.3,+++,49.0,3.0,2,2,11-29,实体,7.5,0.2,3.7,12-02,一字,10.0,0.0,0.5,实体+7→一字+10,24.2,10.0,16.0,1.98,92,132,False,-9.42,6.07,True,7.4,3.0,False,5,炸板,False,2024-12,2024,,,,,,二接三阴,True,实体→一字,全多头,0,0,1,0,0,0,1,0,0.0,2.5,-3.2
600171.SSE,上海贝岭,2024-10-22,二接三,2,阴,2024-10-18,-1.09,-8.9,55.5,+++,31.7,8.0,2,2,10-18,实体,-0.6,0.2,17.6,10-21,一字,10.0,0.0,1.2,实体-1→一字+10,37.29,10.0,8.9,0.94,85,89,True,1.98,-5.04,False,-5.04,1.0,False,3,封次日负,True,2024-10,2024,,,,,,二接三阴,False,实体→一字,全多头,0,0,1,0,0,0,1,0,0.0,10.6,-16.400000000000002
600292.SSE,电投水电,2024-11-11,二接三,2,阴,2024-11-07,-9.51,-18.1,152.6,+++,144.6,5.0,9,9,11-07,实体,0.3,0.0,8.9,11-08,下影,8.9,3.1,4.0,实体+0→下影+9,15.33,9.97,18.7,1.55,108,95,False,1.76,6.78,True,-2.67,2.0,False,4,炸板,False,2024-11,2024,,,,,,二接三阴,True,实体→下影,全多头,0,0,0,1,0,0,0,1,1.0700000000000003,8.6,-4.9
600336.SSE,澳柯玛,2024-10-29,二接三,2,阴,2024-10-25,-1.39,-12.6,115.9,+++,53.4,-1.0,0,0,10-25,下影,5.3,1.5,11.2,10-28,下影,4.2,1.1,9.0,下影+5→下影+4,11.35,9.79,22.5,1.76,93,179,False,-14.27,-14.27,False,-14.27,1.0,False,2,炸板,True,2024-10,2024,,,,,,二接三阴,False,下影→下影,全多头,0,1,0,1,0,0,0,2,5.589999999999999,-1.0999999999999996,-2.1999999999999993
600353.SSE,旭光电子,2026-06-17,二接三,2,阴,2026-06-15,-4.18,-11.1,111.0,+++,36.0,246.0,0,0,06-15,实体,4.6,0.0,2.9,06-16,一字,10.0,0.0,0.5,实体+5→一字+10,38.19,9.99,3.5,0.53,67,105,True,8.67,10.0,True,27.78,3.0,False,5,连板,False,2026-06,2026,,,,,,二接三阴,True,实体→一字,全多头,0,0,1,0,0,0,1,0,-0.009999999999999787,5.4,-2.4
600367.SSE,红星发展,2026-06-03,二接三,2,阴,2026-06-01,-3.37,-8.0,65.1,+++,52.1,60.0,2,2,06-01,下影,5.6,0.6,5.0,06-02,下影,1.3,1.9,9.5,下影+6→下影+1,42.72,9.94,4.0,0.35,59,56,True,5.9,9.97,False,9.97,1.0,False,3,封次日正,False,2026-06,2026,,,,,,二接三阴,True,下影→下影,全多头,0,1,0,1,0,0,0,2,8.639999999999999,-4.3,4.5
600590.SSE,泰豪科技,2025-02-21,二接三,2,阴,2025-02-19,2.28,-10.3,44.4,+++,35.3,31.0,3,3,02-19,下影,4.8,2.1,15.8,02-20,实体,2.6,0.0,10.0,下影+5→实体+3,8.36,10.0,8.1,0.76,82,76,True,10.05,10.05,True,7.42,2.0,False,4,连板,False,2025-02,2025,,,,,,二接三阴,True,下影→实体,全多头,0,1,0,0,0,0,0,1,7.4,-2.1999999999999997,-5.800000000000001
600592.SSE,龙溪股份,2025-03-06,二接三,2,阴,2025-03-04,-2.57,-12.6,58.3,+++,33.4,3.0,2,2,03-04,下影,-0.1,1.9,6.2,03-05,下影,7.1,2.4,4.2,下影-0→下影+7,19.2,10.03,3.1,0.34,87,55,True,3.28,4.69,False,4.69,1.0,False,3,封次日正,False,2025-03,2025,,,,,,二接三阴,True,下影→下影,全多头,0,1,0,1,0,0,0,2,2.9299999999999997,7.199999999999999,-2.0
600619.SSE,海立股份,2024-11-06,二接三,2,阴,2024-11-04,0.96,-8.3,136.9,+++,44.7,18.0,4,4,11-04,一字,10.0,0.0,2.9,11-05,一字,10.0,0.0,0.6,一字+10→一字+10,15.39,10.01,11.2,1.05,104,139,True,0.0,10.01,True,28.59,3.0,False,5,连板,False,2024-11,2024,,,,,,二接三阴,True,一字→一字,全多头,1,0,1,0,0,0,2,0,0.009999999999999787,0.0,-2.3
600641.SSE,先导基电,2026-07-02,二接三,2,阴,2026-06-30,-5.28,-7.9,105.9,+++,34.7,418.0,0,0,06-30,下影,2.0,1.7,8.2,07-01,下影,3.3,1.5,13.6,下影+2→下影+3,48.24,10.01,7.4,0.74,83,130,True,-1.0,-1.51,False,-1.51,1.0,False,3,封次日负,True,2026-07,2026,,,,,,二接三阴,False,下影→下影,全多头,0,1,0,1,0,0,0,2,6.71,1.2999999999999998,5.4
600821.SSE,金开新能,2026-03-10,二接三,2,阴,2026-03-06,-0.64,-5.6,53.6,+++,36.7,-1.0,0,0,03-06,实体,3.2,0.0,6.5,03-09,一字,10.0,0.0,4.0,实体+3→一字+10,10.41,10.04,33.8,2.17,49,34,False,-7.2,-5.09,False,-5.09,1.0,False,2,炸板,True,2026-03,2026,,,,,,二接三阴,False,实体→一字,全多头,0,0,1,0,0,0,1,0,0.03999999999999915,6.8,-2.5
600843.SSE,上工申贝,2024-10-25,二接三,2,阴,2024-10-23,1.4,-7.8,53.1,+++,31.5,52.0,2,2,10-23,实体,-5.0,0.0,27.4,10-24,下影,10.0,2.1,12.3,实体-5→下影+10,12.55,9.55,12.2,0.55,121,67,True,10.04,10.04,True,41.04,4.0,False,6,连板,False,2024-10,2024,,,,,,二接三阴,True,实体→下影,全多头,0,0,0,1,0,0,0,1,-0.4499999999999993,15.0,-15.099999999999998
601579.SSE,会稽山,2025-05-28,二接三,2,阴,2025-05-26,-5.28,-5.8,95.3,+++,48.0,224.0,0,0,05-26,下影,0.6,0.5,3.0,05-27,下影,8.0,1.9,3.2,下影+1→下影+8,25.81,10.02,12.0,1.7,49,51,True,-2.71,2.48,False,2.48,1.0,False,3,封次日正,False,2025-05,2025,,,,,,二接三阴,True,下影→下影,全多头,0,1,0,1,0,0,0,2,2.0199999999999996,7.4,0.20000000000000018
601727.SSE,上海电气,2024-10-29,二接三,2,阴,2024-10-25,-3.49,-5.7,65.5,+++,53.7,2.0,3,3,10-25,下影,-1.2,2.8,8.1,10-28,下影,6.1,1.4,4.1,下影-1→下影+6,7.73,9.96,3.9,0.62,93,179,True,2.98,9.96,True,16.43,2.0,False,4,连板,False,2024-10,2024,,,,,,二接三阴,True,下影→下影,全多头,0,1,0,1,0,0,0,2,3.860000000000001,7.3,-4.0
603052.SSE,可川科技,2026-05-14,二接三,2,阴,2026-05-12,-2.89,-11.6,60.4,-++,34.7,13.0,3,3,05-12,一字,10.0,0.0,0.9,05-13,一字,10.0,0.0,1.8,一字+10→一字+10,115.38,10.0,4.0,1.04,50,101,True,-0.42,-1.66,False,-1.66,1.0,False,3,封次日负,True,2026-05,2026,,,,,,二接三阴,False,一字→一字,纠缠,1,0,1,0,0,0,2,0,0.0,0.0,0.9
603106.SSE,恒银科技,2024-10-28,二接三,2,阴,2024-10-24,-0.61,-12.8,143.2,+++,118.9,11.0,8,8,10-24,下影,4.2,5.9,23.4,10-25,下影,-4.0,3.0,21.4,下影+4→下影-4,13.11,9.9,12.2,0.64,179,121,True,9.99,-9.99,False,-9.99,1.0,False,3,封次日负,True,2024-10,2024,,,,,,二接三阴,False,下影→下影,全多头,0,1,0,1,0,0,0,2,13.9,-8.2,-2.0
603163.SSE,圣晖集成,2025-12-24,二接三,2,阴,2025-12-22,-2.27,-11.0,42.6,-++,36.3,67.0,0,2,12-22,实体,-0.1,0.1,2.7,12-23,下影,4.6,1.4,1.4,实体-0→下影+5,78.11,10.0,3.7,1.41,65,48,True,2.41,10.0,True,6.26,2.0,False,4,连板,False,2025-12,2025,,,,,,二接三阴,True,实体→下影,纠缠,0,0,0,1,0,0,0,1,5.4,4.699999999999999,-1.3000000000000003
605287.SSE,德才股份,2026-02-11,二接三,2,阴,2026-02-09,-4.82,-12.5,89.8,+++,57.0,17.0,2,2,02-09,一字,10.0,0.0,0.9,02-10,一字,10.0,0.0,0.3,一字+10→一字+10,61.24,10.01,20.4,3.05,46,48,True,-0.88,9.99,True,-1.01,2.0,False,4,连板,False,2026-02,2026,,,,,,二接三阴,True,一字→一字,全多头,1,0,1,0,0,0,2,0,0.009999999999999787,0.0,-0.6000000000000001
