代码,名称,买入日,四组,方案点,阴阳,地基涨跌%,地基档,距MA5%,距MA10%,距MA20%,距MA30%,站上均线数,MA10位置,MA10斜率%,MA20斜率%,反包结构,断板天数,前板高度,反包收复%,断板回撤%,前板日,链,买入开盘%,次日收%,持有到断板%,月,年
603290.SSE,斯达半导,2024-10-09,二接三阳,—,阳,9.14,巨阳≥5,12.3,16.2,15.2,12.8,4,上,1.37,0.14,60日内无板,,,,,,下影+7→一字+10,7.59,-7.69,-7.69,2024-10,2024
603291.SSE,联合水务,2023-04-07,二接三阳,—,阳,10.04,巨阳≥5,19.9,,,,1,缺失,,,断16~60天,17.0,1.0,-85.1,-90.7,08-19,一字+10→下影+10,-0.06,-10.0,-10.0,2023-04,2023
603291.SSE,联合水务,2023-05-30,二接三阴,—,阴,-5.4,巨阴≤-5,0.1,1.8,2.9,0.8,4,上,1.8,-0.32,断16~60天,16.0,1.0,10.4,-8.3,04-28,下影+7→下影+8,9.68,-3.59,-3.59,2023-05,2023
603291.SSE,联合水务,2023-05-31,三接四阴,—,阴,-5.4,巨阴≤-5,0.1,1.8,2.9,0.8,4,上,1.8,-0.32,断16~60天,16.0,1.0,10.4,-8.3,04-28,下影+7→下影+8→下影+10,5.9,-21.15,-21.15,2023-05,2023
603291.SSE,联合水务,2023-08-22,二接三阳,—,阳,1.71,小阳0~3,-1.4,0.1,-0.1,0.2,2,上,1.88,0.39,断4~7天,6.0,1.0,5.9,-8.2,08-09,实体+0→下影+3,-2.42,-7.69,-7.69,2023-08,2023
603297.SSE,永新光学,2024-11-04,二接三阴,—,阴,-2.22,小阴-3~0,2.9,5.8,11.0,21.2,4,上,7.29,8.58,断1天,1.0,1.0,7.6,-4.4,10-29,下影+3→一字+10,-1.74,-2.33,-2.33,2024-11,2024
603297.SSE,永新光学,2025-09-19,二接三阳,—,阳,0.69,小阳0~3,0.2,-1.7,-3.5,-0.6,1,下,-4.59,0.53,断8~15天,11.0,1.0,-7.0,-18.9,09-01,一字+10→下影+10,3.39,-7.58,-7.58,2025-09,2025
603300.SSE,海南华铁,2025-02-11,三接四阳,—,阳,4.41,大阳3~5,4.0,5.1,4.8,0.0,4,上,1.97,-3.79,断16~60天,40.0,1.0,-1.3,-21.3,12-02,下影+0→一字+10→一字+10,9.94,2.26,2.26,2025-02,2025
603300.SSE,海南华铁,2025-03-07,二接三阳,—,阳,0.1,小阳0~3,-5.0,-3.0,10.2,27.7,2,下,9.12,16.58,断4~7天,7.0,1.0,6.2,-8.2,02-21,一字+10→一字+10,5.49,-9.98,-9.98,2025-03,2025
603311.SSE,金海高科,2026-05-19,二接三阳,—,阳,5.0,巨阳≥5,4.8,8.3,11.2,17.0,4,上,1.94,5.06,断16~60天,18.0,1.0,32.7,-1.6,04-08,下影-0→下影+6,2.24,2.36,2.36,2026-05,2026
603315.SSE,福鞍股份,2025-03-20,三接四阴,—,阴,-0.53,小阴-3~0,-1.2,2.0,2.0,7.4,3,上,3.21,4.07,断4~7天,6.0,1.0,9.1,-2.9,03-06,下影+0→一字+10→一字+10,-4.2,-10.02,-10.02,2025-03,2025
603316.SSE,诚邦股份,2026-05-20,二接三阳,—,阳,0.7,小阳0~3,-0.8,2.9,11.0,17.3,3,上,9.93,7.13,断4~7天,6.0,2.0,8.5,-4.2,05-07,实体+3→下影-2,8.79,10.01,8.6,2026-05,2026
603316.SSE,诚邦股份,2026-05-21,三接四阳,—,阳,0.7,小阳0~3,-0.8,2.9,11.0,17.3,3,上,9.93,7.13,断4~7天,6.0,2.0,8.5,-4.2,05-07,实体+3→下影-2→下影+9,2.54,-1.28,-1.28,2026-05,2026
603317.SSE,天味食品,2024-09-30,二接三阴,—,阴,-0.76,小阴-3~0,1.6,3.3,0.2,-2.7,3,上,-0.63,-1.83,60日内无板,,,,,,下影-0→下影+6,8.11,4.01,4.01,2024-09,2024
603317.SSE,天味食品,2024-10-08,三接四阴,—,阴,-0.76,小阴-3~0,1.6,3.3,0.2,-2.7,3,上,-0.63,-1.83,60日内无板,,,,,,下影-0→下影+6→下影+8,9.99,-5.66,-5.66,2024-10,2024
603318.SSE,水发燃气,2026-03-04,三接四阳,—,阳,1.25,小阳0~3,2.0,2.3,2.6,3.1,4,上,0.89,0.18,60日内无板,,,,,,下影+0→下影+5→一字+10,10.0,-10.03,-10.03,2026-03,2026
603318.SSE,水发燃气,2026-04-27,三接四阴,A2,阴,0.94,小阳0~3,7.2,8.7,8.0,5.3,4,上,1.5,-0.47,断1天,1.0,1.0,11.1,-2.6,04-20,实体+1→一字+10→一字+10,7.46,9.98,16.12,2026-04,2026
603320.SSE,迪贝电气,2025-01-07,二接三阴,—,阴,-1.91,小阴-3~0,-3.5,-4.7,-8.3,-9.1,0,下,-4.13,-2.44,60日内无板,,,,,,一字+10→下影-1,-1.55,-4.83,-4.83,2025-01,2025
603322.SSE,超讯科技,2023-06-16,二接三阳,—,阳,4.37,大阳3~5,4.3,7.3,7.0,6.9,4,上,5.69,-0.16,断4~7天,6.0,1.0,14.2,-5.8,06-05,下影+8→下影+10,3.88,-13.33,-13.33,2023-06,2023
603324.SSE,盛剑科技,2024-08-13,二接三阴,—,阴,-2.53,小阴-3~0,-2.3,-3.9,-1.9,-3.8,0,下,-0.7,1.42,断8~15天,13.0,1.0,2.2,-8.8,07-22,实体+4→一字+10,4.32,-13.21,-13.21,2024-08,2024
603326.SSE,我乐家居,2023-08-30,二接三阴,B1,阴,-1.83,小阴-3~0,-3.7,-4.6,-6.8,-7.2,0,下,-1.79,-1.52,60日内无板,,,,,,下影+10→实体+8,7.03,9.98,44.91,2023-08,2023
603326.SSE,我乐家居,2023-08-31,三接四阴,—,阴,-1.83,小阴-3~0,-3.7,-4.6,-6.8,-7.2,0,下,-1.79,-1.52,60日内无板,,,,,,下影+10→实体+8→下影+7,7.39,9.98,31.76,2023-08,2023
603327.SSE,福蓉科技,2024-03-20,二接三阳,—,阳,2.44,小阳0~3,-3.9,-0.8,20.1,32.8,2,下,20.58,17.66,断4~7天,5.0,1.0,5.3,-11.5,03-08,下影+0→下影+5,0.21,-7.63,-7.63,2024-03,2024
603327.SSE,福蓉科技,2025-12-03,二接三阳,—,阳,-0.79,小阴-3~0,0.6,3.9,5.5,6.8,4,上,3.03,1.99,60日内无板,,,,,,下影-1→下影+10,2.89,2.86,2.86,2025-12,2025
603330.SSE,天洋新材,2026-06-04,三接四阴,—,阴,-5.59,巨阴≤-5,-6.4,-6.4,-8.7,-8.8,0,下,-1.46,-1.28,60日内无板,,,,,,实体+0→下影+1→一字+10,0.0,-8.5,-8.5,2026-06,2026
603330.SSE,天洋新材,2026-08-14,二接三阳,—,阳,1.01,小阳0~3,4.5,10.5,16.3,9.8,4,上,10.12,0.22,断8~15天,11.0,1.0,33.6,-1.1,07-27,实体-0→下影+2,4.94,10.02,4.78,2026-08,2026
603332.SSE,苏州龙杰,2023-12-26,二接三阳,—,阳,5.27,巨阳≥5,3.7,4.0,2.7,2.5,4,上,-0.63,-0.48,断16~60天,38.0,1.0,14.0,-5.4,10-30,下影+1→下影+9,-1.51,-9.91,-9.91,2023-12,2023
603332.SSE,苏州龙杰,2025-05-14,三接四阳,A1,阳,1.87,小阳0~3,3.2,4.5,8.4,5.6,4,上,3.25,0.32,60日内无板,,,,,,下影+0→一字+10→一字+10,10.04,10.03,2.3,2025-05,2025
603332.SSE,苏州龙杰,2025-05-27,二接三阴,—,阴,-10.0,巨阴≤-5,-4.3,3.5,25.2,37.4,3,上,26.59,16.2,断2~3天,2.0,1.0,-1.1,-10.2,05-20,下影-5→一字+10,4.45,6.22,6.22,2025-05,2025
603333.SSE,福华尚纬,2023-06-15,二接三阳,—,阳,1.6,小阳0~3,-1.1,-13.1,-18.1,-20.0,0,下,-10.76,-5.6,60日内无板,,,,,,下影-0→下影+4,8.53,-9.11,-9.11,2023-06,2023
603333.SSE,福华尚纬,2024-01-03,三接四阳,—,阳,0.64,小阳0~3,-1.1,-1.9,-3.0,-3.8,0,下,-1.15,-1.14,60日内无板,,,,,,下影-0→下影-2→一字+10,5.1,-9.99,-9.99,2024-01,2024
603333.SSE,福华尚纬,2024-01-11,二接三阳,—,阳,-1.61,小阴-3~0,-9.7,-0.9,5.8,7.5,2,下,13.03,6.06,断2~3天,3.0,4.0,-12.3,-26.2,01-03,下影-2→下影-2,3.45,-9.95,-9.95,2024-01,2024
603335.SSE,迪生力,2023-06-12,二接三阴,B1,阴,-1.67,小阴-3~0,-2.9,-3.0,-2.2,-0.7,0,下,0.16,1.08,60日内无板,,,,,,实体-1→下影+8,8.41,10.06,11.76,2023-06,2023
603335.SSE,迪生力,2026-06-16,二接三阴,—,阴,-2.01,小阴-3~0,0.7,1.0,1.9,1.3,4,上,1.44,-0.57,断2~3天,2.0,1.0,4.8,-7.2,06-09,一字+10→一字+10,10.05,-12.92,-12.92,2026-06,2026
603336.SSE,宏辉果蔬,2025-04-09,二接三阳,—,阳,3.97,大阳3~5,7.0,7.8,8.7,9.9,4,上,-0.1,0.27,断2~3天,2.0,1.0,16.1,-1.4,04-01,实体+2→下影+4,4.89,-11.91,-11.91,2025-04,2025
603339.SSE,四方科技,2024-11-01,二接三阴,—,阴,-1.88,小阴-3~0,-0.9,0.0,2.1,6.3,3,上,2.26,3.89,断4~7天,7.0,1.0,7.3,-3.6,10-18,实体-2→下影+5,4.52,0.75,-2.4,2024-11,2024
603339.SSE,四方科技,2025-08-20,二接三阳,—,阳,1.07,小阳0~3,-0.7,-0.0,2.4,3.9,3,上,2.53,1.62,60日内无板,,,,,,实体+1→下影+4,-2.56,-4.25,-4.25,2025-08,2025
603345.SSE,安井食品,2024-09-30,二接三阴,—,阴,-2.37,小阴-3~0,2.1,4.1,2.9,1.9,4,上,-0.11,0.46,60日内无板,,,,,,实体+0→实体+5,7.41,3.65,3.65,2024-09,2024
603345.SSE,安井食品,2024-10-08,三接四阴,—,阴,-2.37,小阴-3~0,2.1,4.1,2.9,1.9,4,上,-0.11,0.46,60日内无板,,,,,,实体+0→实体+5→下影+7,10.0,-11.73,-11.73,2024-10,2024
603350.SSE,安乃达,2024-11-06,二接三阴,—,阴,-3.67,大阴-5~-3,-4.1,-3.1,0.0,5.2,2,下,5.37,4.51,断16~60天,19.0,1.0,8.2,-10.6,09-30,实体+3→下影+7,0.19,-11.07,-11.07,2024-11,2024
603351.SSE,威尔药业,2025-04-22,二接三阳,—,阳,0.28,小阳0~3,0.2,-1.7,-9.8,-12.7,1,下,-8.88,-4.74,60日内无板,,,,,,实体+0→下影+8,2.27,-2.0,-2.0,2025-04,2025
603353.SSE,和顺石油,2023-10-18,二接三阳,—,阳,0.2,小阳0~3,1.0,1.7,2.0,1.7,4,上,0.57,-0.22,60日内无板,,,,,,下影+2→下影+4,7.42,8.05,8.05,2023-10,2023
603353.SSE,和顺石油,2023-10-19,三接四阳,—,阳,0.2,小阳0~3,1.0,1.7,2.0,1.7,4,上,0.57,-0.22,60日内无板,,,,,,下影+2→下影+4→下影+7,0.52,-3.42,-3.42,2023-10,2023
603353.SSE,和顺石油,2025-11-18,二接三阳,—,阳,4.21,大阳3~5,4.3,8.8,21.7,30.7,4,上,13.03,9.96,断8~15天,11.0,1.0,35.3,-4.0,10-29,下影-1→一字+10,9.99,0.97,0.97,2025-11,2025
603353.SSE,和顺石油,2026-03-03,二接三阳,—,阳,0.45,小阳0~3,0.0,1.4,4.0,10.9,4,上,1.0,4.76,断16~60天,17.0,1.0,20.6,-6.0,01-26,实体+0→下影+10,3.58,-8.79,-8.79,2026-03,2026
603357.SSE,设计总院,2023-05-09,二接三阳,—,阳,6.22,巨阳≥5,6.1,7.6,8.3,,3,上,1.05,,60日内无板,,,,,,实体+6→一字+10,9.01,1.47,1.47,2023-05,2023
603360.SSE,百傲化学,2024-10-09,二接三阳,—,阳,2.82,小阳0~3,5.9,9.8,11.6,13.6,4,上,2.63,2.37,60日内无板,,,,,,下影+4→一字+10,10.0,-11.58,-11.58,2024-10,2024
603363.SSE,傲农生物,2024-02-26,二接三阴,—,阴,2.22,小阳0~3,9.0,-2.6,-24.3,-32.2,1,下,-24.91,-13.91,断1天,1.0,1.0,12.4,0.0,02-20,实体-2→下影+3,5.66,10.05,-0.93,2024-02,2024
603363.SSE,傲农生物,2024-02-27,三接四阴,—,阴,2.22,小阳0~3,9.0,-2.6,-24.3,-32.2,1,下,-24.91,-13.91,断1天,1.0,1.0,12.4,0.0,02-20,实体-2→下影+3→下影+6,1.64,-9.98,-9.98,2024-02,2024
603363.SSE,傲农生物,2024-03-21,二接三阳,—,阳,5.72,巨阳≥5,9.8,12.7,15.2,18.5,4,上,-0.22,8.73,断1天,1.0,1.0,16.2,0.2,03-15,下影-0→实体+0,2.5,-8.29,-8.29,2024-03,2024
603366.SSE,日出东方,2024-11-06,二接三阳,—,阳,0.91,小阳0~3,0.8,2.3,3.3,7.0,4,上,3.15,2.65,60日内无板,,,,,,下影+1→实体+4,10.02,9.95,11.13,2024-11,2024
603366.SSE,日出东方,2024-11-07,三接四阳,—,阳,0.91,小阳0~3,0.8,2.3,3.3,7.0,4,上,3.15,2.65,60日内无板,,,,,,下影+1→实体+4→下影+10,8.94,9.97,1.07,2024-11,2024
603366.SSE,日出东方,2024-11-14,二接三阴,—,阴,-8.09,巨阴≤-5,4.3,22.0,36.5,42.6,4,上,22.16,11.61,断1天,1.0,5.0,1.1,-9.1,11-08,下影-5→下影-1,4.01,10.02,23.01,2024-11,2024
603366.SSE,日出东方,2024-11-15,三接四阴,A2,阴,-8.09,巨阴≤-5,4.3,22.0,36.5,42.6,4,上,22.16,11.61,断1天,1.0,5.0,1.1,-9.1,11-08,下影-5→下影-1→下影+4,3.64,10.04,11.8,2024-11,2024
603366.SSE,日出东方,2024-11-22,二接三阴,—,阴,1.6,小阳0~3,12.9,32.8,70.5,92.3,4,上,42.8,27.09,断1天,1.0,5.0,11.8,-9.7,11-18,实体-10→下影+10,1.3,8.9,15.99,2024-11,2024
603366.SSE,日出东方,2025-02-13,二接三阳,—,阳,4.99,大阳3~5,7.0,6.7,4.0,-1.7,3,上,-0.72,-1.92,断16~60天,17.0,1.0,-1.5,-21.7,01-08,下影+1→下影-1,1.26,-16.24,-16.24,2025-02,2025
603366.SSE,日出东方,2025-11-18,二接三阳,—,阳,0.6,小阳0~3,1.6,0.8,3.9,4.7,4,上,1.94,1.35,断16~60天,55.0,1.0,2.9,-16.4,08-20,实体+0→一字+10,9.77,-13.58,-13.58,2025-11,2025
603367.SSE,辰欣药业,2025-07-30,二接三阳,—,阳,5.05,巨阳≥5,6.8,19.4,29.7,36.3,4,上,15.27,10.12,断2~3天,3.0,2.0,18.9,-0.8,07-22,实体-3→实体+6,9.99,5.22,5.22,2025-07,2025
603373.SSE,安邦护卫,2024-08-06,二接三阳,—,阳,-0.96,小阴-3~0,3.5,6.1,6.4,4.8,4,上,1.55,-0.19,60日内无板,,,,,,下影-1→下影+5,9.69,-22.46,-22.46,2024-08,2024
603382.SSE,海阳科技,2025-08-28,二接三阴,—,阴,0.4,小阳0~3,0.1,1.3,2.3,2.9,4,上,0.6,0.98,60日内无板,,,,,,实体+0→下影+4,-3.36,-12.53,-12.53,2025-08,2025
603383.SSE,顶点软件,2023-08-07,二接三阳,—,阳,-1.66,小阴-3~0,-5.5,-2.0,1.7,1.4,2,下,6.2,1.84,断2~3天,3.0,1.0,-1.9,-15.5,07-28,实体+1→下影+5,1.49,-4.17,-4.17,2023-08,2023
603383.SSE,顶点软件,2024-10-09,三接四阳,—,阳,7.38,巨阳≥5,9.5,15.6,19.0,17.0,4,上,5.33,2.44,断2~3天,2.0,1.0,17.5,-2.1,09-24,实体+4→下影+10→一字+10,0.0,-11.95,-11.95,2024-10,2024
603386.SSE,骏亚科技,2024-06-27,二接三阴,—,阴,-2.87,小阴-3~0,-1.9,-1.5,4.3,5.0,2,下,7.11,2.35,断8~15天,8.0,2.0,4.1,-8.4,06-12,下影+1→下影+5,-5.66,-10.79,-10.79,2024-06,2024
603386.SSE,骏亚科技,2025-12-05,二接三阴,—,阴,-1.18,小阴-3~0,0.9,1.9,-0.3,-2.6,2,上,-1.28,-1.04,60日内无板,,,,,,下影+2→一字+10,9.97,10.03,8.95,2025-12,2025
603386.SSE,骏亚科技,2025-12-08,三接四阴,—,阴,-1.18,小阴-3~0,0.9,1.9,-0.3,-2.6,2,上,-1.28,-1.04,60日内无板,,,,,,下影+2→一字+10→下影+10,0.3,9.99,-0.98,2025-12,2025
603387.SSE,基蛋生物,2026-03-19,二接三阳,—,阳,2.75,小阳0~3,1.8,2.6,0.4,-0.3,3,上,-1.45,-0.44,60日内无板,,,,,,下影+0→下影+3,8.67,-15.5,-15.5,2026-03,2026
603389.SSE,亚振家居,2023-12-22,二接三阴,—,阴,-3.81,大阴-5~-3,0.4,1.8,2.3,3.3,4,上,1.08,0.83,60日内无板,,,,,,下影+0→一字+10,10.06,-9.94,-9.94,2023-12,2023
603389.SSE,亚振家居,2024-03-27,三接四阴,—,阴,-0.77,小阴-3~0,-2.6,4.3,10.8,15.5,3,上,11.19,8.52,断4~7天,4.0,2.0,1.8,-9.0,03-15,下影-1→下影+9→一字+10,3.37,10.0,-0.93,2024-03,2024
603389.SSE,亚振家居,2024-05-16,二接三阴,—,阴,-3.83,大阴-5~-3,-5.1,-5.7,-3.9,-16.0,0,下,4.07,-4.88,断8~15天,8.0,1.0,0.2,-10.0,04-26,下影+8→实体+0,6.0,10.02,8.96,2024-05,2024
603389.SSE,亚振家居,2024-12-16,二接三阳,—,阳,4.24,大阳3~5,2.2,5.8,7.2,7.9,4,上,4.79,2.56,断4~7天,6.0,1.0,12.0,-6.2,12-03,实体+0→下影+4,3.02,-9.98,-9.98,2024-12,2024
603390.SSE,通达电气,2024-05-31,二接三阴,—,阴,-1.38,小阴-3~0,-1.6,-3.0,-4.2,-1.6,0,下,-1.43,1.37,60日内无板,,,,,,下影+0→一字+10,10.02,-22.93,-22.93,2024-05,2024
603390.SSE,通达电气,2024-08-05,二接三阳,—,阳,1.77,小阳0~3,3.8,4.5,6.2,4.5,4,上,0.26,-0.89,断16~60天,27.0,1.0,9.1,-16.1,06-24,实体+3→一字+10,0.51,9.97,-1.03,2024-08,2024
603390.SSE,通达电气,2024-08-06,三接四阳,—,阳,1.77,小阳0~3,3.8,4.5,6.2,4.5,4,上,0.26,-0.89,断16~60天,27.0,1.0,9.1,-16.1,06-24,实体+3→一字+10→下影+1,4.38,-10.0,-10.0,2024-08,2024
603390.SSE,通达电气,2025-02-10,二接三阳,—,阳,2.1,小阳0~3,0.3,0.8,-2.7,-8.3,2,上,0.9,-6.03,断16~60天,23.0,1.0,-14.6,-30.1,12-25,下影+0→一字+10,6.8,-5.69,-5.69,2025-02,2025
603395.SSE,红四方,2026-08-19,二接三阴,—,阴,-1.27,小阴-3~0,-2.0,-3.1,-3.4,-0.9,0,下,-1.44,0.99,60日内无板,,,,,,实体+0→下影+9,10.02,5.66,5.66,2026-08,2026
603396.SSE,金辰股份,2024-01-02,二接三阴,—,阴,-3.09,大阴-5~-3,-1.6,0.7,-0.8,-3.9,1,上,0.49,-1.81,60日内无板,,,,,,下影-1→下影+7,-1.56,-1.03,-1.03,2024-01,2024
603399.SSE,永杉锂业,2023-10-23,二接三阴,—,阴,-3.28,大阴-5~-3,-4.4,-1.4,-3.2,-5.2,0,下,1.0,-1.35,断4~7天,4.0,1.0,2.7,-6.9,10-12,下影+0→实体+0,9.98,5.1,-5.41,2023-10,2023
603407.SSE,长裕集团,2026-06-23,二接三阴,—,阴,-1.62,小阴-3~0,8.9,12.8,7.9,,3,上,-1.08,-6.88,断1天,1.0,2.0,8.2,-2.6,06-16,一字+10→一字+10,9.99,10.0,11.6,2026-06,2026
603407.SSE,长裕集团,2026-06-24,三接四阴,—,阴,-1.62,小阴-3~0,8.9,12.8,7.9,,3,上,-1.08,-6.88,断1天,1.0,2.0,8.2,-2.6,06-16,一字+10→一字+10→下影+10,-3.39,1.46,1.46,2026-06,2026
603421.SSE,鼎信通讯,2024-09-12,二接三阳,—,阳,-0.48,小阴-3~0,-2.0,-0.9,0.4,-0.6,1,下,2.41,-0.39,断16~60天,23.0,1.0,0.9,-14.0,08-07,下影+0→下影+7,10.02,-8.2,-8.2,2024-09,2024
603421.SSE,鼎信通讯,2024-12-20,二接三阴,—,阴,-4.13,大阴-5~-3,-3.8,-3.0,0.7,-0.6,1,下,3.41,0.77,断16~60天,26.0,1.0,-1.4,-19.4,11-11,下影+1→下影+0,5.34,10.05,8.89,2024-12,2024
603421.SSE,鼎信通讯,2024-12-23,三接四阴,—,阴,-4.13,大阴-5~-3,-3.8,-3.0,0.7,-0.6,1,下,3.41,0.77,断16~60天,26.0,1.0,-1.4,-19.4,11-11,下影+1→下影+0→下影+5,3.7,9.97,-1.05,2024-12,2024
603458.SSE,勘设股份,2024-08-13,二接三阴,—,阴,-1.5,小阴-3~0,-2.2,-4.5,1.2,1.4,2,下,2.24,2.48,断8~15天,8.0,1.0,1.9,-8.3,07-29,实体-0→下影+8,-2.05,10.04,3.73,2024-08,2024
603458.SSE,勘设股份,2024-08-14,三接四阴,—,阴,-1.5,小阴-3~0,-2.2,-4.5,1.2,1.4,2,下,2.24,2.48,断8~15天,8.0,1.0,1.9,-8.3,07-29,实体-0→下影+8→下影-2,10.04,-5.74,-5.74,2024-08,2024
603459.SSE,红板科技,2026-05-12,三接四阳,—,阳,8.5,巨阳≥5,5.7,7.2,,,2,上,-1.95,,断8~15天,12.0,1.0,7.7,-13.7,04-15,实体-2→下影+2→一字+10,10.0,-3.44,-3.44,2026-05,2026
603466.SSE,风语筑,2024-12-10,三接四阴,—,阴,-4.43,大阴-5~-3,-2.4,-1.3,0.1,2.5,2,下,2.57,2.17,断16~60天,59.0,1.0,25.7,-17.8,09-03,下影+2→一字+10→一字+10,4.39,-12.27,-12.27,2024-12,2024
603466.SSE,风语筑,2026-02-11,二接三阳,—,阳,0.0,小阳0~3,-0.4,-1.6,-7.0,-6.8,0,下,-3.92,-2.61,60日内无板,,,,,,一字+10→下影+9,8.03,-11.94,-11.94,2026-02,2026
603488.SSE,展鹏科技,2024-04-24,二接三阴,—,阴,-2.23,小阴-3~0,0.1,-4.6,-11.0,-12.6,1,下,-8.33,-4.76,断2~3天,2.0,1.0,8.1,-2.4,04-17,下影+4→一字+10,10.05,-18.46,-18.46,2024-04,2024
603488.SSE,展鹏科技,2026-01-09,二接三阳,—,阳,1.15,小阳0~3,1.3,1.3,1.6,0.1,4,上,1.28,-0.97,60日内无板,,,,,,下影+1→下影-2,9.93,1.33,10.16,2026-01,2026
603496.SSE,恒为科技,2023-10-09,二接三阴,—,阴,4.06,大阳3~5,13.3,23.3,25.4,25.2,4,上,6.93,2.35,断1天,1.0,2.0,14.5,-6.7,09-25,下影-3→下影+9,9.99,-3.06,-3.06,2023-10,2023
603496.SSE,恒为科技,2023-11-16,二接三阳,—,阳,4.49,大阳3~5,1.7,7.2,-1.3,-0.8,2,上,-3.84,-3.63,断2~3天,2.0,1.0,3.5,-11.2,11-09,下影+1→一字+10,5.66,5.1,5.1,2023-11,2023
603496.SSE,恒为科技,2025-02-28,二接三阳,—,阳,-3.15,大阴-5~-3,-0.2,1.1,8.2,13.2,3,上,3.16,5.31,断8~15天,12.0,1.0,11.8,-4.1,02-07,下影+3→下影+6,9.35,10.0,-1.0,2025-02,2025
603496.SSE,恒为科技,2025-03-03,三接四阳,—,阳,-3.15,大阴-5~-3,-0.2,1.1,8.2,13.2,3,上,3.16,5.31,断8~15天,12.0,1.0,11.8,-4.1,02-07,下影+3→下影+6→下影+9,4.99,-10.0,-10.0,2025-03,2025
603496.SSE,恒为科技,2026-01-13,二接三阳,—,阳,5.54,巨阳≥5,4.4,6.7,8.5,6.8,4,上,3.42,0.26,60日内无板,,,,,,下影-0→一字+10,10.0,-1.38,-1.38,2026-01,2026
603499.SSE,翔港科技,2023-11-23,二接三阳,—,阳,1.02,小阳0~3,1.1,1.7,3.6,5.6,4,上,1.09,2.45,60日内无板,,,,,,实体+0→下影+10,4.52,-11.86,-11.86,2023-11,2023
603499.SSE,翔港科技,2024-02-21,二接三阳,—,阳,1.06,小阳0~3,-11.8,-20.4,-26.4,-24.8,0,下,-13.56,-2.69,断16~60天,55.0,2.0,-21.2,-36.2,11-22,实体+2→实体+2,-0.48,0.53,0.53,2024-02,2024
603499.SSE,翔港科技,2024-03-26,三接四阳,—,阳,0.38,小阳0~3,3.9,11.0,26.2,40.3,4,上,14.8,16.17,断4~7天,4.0,1.0,22.6,-1.0,03-14,下影+10→下影+10→一字+10,4.77,-10.01,-10.01,2024-03,2024
603500.SSE,祥和实业,2026-06-08,二接三阴,—,阴,-2.13,小阴-3~0,-2.2,-2.1,-1.9,-3.3,0,下,0.54,-0.7,60日内无板,,,,,,实体+9→一字+10,6.3,-0.59,-0.59,2026-06,2026
603506.SSE,南都物业,2024-05-13,二接三阴,—,阴,-7.01,巨阴≤-5,0.3,2.9,6.5,5.5,4,上,7.19,0.55,断1天,1.0,1.0,2.3,-7.5,05-07,下影+2→实体+2,10.01,-10.0,-10.0,2024-05,2024
603508.SSE,思维列控,2024-03-11,二接三阳,—,阳,4.34,大阳3~5,6.9,16.8,29.3,29.5,4,上,15.47,5.57,断2~3天,2.0,2.0,10.7,-4.8,03-04,下影+3→下影-4,2.38,-9.96,-9.96,2024-03,2024
603511.SSE,爱慕股份,2025-01-16,二接三阳,—,阳,-0.26,小阴-3~0,-3.1,-6.4,-10.4,-13.5,0,下,-4.98,-4.99,断16~60天,26.0,2.0,-16.8,-25.9,12-05,一字+10→一字+10,10.03,9.97,8.92,2025-01,2025
603511.SSE,爱慕股份,2025-01-17,三接四阳,—,阳,-0.26,小阴-3~0,-3.1,-6.4,-10.4,-13.5,0,下,-4.98,-4.99,断16~60天,26.0,2.0,-16.8,-25.9,12-05,一字+10→一字+10→下影+10,-0.92,10.03,-0.96,2025-01,2025
603516.SSE,淳中科技,2024-02-21,三接四阴,—,阴,-6.11,巨阴≤-5,-9.6,-20.1,-29.4,-34.7,0,下,-13.98,-9.57,断16~60天,46.0,1.0,-46.0,-53.4,12-04,下影+2→一字+10→一字+10,10.03,6.44,26.42,2024-02,2024
603516.SSE,淳中科技,2024-02-26,二接三阴,—,阴,6.45,巨阳≥5,16.9,19.6,5.9,-2.7,3,上,-8.5,-7.75,断1天,1.0,3.0,17.1,-2.6,02-20,实体+0→下影+10,0.0,7.96,-1.11,2024-02,2024
603516.SSE,淳中科技,2024-03-12,二接三阴,—,阴,-3.76,大阴-5~-3,-1.9,1.5,25.2,28.8,3,上,21.81,10.97,断4~7天,7.0,1.0,7.3,-9.9,02-27,下影+1→下影+2,7.98,-2.59,-2.59,2024-03,2024
603516.SSE,淳中科技,2025-09-11,二接三阳,—,阳,4.44,大阳3~5,4.3,1.4,-3.3,8.3,3,上,-6.82,3.39,断8~15天,15.0,1.0,-10.6,-27.7,08-18,实体+0→下影+6,3.74,10.0,2.12,2025-09,2025
603516.SSE,淳中科技,2025-09-12,三接四阳,—,阳,4.44,大阳3~5,4.3,1.4,-3.3,8.3,3,上,-6.82,3.39,断8~15天,15.0,1.0,-10.6,-27.7,08-18,实体+0→下影+6→下影+4,2.12,-7.16,-7.16,2025-09,2025
603518.SSE,锦泓集团,2025-05-29,二接三阳,—,阳,1.48,小阳0~3,-0.4,-0.9,-0.7,-1.5,0,下,0.3,-0.29,60日内无板,,,,,,实体+3→下影+9,1.9,-5.37,-5.37,2025-05,2025
