代码,买入日,方案点,四组,年,封住,缩量强趋势,E0,E1,E2,E3,E4,E5,E6
000002.SZSE,2024-09-30,—,二接三阳,2024,True,False,6.790123456790131,9.979423868312743,6.790123456790131,6.790123456790131,6.790123456790131,-3.9094650205761416,-3.9094650205761416
000002.SZSE,2024-10-08,—,三接四阳,2024,False,False,-12.628624883068284,-8.419083255378867,-12.628624883068284,-2.8999064546304854,-8.419083255378867,-12.628624883068284,-14.686623012160904
000006.SZSE,2024-10-22,—,二接三阴,2024,True,True,-4.456094364351248,1.83486238532109,-4.456094364351248,-4.456094364351248,-4.456094364351248,21.231979030144178,5.111402359108785
000006.SZSE,2025-10-14,—,二接三阳,2025,False,False,-14.058171745152348,-9.626038781163427,-14.058171745152348,-4.501385041551254,-9.626038781163427,-14.058171745152348,-20.70637119113574
000008.SZSE,2024-03-12,—,三接四阳,2024,False,False,-13.826366559485525,-11.2540192926045,-13.826366559485525,-6.7524115755627,-11.2540192926045,-13.826366559485525,-6.7524115755627
000008.SZSE,2026-04-01,—,二接三阳,2026,False,False,-13.33333333333333,-9.999999999999998,-13.33333333333333,-9.166666666666668,-9.999999999999998,-13.33333333333333,-21.944444444444443
000011.SZSE,2026-07-27,—,二接三阳,2026,False,False,-16.941694169416945,-8.910891089108919,-16.941694169416945,-10.34103410341034,-8.910891089108919,-16.941694169416945,-13.97139713971397
000017.SZSE,2026-08-25,—,三接四阴,2026,True,False,30.34883720930235,2.7906976744185963,10.000000000000009,30.34883720930235,30.34883720930235,36.627906976744185,36.627906976744185
000020.SZSE,2023-07-10,B1,二接三阴,2023,True,True,-9.736180904522618,4.271356783919611,-9.736180904522618,-9.736180904522618,-9.736180904522618,-13.442211055276388,-13.442211055276388
000020.SZSE,2024-01-17,—,二接三阳,2024,True,False,-9.987966305655839,-4.3321299638989235,-9.987966305655839,-9.987966305655839,-4.3321299638989235,-16.486161251504218,-16.486161251504218
000020.SZSE,2024-01-26,—,二接三阴,2024,True,False,-9.985597695631299,-9.985597695631299,-9.985597695631299,-9.985597695631299,-9.985597695631299,-18.963034085453668,-18.963034085453668
000020.SZSE,2025-06-19,—,二接三阳,2025,False,False,-18.16546762589928,-16.007194244604317,-18.16546762589928,-12.589928057553957,-16.007194244604317,-18.16546762589928,-16.78657074340527
000025.SZSE,2024-10-29,—,二接三阴,2024,False,False,-12.207434603028911,-11.014226709499763,-12.207434603028911,-9.040844424047723,-11.014226709499763,-12.207434603028911,-7.939421753097752
000025.SZSE,2025-04-18,—,二接三阴,2025,True,False,-5.191127890514402,-4.011326097215672,-5.191127890514402,-5.191127890514402,-4.011326097215672,-8.966493629070326,-8.966493629070326
000026.SZSE,2025-07-01,—,三接四阳,2025,False,False,8.045977011494276,-6.436781609195386,4.367816091954024,-5.114942528735611,-6.436781609195386,8.045977011494276,0.45977011494253706
000029.SZSE,2024-09-30,—,二接三阳,2024,False,False,-10.011574074074082,1.27314814814814,-10.011574074074082,-4.108796296296302,-10.011574074074082,-10.011574074074082,-18.981481481481488
000032.SZSE,2024-10-08,—,二接三阳,2024,True,False,-0.682773109243695,-1.7857142857142905,-0.682773109243695,-0.682773109243695,-1.7857142857142905,3.623949579831942,3.623949579831942
000032.SZSE,2026-06-15,—,二接三阳,2026,True,False,11.580970687169634,3.171552138394995,9.995194617972135,11.580970687169634,11.580970687169634,18.212397885631916,18.212397885631916
000032.SZSE,2026-06-16,—,三接四阳,2026,True,False,1.4416775884665611,1.3979903888160727,1.4416775884665611,1.4416775884665611,1.4416775884665611,7.470511140235914,7.470511140235914
000037.SZSE,2023-06-27,—,二接三阴,2023,True,False,14.261019878997416,0.17286084701815252,10.025929127052713,14.261019878997416,14.261019878997416,6.050129645635249,6.050129645635249
000037.SZSE,2023-06-28,—,三接四阴,2023,True,False,3.849175176747832,4.556166535742334,3.849175176747832,3.849175176747832,3.849175176747832,-3.6135113904163463,-3.6135113904163463
000037.SZSE,2024-01-31,—,二接三阴,2024,False,False,-25.827280064568203,-23.486682808716708,-25.827280064568203,-17.59483454398708,-23.486682808716708,-25.827280064568203,-33.25262308313156
000042.SZSE,2024-03-13,—,二接三阳,2024,False,False,-13.653136531365318,-12.54612546125461,-13.653136531365318,-6.088560885608862,-12.54612546125461,-13.653136531365318,-9.77859778597786
000045.SZSE,2024-10-29,—,二接三阳,2024,True,False,2.578125000000009,3.3593749999999867,2.578125000000009,2.578125000000009,2.578125000000009,7.656249999999987,7.656249999999987
000045.SZSE,2024-10-30,B3,三接四阳,2024,False,False,-2.1306818181818232,-8.877840909090907,-2.1306818181818232,-6.747159090909083,-8.877840909090907,-2.1306818181818232,-11.931818181818176
000048.SZSE,2026-06-11,—,二接三阳,2026,True,False,-3.5696073431922493,-1.1218765935747,-3.5696073431922493,-3.5696073431922493,-1.1218765935747,-11.422743498215194,-11.422743498215194
000058.SZSE,2024-10-29,—,二接三阳,2024,True,False,12.016293279022406,-3.258655804480659,9.97963340122201,12.016293279022406,-3.258655804480659,0.8146639511201537,0.8146639511201537
000058.SZSE,2024-10-30,—,三接四阳,2024,True,False,1.8518518518518379,0.0,1.8518518518518379,1.8518518518518379,1.8518518518518379,-8.333333333333337,-8.333333333333337
000061.SZSE,2025-08-29,—,二接三阳,2025,False,False,-9.924487594390508,-9.385113268608404,-9.924487594390508,-5.393743257820926,-9.385113268608404,-9.924487594390508,-14.886731391585762
000062.SZSE,2024-08-20,A1,三接四阳,2024,True,False,83.92156862745097,9.80392156862746,10.039215686274506,83.92156862745097,83.92156862745097,193.33333333333331,102.35294117647058
000062.SZSE,2024-09-03,B1,二接三阴,2024,True,False,19.795003203074945,5.637411915438806,9.993593850096104,19.795003203074945,19.795003203074945,7.815502882767444,7.815502882767444
000062.SZSE,2024-09-04,—,三接四阴,2024,True,False,8.910891089108897,3.698311007571342,9.98835177635411,8.910891089108897,8.910891089108897,-1.9801980198020042,-1.9801980198020042
000066.SZSE,2024-10-31,—,二接三阳,2024,True,False,-0.1890359168241873,4.6628859483301754,10.018903591682427,-0.1890359168241873,-0.1890359168241873,5.860113421550106,5.860113421550106
000066.SZSE,2024-11-01,—,三接四阳,2024,True,False,-9.278350515463918,0.05727376861395239,-9.278350515463918,-9.278350515463918,-9.278350515463918,-3.7800687285223344,-3.7800687285223344
000066.SZSE,2024-11-08,—,二接三阳,2024,True,True,3.9355992844364973,-1.610017889087656,3.9355992844364973,3.9355992844364973,-1.610017889087656,-3.801431127012511,-3.801431127012511
000066.SZSE,2026-05-07,—,二接三阳,2026,True,False,-3.7114261884904076,-0.8340283569641338,-3.7114261884904076,-3.7114261884904076,-0.8340283569641338,-2.4186822351960013,-2.4186822351960013
000068.SZSE,2024-01-26,—,二接三阳,2024,True,False,-1.0889292196007205,0.0,9.981851179673317,-1.0889292196007205,-1.0889292196007205,-10.88929219600725,-10.88929219600725
000068.SZSE,2024-01-29,—,三接四阳,2024,True,False,-10.06600660066006,-0.9900990099009799,-10.06600660066006,-10.06600660066006,-0.9900990099009799,-18.97689768976897,-18.97689768976897
000069.SZSE,2024-10-08,—,三接四阳,2024,True,False,-9.968847352024913,-6.542056074766355,-9.968847352024913,-9.968847352024913,-6.542056074766355,-15.264797507788153,-15.264797507788153
000070.SZSE,2024-01-24,—,二接三阳,2024,True,False,8.977035490605424,10.020876826722326,10.020876826722326,8.977035490605424,8.977035490605424,-1.8789144050104345,-1.8789144050104345
000070.SZSE,2025-11-25,—,二接三阳,2025,True,False,14.150197628458482,7.905138339920947,10.039525691699591,14.150197628458482,14.150197628458482,10.750988142292496,10.750988142292496
000070.SZSE,2025-11-26,—,三接四阳,2025,True,False,3.735632183908044,-2.442528735632188,3.735632183908044,3.735632183908044,-2.442528735632188,0.6465517241379226,0.6465517241379226
000070.SZSE,2026-02-12,—,二接三阳,2026,True,False,-9.999999999999998,-2.564102564102566,-9.999999999999998,-9.999999999999998,-2.564102564102566,-6.666666666666665,-6.666666666666665
000099.SZSE,2024-04-01,—,三接四阴,2024,True,False,-2.42914979757084,0.0,-2.42914979757084,-2.42914979757084,-2.42914979757084,-9.311740890688258,-9.311740890688258
000099.SZSE,2024-04-19,—,二接三阳,2024,True,False,-7.816711590296499,5.570530098831972,-7.816711590296499,-7.816711590296499,-7.816711590296499,-7.816711590296499,-7.816711590296499
000099.SZSE,2024-07-31,—,二接三阳,2024,False,False,0.35300050428643814,-6.30358043368634,0.35300050428643814,-2.6222894604135183,-6.30358043368634,0.35300050428643814,-1.1598587997982746
000100.SZSE,2024-11-01,—,二接三阴,2024,False,False,-12.178387650085764,-14.065180102915953,-12.178387650085764,-10.977701543739272,-14.065180102915953,-12.178387650085764,-9.262435677530023
000151.SZSE,2024-01-29,—,三接四阳,2024,True,False,-9.99291282778172,-7.0163004961020565,-9.99291282778172,-9.99291282778172,-7.0163004961020565,-6.094968107725018,-6.094968107725018
000158.SZSE,2024-10-10,—,三接四阴,2024,False,False,0.7403189066059301,-12.357630979498847,0.7403189066059301,-2.6195899772209374,-12.357630979498847,0.7403189066059301,10.820045558086576
000402.SZSE,2026-05-06,—,二接三阴,2026,True,False,-4.011461318051579,-1.7191977077363862,-4.011461318051579,-4.011461318051579,-1.7191977077363862,-6.303724928366772,-6.303724928366772
000409.SZSE,2023-12-13,—,二接三阳,2023,True,False,4.128440366972463,0.09174311926605228,4.128440366972463,4.128440366972463,4.128440366972463,-5.688073394495419,-5.688073394495419
000409.SZSE,2023-12-14,—,三接四阳,2023,False,False,-14.261884904086742,-8.340283569641372,-14.261884904086742,-5.337781484570481,-8.340283569641372,-14.261884904086742,-22.852376980817347
000409.SZSE,2025-03-05,—,二接三阴,2025,True,False,8.957528957528949,10.038610038610042,10.038610038610042,8.957528957528949,8.957528957528949,17.065637065637063,17.065637065637063
000417.SZSE,2026-05-20,—,二接三阴,2026,True,False,-2.3084994753410193,9.968520461699914,-2.3084994753410193,-2.3084994753410193,-2.3084994753410193,8.604407135362013,7.450157397691504
000417.SZSE,2026-05-21,—,三接四阴,2026,False,False,-1.2404580152671874,-6.488549618320604,-2.2900763358778664,-11.164122137404576,-6.488549618320604,-1.2404580152671874,-11.068702290076338
000420.SZSE,2025-05-16,—,二接三阴,2025,False,False,-6.249999999999989,-7.459677419354838,1.6129032258064502,-7.661290322580639,-7.459677419354838,-6.249999999999989,-10.080645161290324
000421.SZSE,2023-12-12,—,二接三阴,2023,True,False,9.268929503916446,1.8276762402088753,9.268929503916446,9.268929503916446,9.268929503916446,15.404699738903393,15.404699738903393
000421.SZSE,2023-12-13,—,三接四阴,2023,False,False,4.8635824436536135,-5.100830367734277,4.8635824436536135,-0.7117437722420017,-5.100830367734277,4.8635824436536135,15.302491103202854
000421.SZSE,2024-07-18,—,二接三阴,2024,False,False,-14.536741214057514,-14.536741214057514,-14.536741214057514,-5.111821086261969,-14.536741214057514,-14.536741214057514,-18.849840255591054
000421.SZSE,2024-07-31,—,二接三阴,2024,False,False,-12.977099236641221,-15.419847328244273,-12.977099236641221,-14.809160305343505,-15.419847328244273,-12.977099236641221,-17.25190839694657
000421.SZSE,2025-01-15,—,三接四阴,2025,False,False,-17.517401392111353,-16.35730858468677,-17.517401392111353,-14.733178654292345,-16.35730858468677,-17.517401392111353,-24.477958236658925
000428.SZSE,2026-07-29,—,二接三阴,2026,True,False,-5.198019801980203,9.90099009900991,-5.198019801980203,-5.198019801980203,-5.198019801980203,-1.2376237623762387,4.207920792079212
000428.SZSE,2026-07-30,—,三接四阴,2026,False,False,-10.135135135135142,-14.86486486486488,-5.180180180180194,-13.738738738738743,-14.86486486486488,-10.135135135135142,-9.90990990990992
000503.SZSE,2024-10-09,—,二接三阳,2024,False,False,-11.327433628318595,-0.1769911504424848,-11.327433628318595,-2.300884955752225,-0.1769911504424848,-11.327433628318595,-14.159292035398241
000504.SZSE,2024-05-10,—,二接三阳,2024,False,False,-13.683223992502336,-13.683223992502336,-13.683223992502336,-4.123711340206182,-13.683223992502336,-13.683223992502336,-22.30552952202437
000505.SZSE,2026-08-19,—,二接三阴,2026,True,False,0.2677376171352108,-7.89825970548862,0.2677376171352108,0.2677376171352108,-7.89825970548862,-9.772423025435073,-9.772423025435073
000506.SZSE,2024-04-08,—,二接三阴,2024,True,False,-4.537205081669693,-0.1814882032667886,-4.537205081669693,-4.537205081669693,-0.1814882032667886,3.9927404718693493,3.9927404718693493
000506.SZSE,2026-01-21,—,二接三阴,2026,True,False,0.8794619762028111,-3.8282462493533287,0.8794619762028111,0.8794619762028111,-3.8282462493533287,0.7759958613554163,0.7759958613554163
000506.SZSE,2026-01-28,—,二接三阴,2026,True,True,-1.002699575780941,9.988430389510228,9.988430389510228,-1.002699575780941,-1.002699575780941,-10.913999228692628,-10.913999228692628
000506.SZSE,2026-01-29,—,三接四阴,2026,True,False,-9.992987377279094,-9.992987377279094,-9.992987377279094,-9.992987377279094,-9.992987377279094,-19.004207573632538,-19.004207573632538
000509.SZSE,2024-08-13,—,三接四阳,2024,True,False,-8.47457627118644,9.887005649717517,-8.47457627118644,-8.47457627118644,-8.47457627118644,-17.514124293785315,-17.514124293785315
000509.SZSE,2025-10-23,—,二接三阳,2025,False,False,-14.59330143540669,-15.071770334928225,-14.59330143540669,-11.483253588516739,-15.071770334928225,-14.59330143540669,-14.59330143540669
000509.SZSE,2026-05-27,—,二接三阳,2026,True,False,-0.9596928982725461,9.788867562380045,9.98080614203456,-0.9596928982725461,-0.9596928982725461,-5.566218809980805,-5.566218809980805
000509.SZSE,2026-05-28,—,三接四阳,2026,True,True,-9.947643979057597,9.947643979057585,-9.947643979057597,-9.947643979057597,-9.947643979057597,-14.136125654450272,-14.136125654450272
000510.SZSE,2025-04-15,—,二接三阳,2025,True,False,-5.697445972495085,6.09037328094304,-5.697445972495085,-5.697445972495085,-5.697445972495085,-3.143418467583503,3.7328094302554016
000510.SZSE,2025-04-16,A1,三接四阳,2025,False,False,-11.964285714285715,-16.07142857142856,-5.714285714285705,-14.28571428571428,-16.07142857142856,-11.964285714285715,-3.214285714285714
000510.SZSE,2025-11-27,—,二接三阳,2025,True,False,5.653710247349819,-3.4157832744405314,5.653710247349819,5.653710247349819,-3.4157832744405314,3.6513545347467646,3.6513545347467646
000510.SZSE,2026-05-26,—,二接三阴,2026,True,False,-0.3873824017708971,2.877697841726623,-0.3873824017708971,-0.3873824017708971,-0.3873824017708971,-1.7708909795240757,-1.7708909795240757
000510.SZSE,2026-06-15,—,二接三阴,2026,True,True,7.695917409666819,3.237916471140312,7.695917409666819,7.695917409666819,7.695917409666819,3.3317691224777235,3.3317691224777235
000514.SZSE,2024-05-23,B1,二接三阴,2024,True,False,-9.940357852882709,-2.982107355864816,-9.940357852882709,-9.940357852882709,-2.982107355864816,-11.133200795228637,-11.133200795228637
000514.SZSE,2025-07-09,—,二接三阴,2025,True,False,13.461538461538458,2.2435897435897356,9.935897435897445,13.461538461538458,13.461538461538458,2.083333333333326,2.083333333333326
000514.SZSE,2025-07-10,—,三接四阴,2025,True,False,3.206997084548102,9.037900874635563,3.206997084548102,3.206997084548102,3.206997084548102,-7.142857142857151,-7.142857142857151
000518.SZSE,2026-05-22,—,二接三阴,2026,True,False,-0.9685230024213065,-6.295399515738498,9.927360774818418,-0.9685230024213065,-6.295399515738498,-4.842615012106533,-4.842615012106533
000518.SZSE,2026-05-25,—,三接四阴,2026,True,False,-9.911894273127754,-3.524229074889873,-9.911894273127754,-9.911894273127754,-3.524229074889873,-13.436123348017615,-13.436123348017615
000520.SZSE,2024-10-30,—,三接四阳,2024,True,False,-1.0291595197255643,9.948542024013719,9.948542024013719,-1.0291595197255643,-1.0291595197255643,7.8902229845626115,8.919382504288166
000520.SZSE,2025-05-15,—,二接三阳,2025,False,False,-14.935064935064934,-10.551948051948056,-14.935064935064934,-10.71428571428572,-10.551948051948056,-14.935064935064934,-7.629870129870131
000526.SZSE,2023-05-30,—,二接三阳,2023,False,False,-11.288834204860043,-7.6899415564441576,-11.288834204860043,-1.4457090126114958,-7.6899415564441576,-11.288834204860043,-11.719470932020915
000530.SZSE,2024-11-08,—,二接三阳,2024,False,False,-5.213270142180093,-6.16113744075829,-5.213270142180093,-5.845181674565558,-6.16113744075829,-5.213270142180093,-12.00631911532385
000530.SZSE,2025-12-03,—,二接三阳,2025,False,False,-10.48780487804878,-6.097560975609751,-10.48780487804878,-6.097560975609751,-6.097560975609751,-10.48780487804878,-7.804878048780484
000532.SZSE,2025-02-06,—,二接三阳,2025,True,False,4.635387224420584,0.11305822498586249,4.635387224420584,4.635387224420584,4.635387224420584,7.292255511588452,7.292255511588452
000533.SZSE,2025-01-09,—,二接三阴,2025,False,False,-23.17073170731707,-20.177383592017726,-23.17073170731707,-14.634146341463406,-20.177383592017726,-23.17073170731707,-30.820399113082033
000533.SZSE,2025-11-07,—,二接三阳,2025,False,False,3.229166666666683,-3.4375000000000044,3.541666666666665,-5.833333333333335,-3.4375000000000044,3.229166666666683,-1.7708333333333326
000533.SZSE,2026-02-04,—,二接三阴,2026,True,False,-3.3183856502242204,0.4484304932735439,-3.3183856502242204,-3.3183856502242204,-3.3183856502242204,0.8968609865470878,0.8968609865470878
000533.SZSE,2026-03-09,A2,三接四阴,2026,True,False,7.880268784361633,10.018326206475269,7.880268784361633,7.880268784361633,7.880268784361633,9.16310323762981,9.16310323762981
000533.SZSE,2026-07-27,—,二接三阳,2026,True,False,15.413891531874423,9.990485252140836,9.990485252140836,15.413891531874423,15.413891531874423,3.9010466222645146,3.9010466222645146
000533.SZSE,2026-07-28,—,三接四阳,2026,True,False,4.930795847750868,-6.747404844290672,4.930795847750868,4.930795847750868,-6.747404844290672,-5.5363321799308025,-5.5363321799308025
000536.SZSE,2023-09-06,—,二接三阴,2023,True,False,10.22727272727273,9.090909090909083,9.84848484848484,10.22727272727273,10.22727272727273,38.25757575757576,21.212121212121215
000536.SZSE,2023-09-07,—,三接四阴,2023,True,False,0.34482758620690834,4.137931034482767,10.000000000000009,0.34482758620690834,0.34482758620690834,25.86206896551724,10.344827586206895
000536.SZSE,2023-09-14,—,二接三阴,2023,False,False,-9.043927648578808,-5.68475452196383,-9.043927648578808,-5.68475452196383,-5.68475452196383,-9.043927648578808,-12.4031007751938
000536.SZSE,2023-09-28,—,二接三阳,2023,True,False,5.0104384133611735,4.384133611691032,10.020876826722326,5.0104384133611735,5.0104384133611735,0.8350730688935215,0.8350730688935215
000536.SZSE,2023-10-09,—,三接四阳,2023,True,True,-4.554079696394675,4.36432637571158,-4.554079696394675,-4.554079696394675,-4.554079696394675,-8.349146110056916,-8.349146110056916
000536.SZSE,2024-10-09,—,二接三阳,2024,True,False,-9.950248756218894,-0.24875621890546595,-9.950248756218894,-9.950248756218894,-0.24875621890546595,-18.90547263681591,-18.90547263681591
000536.SZSE,2024-10-29,—,二接三阴,2024,True,False,75.9825327510917,10.043668122270732,10.043668122270732,75.9825327510917,75.9825327510917,58.296943231441055,58.296943231441055
000537.SZSE,2026-03-12,—,二接三阳,2026,True,False,-0.9592326139088669,9.99200639488409,-0.9592326139088669,-0.9592326139088669,-0.9592326139088669,-10.231814548361307,-10.231814548361307
000537.SZSE,2026-03-13,—,三接四阳,2026,False,False,-18.386627906976738,-11.33720930232559,-18.386627906976738,-9.9563953488372,-11.33720930232559,-18.386627906976738,-15.116279069767447
000539.SZSE,2026-05-29,—,二接三阴,2026,True,False,2.8153153153153143,10.022522522522515,10.022522522522515,2.8153153153153143,2.8153153153153143,5.8558558558558405,5.8558558558558405
000539.SZSE,2026-06-01,—,三接四阴,2026,True,False,-6.550665301944713,-0.92118730808598,-6.550665301944713,-6.550665301944713,-0.92118730808598,-3.7871033776867846,-3.7871033776867846
000546.SZSE,2025-11-19,—,二接三阴,2025,True,False,-5.263157894736836,9.999999999999986,-5.263157894736836,-5.263157894736836,-5.263157894736836,-14.736842105263149,-14.736842105263149
000546.SZSE,2025-11-20,—,三接四阴,2025,False,False,-22.488038277511947,-22.488038277511947,-22.488038277511947,-13.875598086124397,-22.488038277511947,-22.488038277511947,-29.425837320574153
000547.SZSE,2025-11-18,—,二接三阳,2025,True,False,8.86742756804213,7.550482879719045,10.008779631255482,8.86742756804213,8.86742756804213,23.792800702370485,19.754170324846363
000547.SZSE,2025-11-19,—,三接四阳,2025,True,False,-1.037509976057449,9.976057462090981,9.976057462090981,-1.037509976057449,-1.037509976057449,12.529928172386274,8.858739026336803
000547.SZSE,2025-12-02,—,二接三阳,2025,True,False,5.198776758409762,2.752293577981657,5.198776758409762,5.198776758409762,5.198776758409762,14.37308868501528,14.37308868501528
000548.SZSE,2024-11-26,—,二接三阳,2024,False,False,-16.927453769559044,-23.32859174964439,-16.927453769559044,-14.793741109530579,-23.32859174964439,-16.927453769559044,-19.914651493598868
000550.SZSE,2023-07-19,—,二接三阴,2023,False,False,-6.466876971608837,-6.624605678233431,-6.466876971608837,-0.8412197686645695,-6.624605678233431,-6.466876971608837,-12.828601472134604
000551.SZSE,2024-10-09,—,二接三阳,2024,False,False,3.562945368171011,-1.0292953285827466,3.562945368171011,-5.779889152810769,-1.0292953285827466,3.562945368171011,-2.0585906571654933
000551.SZSE,2025-12-25,—,三接四阳,2025,True,False,1.7386091127098213,5.875299760191854,1.7386091127098213,1.7386091127098213,1.7386091127098213,-8.453237410071946,-8.453237410071946
000553.SZSE,2024-10-25,—,二接三阳,2024,True,False,2.6282853566958586,-3.629536921151444,2.6282853566958586,2.6282853566958586,-3.629536921151444,8.886107634543162,8.886107634543162
000554.SZSE,2026-03-04,—,二接三阳,2026,False,False,-8.793969849246219,-4.187604690117253,-8.793969849246219,-2.680067001675046,-4.187604690117253,-8.793969849246219,-13.065326633165819
000555.SZSE,2025-10-31,—,二接三阳,2025,False,False,8.201581027667991,-9.090909090909093,3.013833992094872,-6.373517786561256,-9.090909090909093,8.201581027667991,5.039525691699631
000557.SZSE,2024-11-11,—,二接三阳,2024,True,False,-5.515239477503631,0.0,-5.515239477503631,-5.515239477503631,-5.515239477503631,-10.449927431059503,-10.449927431059503
000559.SZSE,2025-05-12,—,二接三阳,2025,True,False,4.956896551724155,2.9094827586207073,4.956896551724155,4.956896551724155,4.956896551724155,-3.0172413793103425,-3.0172413793103425
000559.SZSE,2025-09-17,—,二接三阴,2025,True,False,-0.9551098376313405,5.921680993314227,10.028653295128919,-0.9551098376313405,-0.9551098376313405,-4.297994269340988,-4.297994269340988
000559.SZSE,2025-09-18,—,三接四阴,2025,True,False,-9.982638888888895,-0.17361111111110494,-9.982638888888895,-9.982638888888895,-0.17361111111110494,-13.020833333333337,-13.020833333333337
000560.SZSE,2024-04-30,—,二接三阳,2024,False,False,-1.4354066985645786,-3.8277511961722577,-1.4354066985645786,-5.263157894736836,-3.8277511961722577,-1.4354066985645786,-3.349282296650713
000560.SZSE,2024-05-21,—,三接四阳,2024,False,False,4.532577903682733,1.4164305949008638,6.515580736543902,-3.116147308781869,4.532577903682733,4.532577903682733,-5.949008498583563
000560.SZSE,2024-09-30,—,二接三阴,2024,True,True,4.278074866310155,9.89304812834224,4.278074866310155,4.278074866310155,4.278074866310155,-6.149732620320869,-6.149732620320869
000560.SZSE,2024-10-08,—,三接四阴,2024,False,False,-14.598540145985417,-10.705596107055971,-14.598540145985417,-5.109489051094895,-10.705596107055971,-14.598540145985417,-18.97810218978102
000560.SZSE,2026-09-01,—,二接三阳,2026,True,False,-0.31347962382444194,-3.1347962382445194,-0.31347962382444194,-0.31347962382444194,-3.1347962382445194,-10.344827586206895,-10.344827586206895
000561.SZSE,2024-10-29,—,二接三阴,2024,False,False,-3.8353601496725953,-9.167446211412521,-3.8353601496725953,-8.231992516370434,-9.167446211412521,-3.8353601496725953,2.2450888681010417
000561.SZSE,2025-08-14,—,二接三阳,2025,True,False,4.7272727272727355,0.1454545454545375,4.7272727272727355,4.7272727272727355,4.7272727272727355,8.509090909090911,15.199999999999992
000564.SZSE,2024-11-07,—,二接三阴,2024,True,True,4.580152671755733,9.923664122137389,9.923664122137389,4.580152671755733,4.580152671755733,14.885496183206094,14.885496183206094
000564.SZSE,2024-12-02,—,二接三阳,2024,True,False,-1.6393442622950838,0.0,-1.6393442622950838,-1.6393442622950838,-1.6393442622950838,-6.557377049180335,-6.557377049180335
000565.SZSE,2025-04-30,—,三接四阳,2025,True,False,16.026490066225165,5.96026490066226,10.066225165562926,16.026490066225165,16.026490066225165,23.178807947019877,23.178807947019877
000565.SZSE,2025-05-16,—,二接三阳,2025,True,False,-6.709493219129192,-9.992862241256251,-6.709493219129192,-6.709493219129192,-9.992862241256251,-16.059957173447536,-16.059957173447536
000566.SZSE,2024-09-11,A1,三接四阳,2024,True,False,8.908685968819597,10.022271714922049,10.022271714922049,8.908685968819597,8.908685968819597,-2.0044543429844075,-2.0044543429844075
000566.SZSE,2024-11-07,—,二接三阳,2024,True,False,-0.1547987616099089,9.90712074303406,-0.1547987616099089,-0.1547987616099089,-0.1547987616099089,-6.811145510835914,-6.811145510835914
000566.SZSE,2024-11-08,B3,三接四阳,2024,False,False,-15.330520393811542,-15.47116736990155,-15.330520393811542,-9.282700421940927,-15.47116736990155,-15.330520393811542,-15.330520393811542
000566.SZSE,2025-06-04,—,二接三阳,2025,False,False,-12.297297297297295,-5.270270270270283,-12.297297297297295,-3.7837837837837895,-5.270270270270283,-12.297297297297295,-9.459459459459463
000566.SZSE,2025-11-18,—,二接三阳,2025,False,False,-12.195121951219502,-7.195121951219496,-12.195121951219502,-2.4390243902438935,-7.195121951219496,-12.195121951219502,-3.4146341463414553
000566.SZSE,2025-12-23,—,二接三阴,2025,True,False,-5.47945205479452,-1.5981735159817378,-5.47945205479452,-5.47945205479452,-1.5981735159817378,-7.534246575342463,-7.534246575342463
000566.SZSE,2026-07-01,—,二接三阴,2026,True,False,11.839708561020036,9.107468123861562,10.018214936247727,11.839708561020036,11.839708561020036,17.122040072859733,17.122040072859733
000566.SZSE,2026-07-02,—,三接四阴,2026,True,False,1.655629139072845,2.98013245033113,1.655629139072845,1.655629139072845,1.655629139072845,6.4569536423841,6.4569536423841
000567.SZSE,2024-09-26,—,二接三阴,2024,False,False,3.7953795379538136,-3.7953795379537913,3.7953795379538136,-3.7953795379537913,-3.7953795379537913,3.7953795379538136,14.191419141914196
000568.SZSE,2024-09-30,B1,二接三阴,2024,True,False,6.212424849699416,10.000000000000009,6.212424849699416,6.212424849699416,6.212424849699416,-4.408817635270534,-4.408817635270534
000568.SZSE,2024-10-08,—,三接四阴,2024,False,False,-13.098925122973215,-7.694176231250371,-13.098925122973215,-3.4432501366368995,-7.694176231250371,-13.098925122973215,-10.554442217768866
000571.SZSE,2024-03-18,B1,二接三阴,2024,True,False,9.03225806451613,6.451612903225801,10.000000000000009,9.03225806451613,9.03225806451613,-1.9354838709677469,-1.9354838709677469
000571.SZSE,2024-03-19,—,三接四阴,2024,True,False,-0.8797653958944385,0.0,9.97067448680351,-0.8797653958944385,-0.8797653958944385,-10.850439882697948,-10.850439882697948
000572.SZSE,2023-07-31,—,二接三阴,2023,True,False,3.169014084507049,0.0,3.169014084507049,3.169014084507049,3.169014084507049,3.69718309859155,3.69718309859155
000572.SZSE,2023-08-01,—,三接四阴,2023,False,False,-5.76000000000001,-10.719999999999995,-5.76000000000001,-6.2399999999999896,-10.719999999999995,-5.76000000000001,-6.879999999999997
000572.SZSE,2023-11-14,—,二接三阴,2023,True,False,-1.3468013468013518,0.8417508417508435,-1.3468013468013518,-1.3468013468013518,-1.3468013468013518,-7.407407407407418,-7.407407407407418
000572.SZSE,2024-10-31,—,二接三阳,2024,True,False,-9.416195856873822,2.0715630885122405,-9.416195856873822,-9.416195856873822,-9.416195856873822,-2.4482109227871973,-2.4482109227871973
