代码,买入日,方案点,四组,年,封住,缩量强趋势,E0,E1,E2,E3,E4,E5,E6
603626.SSE,2024-10-31,—,二接三阳,2024,False,False,-13.970007892659819,-9.392265193370164,-13.970007892659819,-4.41988950276243,-9.392265193370164,-13.970007892659819,-22.573007103393838
603626.SSE,2025-02-27,—,二接三阳,2025,False,False,-8.55661192739845,-9.853068280034572,-8.55661192739845,-11.322385479688856,-9.853068280034572,-8.55661192739845,-14.001728608470188
603626.SSE,2025-08-19,—,二接三阴,2025,True,False,38.830715532286206,10.034904013961587,10.034904013961587,38.830715532286206,38.830715532286206,36.12565445026177,36.12565445026177
603626.SSE,2025-09-18,—,二接三阴,2025,True,False,-9.999999999999998,0.0,-9.999999999999998,-9.999999999999998,-9.999999999999998,-13.446327683615811,-13.446327683615811
603628.SSE,2023-12-25,—,二接三阴,2023,True,False,48.74476987447698,-0.2789400278939924,9.97210599721059,48.74476987447698,-0.2789400278939924,47.977684797768475,47.977684797768475
603628.SSE,2023-12-26,—,三接四阴,2023,True,False,35.2568167406468,0.0,10.019023462270148,35.2568167406468,35.2568167406468,34.55928979074192,34.55928979074192
603629.SSE,2023-06-06,—,三接四阳,2023,True,False,5.810397553516822,-5.565749235474016,5.810397553516822,5.810397553516822,-5.565749235474016,-24.770642201834868,-24.770642201834868
603629.SSE,2026-02-03,—,二接三阳,2026,False,False,-11.602209944751385,-6.917127071823215,-11.602209944751385,-2.541436464088398,-6.917127071823215,-11.602209944751385,-4.618784530386744
603629.SSE,2026-04-16,—,二接三阴,2026,False,False,10.883720930232554,-0.1447028423772645,8.98191214470283,-0.9302325581395432,-0.1447028423772645,10.883720930232554,4.589147286821693
603629.SSE,2026-04-30,—,二接三阳,2026,False,False,9.597008724553401,3.829109541614728,9.991690901537197,-0.006924248719009096,9.597008724553401,9.597008724553401,16.04348428195541
603629.SSE,2026-07-23,—,二接三阳,2026,False,False,-16.562956134285923,-12.42221710071444,-16.562956134285923,-7.290466313282618,-12.42221710071444,-16.562956134285923,-11.607897364984243
603629.SSE,2026-08-06,—,二接三阴,2026,False,False,2.8082633957391856,-1.3072950290510033,2.8082633957391856,-1.1297611362169224,-1.3072950290510033,2.8082633957391856,1.5251775338928297
603636.SSE,2025-02-06,—,二接三阳,2025,False,False,-4.638833664678588,-12.060967528164346,-4.638833664678588,-7.223326706428102,-12.060967528164346,-4.638833664678588,-2.650762094102055
603657.SSE,2025-05-08,—,二接三阳,2025,True,False,15.178571428571441,0.0,10.000000000000009,15.178571428571441,15.178571428571441,4.910714285714302,4.910714285714302
603657.SSE,2025-05-09,A1,三接四阳,2025,True,False,4.707792207792205,0.24350649350648457,9.983766233766245,4.707792207792205,4.707792207792205,-4.626623376623373,-4.626623376623373
603660.SSE,2024-11-29,—,三接四阳,2024,False,False,-17.266187050359715,-15.1978417266187,-17.266187050359715,-8.723021582733804,-15.1978417266187,-17.266187050359715,-24.28057553956834
603661.SSE,2026-05-26,—,三接四阴,2026,False,False,-14.32926829268293,-11.839430894308933,-14.32926829268293,-4.80182926829269,-11.839430894308933,-14.32926829268293,-16.285569105691046
603662.SSE,2023-05-22,—,二接三阳,2023,True,False,1.683501683501687,5.218855218855212,1.683501683501687,1.683501683501687,1.683501683501687,10.26936026936025,11.86868686868685
603663.SSE,2024-04-01,—,二接三阴,2024,True,True,12.126751980499684,9.993906154783684,9.993906154783684,12.126751980499684,12.126751980499684,22.05971968312006,23.33942717854964
603663.SSE,2026-06-23,—,二接三阴,2026,False,False,-1.9365199319856363,-3.646325335348577,-1.9365199319856363,-4.524844133761574,-3.646325335348577,-1.9365199319856363,-5.082184016625724
603666.SSE,2024-08-30,—,二接三阳,2024,False,False,-17.428984111699574,-12.373615792007708,-17.428984111699574,-8.281174771304755,-12.373615792007708,-17.428984111699574,-16.70678863745787
603666.SSE,2024-11-04,—,二接三阳,2024,True,False,12.635814889336006,10.02012072434606,10.02012072434606,12.635814889336006,12.635814889336006,14.366197183098596,14.366197183098596
603666.SSE,2024-11-05,—,三接四阳,2024,True,True,2.3774689100219515,9.985369422092184,9.985369422092184,2.3774689100219515,2.3774689100219515,3.9502560351133864,3.9502560351133864
603667.SSE,2024-12-03,—,二接三阴,2024,True,False,29.688206055128784,9.986443741527351,9.986443741527351,29.688206055128784,29.688206055128784,24.265702666064183,24.265702666064183
603667.SSE,2025-01-13,—,二接三阳,2025,False,False,17.801812335574386,-6.460099386144402,0.9646302250803762,-8.2139725226542,-6.460099386144402,17.801812335574386,22.800350774627297
603667.SSE,2025-01-16,—,二接三阴,2025,False,False,0.5264417324718718,-0.2153625269203041,0.5264417324718718,-3.5654462790141284,-0.2153625269203041,0.5264417324718718,3.134721225173487
603667.SSE,2025-12-31,—,二接三阳,2025,True,False,6.030294369819944,-1.4004001143183786,6.030294369819944,6.030294369819944,-1.4004001143183786,10.731637610745913,10.731637610745913
603667.SSE,2026-01-05,—,三接四阳,2026,False,False,0.6625097427903182,-3.2735775526110844,0.6625097427903182,-3.6113276175630094,-3.2735775526110844,0.6625097427903182,-1.7926734216679785
603669.SSE,2024-12-05,—,二接三阳,2024,False,False,-8.863636363636374,-5.909090909090919,-8.863636363636374,-5.340909090909096,-5.909090909090919,-8.863636363636374,-1.4772727272727382
603677.SSE,2023-07-13,—,二接三阴,2023,True,False,-10.017074558907224,0.22766078542970636,-10.017074558907224,-10.017074558907224,-10.017074558907224,-13.65964712578258,-13.65964712578258
603677.SSE,2025-03-14,—,二接三阳,2025,True,False,31.77525967894239,10.009442870632679,10.009442870632679,31.77525967894239,31.77525967894239,18.602455146364495,18.602455146364495
603678.SSE,2026-06-03,—,二接三阴,2026,False,False,0.12408872343725452,-2.7609740964789853,0.12408872343725452,-0.8375988832014847,-2.7609740964789853,0.12408872343725452,-2.3111524740189293
603679.SSE,2025-12-22,—,二接三阳,2025,False,False,-26.318267419962325,-23.022598870056488,-26.318267419962325,-18.126177024482104,-23.022598870056488,-26.318267419962325,-27.448210922787187
603681.SSE,2025-05-27,—,二接三阳,2025,True,False,-9.98389694041868,-0.21470746108427363,-9.98389694041868,-9.98389694041868,-0.21470746108427363,-9.017713365539448,-0.9661835748792202
603682.SSE,2023-07-27,—,三接四阳,2023,True,False,-1.4440433212996484,6.016847172081818,-1.4440433212996484,-1.4440433212996484,-1.4440433212996484,0.6016847172081619,0.6016847172081619
603685.SSE,2024-06-17,—,二接三阳,2024,True,False,-8.098591549295763,0.0,-8.098591549295763,-8.098591549295763,-8.098591549295763,-12.46478873239436,-12.46478873239436
603686.SSE,2024-12-27,—,三接四阳,2024,False,False,-20.28985507246377,-20.28985507246377,-20.28985507246377,-11.456176673567974,-20.28985507246377,-20.28985507246377,-28.2263630089717
603686.SSE,2025-09-22,—,二接三阴,2025,True,True,6.5670467951238765,2.1234762092017245,9.988202909948885,6.5670467951238765,6.5670467951238765,-4.089657884388509,-4.089657884388509
603686.SSE,2025-09-23,—,三接四阴,2025,True,False,-3.1104755094744307,0.10725777618878496,-3.1104755094744307,-3.1104755094744307,-3.1104755094744307,-12.799427958526987,-12.799427958526987
603686.SSE,2025-11-03,—,二接三阳,2025,False,False,0.7934175727299264,-11.842491918895092,-1.645606817513967,-10.578900969732597,-11.842491918895092,0.7934175727299264,-9.285924184543049
603687.SSE,2026-03-23,—,三接四阳,2026,True,False,0.13577732518668117,1.8329938900203624,0.13577732518668117,0.13577732518668117,0.13577732518668117,1.8329938900203624,1.8329938900203624
603688.SSE,2025-04-11,—,二接三阳,2025,True,False,-1.2031139419674375,1.6277423920735945,-1.2031139419674375,-1.2031139419674375,-1.2031139419674375,3.0431705590941327,3.0431705590941327
603690.SSE,2025-03-31,—,二接三阳,2025,False,False,-4.249126891734578,-12.68917345750873,-4.249126891734578,-7.450523864959246,-12.68917345750873,-4.249126891734578,-8.381839348079156
603690.SSE,2026-07-28,—,二接三阴,2026,False,False,-9.499451954694926,-8.293752283522105,-9.499451954694926,-5.005480453050792,-8.293752283522105,-9.499451954694926,-18.560467665327007
603693.SSE,2025-05-29,—,二接三阳,2025,True,False,-10.000000000000009,4.047619047619055,-10.000000000000009,-10.000000000000009,-10.000000000000009,-12.321428571428573,-12.321428571428573
603696.SSE,2025-04-17,—,二接三阳,2025,True,False,19.840566873339238,10.008857395925608,10.008857395925608,19.840566873339238,19.840566873339238,31.53232949512843,31.798051372896374
603696.SSE,2025-04-18,A1,三接四阳,2025,True,False,8.937198067632846,-3.5426731078904927,9.98389694041868,8.937198067632846,-3.5426731078904927,19.565217391304344,19.806763285024154
603696.SSE,2025-12-04,—,二接三阳,2025,True,False,30.000000000000004,-2.033898305084747,10.000000000000009,30.000000000000004,-2.033898305084747,17.005649717514125,17.005649717514125
603696.SSE,2025-12-05,A1,三接四阳,2025,True,True,18.181818181818187,10.01540832049308,10.01540832049308,18.181818181818187,18.181818181818187,6.368772470467388,6.368772470467388
603696.SSE,2025-12-24,—,二接三阳,2025,True,True,-1.4136904761904767,8.03571428571428,-1.4136904761904767,-1.4136904761904767,-1.4136904761904767,-2.5669642857142794,-2.5669642857142794
603696.SSE,2025-12-25,—,三接四阳,2025,False,False,-11.43050388907676,-8.72505918160298,-11.43050388907676,-10.382144064930676,-8.72505918160298,-11.43050388907676,-20.290835306053435
603697.SSE,2024-10-30,—,二接三阳,2024,False,False,-2.359550561797763,-6.516853932584265,-2.359550561797763,-2.4719101123595544,-6.516853932584265,-2.359550561797763,-3.0337078651685334
603698.SSE,2025-12-25,B2,二接三阳,2025,True,True,5.264564404062,6.360235168359152,5.264564404062,5.264564404062,5.264564404062,-0.8284339925173745,-0.8284339925173745
603700.SSE,2025-03-05,—,二接三阴,2025,True,False,-0.9824561403508847,10.035087719298241,10.035087719298241,-0.9824561403508847,-0.9824561403508847,-10.87719298245614,-10.87719298245614
603706.SSE,2024-11-21,—,二接三阳,2024,False,False,-14.840989399293282,-9.452296819787986,-14.840989399293282,-8.083038869257964,-9.452296819787986,-14.840989399293282,-6.404593639575973
603709.SSE,2025-09-09,—,三接四阴,2025,False,False,-24.557956777996072,-22.053045186640475,-24.557956777996072,-16.15913555992141,-22.053045186640475,-24.557956777996072,-27.603143418467578
603709.SSE,2025-12-12,—,二接三阳,2025,True,True,-7.4244966442952975,4.823825503355694,-7.4244966442952975,-7.4244966442952975,-7.4244966442952975,-16.694630872483216,-16.694630872483216
603709.SSE,2025-12-15,—,三接四阳,2025,False,False,-24.25629290617849,-24.25629290617849,-24.25629290617849,-15.827612509534706,-24.25629290617849,-24.25629290617849,-31.845919145690303
603716.SSE,2023-08-10,—,二接三阴,2023,True,False,12.641937925813785,6.358819076457234,9.99242997728993,12.641937925813785,12.641937925813785,12.187736563209683,12.187736563209683
603716.SSE,2023-08-11,—,三接四阴,2023,True,False,2.408809359944941,7.7081899518238295,2.408809359944941,2.408809359944941,2.408809359944941,1.9958706125258185,1.9958706125258185
603716.SSE,2024-03-20,—,二接三阴,2024,True,False,-1.3133208255159512,2.8142589118199,-1.3133208255159512,-1.3133208255159512,-1.3133208255159512,-11.163227016885546,-11.163227016885546
603716.SSE,2025-02-11,—,二接三阳,2025,False,False,-9.537572254335258,-12.71676300578035,-9.537572254335258,-12.042389210019266,-12.71676300578035,-9.537572254335258,-15.02890173410405
603716.SSE,2025-02-18,—,二接三阴,2025,False,False,-8.688245315161836,-15.161839863713789,-8.688245315161836,-5.7921635434412195,-15.161839863713789,-8.688245315161836,-5.621805792163547
603716.SSE,2025-03-12,—,二接三阴,2025,True,False,0.9781790820165615,-4.063205417607218,10.007524454477057,0.9781790820165615,-4.063205417607218,-3.7622272385252065,-3.7622272385252065
603716.SSE,2025-03-13,—,三接四阴,2025,True,False,-8.207934336525302,-5.266757865937066,-8.207934336525302,-8.207934336525302,-5.266757865937066,-12.517099863201098,-12.517099863201098
603716.SSE,2025-07-03,—,二接三阳,2025,True,True,17.588726513569952,10.020876826722326,10.020876826722326,17.588726513569952,17.588726513569952,10.594989561586644,10.594989561586644
603717.SSE,2024-12-10,—,二接三阳,2024,True,False,15.384615384615374,3.033586132177679,9.967497291440953,15.384615384615374,15.384615384615374,3.900325027085594,3.900325027085594
603717.SSE,2024-12-11,—,三接四阳,2024,True,True,4.92610837438423,10.049261083743843,10.049261083743843,4.92610837438423,4.92610837438423,-5.517241379310345,-5.517241379310345
603719.SSE,2024-12-12,—,二接三阴,2024,True,False,-8.18546078992558,-0.9730967372638677,-8.18546078992558,-8.18546078992558,-0.9730967372638677,-10.933028048082416,-10.933028048082416
603721.SSE,2023-11-01,—,二接三阳,2023,False,False,-11.059262715818951,-13.672421838544091,-11.059262715818951,-9.846010265982263,-13.672421838544091,-11.059262715818951,-14.839010732617819
603721.SSE,2023-12-05,—,三接四阴,2023,True,False,-9.885308574549423,1.0376843255051948,-9.885308574549423,-9.885308574549423,-9.885308574549423,-10.786455488803925,-0.8738394320043752
603721.SSE,2023-12-19,—,二接三阴,2023,True,False,-6.899810964083175,0.0,-6.899810964083175,-6.899810964083175,-6.899810964083175,-14.083175803402648,-14.083175803402648
603721.SSE,2024-03-06,—,二接三阳,2024,False,False,-17.22357229647631,-8.961117861482393,-17.22357229647631,-8.019441069258814,-8.961117861482393,-17.22357229647631,-15.097205346294052
603721.SSE,2024-03-22,—,二接三阳,2024,True,False,-10.00234796900682,0.9626672927917301,-10.00234796900682,-10.00234796900682,-10.00234796900682,-12.444235736088293,-12.444235736088293
603721.SSE,2026-09-02,—,二接三阴,2026,False,False,-10.51492860233665,-9.9524015577672,-10.51492860233665,-7.009952401557773,-9.9524015577672,-10.51492860233665,-8.870618779749028
603722.SSE,2026-07-07,—,二接三阴,2026,False,False,-14.440734557595992,-14.440734557595992,-14.440734557595992,-7.658597662771294,-14.440734557595992,-14.440734557595992,-20.3881469115192
603726.SSE,2025-07-10,—,二接三阳,2025,False,False,-19.089703932832524,-14.052143172779497,-19.089703932832524,-12.593901900132554,-14.052143172779497,-19.089703932832524,-20.37118868758285
603728.SSE,2023-05-19,—,二接三阳,2023,False,False,3.9527913076058407,-4.45859872611466,3.9527913076058407,-2.6227051330086293,-4.45859872611466,3.9527913076058407,-6.331959535406528
603737.SSE,2024-05-17,—,二接三阳,2024,True,False,2.44493837138815,-2.768236007274205,2.44493837138815,2.44493837138815,-2.768236007274205,-1.7377247928874517,-1.7377247928874517
603737.SSE,2024-10-08,—,三接四阴,2024,False,False,-12.805158912943348,-5.573468447719954,-12.805158912943348,-3.109166282818976,-5.573468447719954,-12.805158912943348,-15.730078304928597
603738.SSE,2026-05-11,—,二接三阳,2026,True,True,4.970025140204992,-1.3730419648037118,4.970025140204992,4.970025140204992,-1.3730419648037118,4.428543801972529,4.428543801972529
603739.SSE,2023-12-27,—,二接三阴,2023,False,False,-15.772179627601313,-17.360350492880617,-15.772179627601313,-13.033953997809423,-17.360350492880617,-15.772179627601313,-16.648411829134723
603758.SSE,2024-11-06,B1,二接三阴,2024,False,False,0.8982035928143617,-4.191616766467066,0.8982035928143617,-3.6926147704590795,-4.191616766467066,0.8982035928143617,-1.197604790419149
603767.SSE,2023-06-26,B2,二接三阳,2023,True,True,42.095588235294116,1.1029411764705843,10.018382352941169,42.095588235294116,42.095588235294116,38.05147058823528,38.05147058823528
603767.SSE,2023-06-27,—,三接四阳,2023,True,False,29.156223893066002,0.5012531328320691,10.025062656641603,29.156223893066002,29.156223893066002,25.480367585630724,25.480367585630724
603767.SSE,2023-08-31,—,二接三阴,2023,True,False,19.923788786064243,0.0,10.01633097441481,19.923788786064243,19.923788786064243,22.591181273815984,22.591181273815984
603767.SSE,2023-09-01,A2,三接四阴,2023,True,False,9.00544285007423,-0.5937654626422595,9.995051954477985,9.00544285007423,-0.5937654626422595,11.42998515586342,11.42998515586342
603767.SSE,2024-02-01,—,二接三阴,2024,True,False,-0.9937888198757849,9.316770186335411,9.999999999999986,-0.9937888198757849,-0.9937888198757849,-10.869565217391319,-10.869565217391319
603767.SSE,2024-02-02,—,三接四阴,2024,True,False,-9.994353472614348,6.154714850367027,-9.994353472614348,-9.994353472614348,-9.994353472614348,-18.972332015810277,-18.972332015810277
603767.SSE,2025-08-05,—,二接三阴,2025,True,True,23.578248235782475,7.928601079286013,10.004151100041515,23.578248235782475,23.578248235782475,25.28019925280198,25.28019925280198
603767.SSE,2025-08-06,—,三接四阴,2025,True,False,12.339622641509429,9.999999999999986,9.999999999999986,12.339622641509429,12.339622641509429,13.886792452830177,13.886792452830177
603768.SSE,2023-10-25,—,二接三阴,2023,True,False,9.707180104292036,1.6044925792218168,9.987966305655839,9.707180104292036,9.707180104292036,-1.2434817488969019,-1.2434817488969019
603768.SSE,2023-10-26,—,三接四阴,2023,True,False,-0.2552881108679794,9.992706053975198,-0.2552881108679794,-0.2552881108679794,-0.2552881108679794,-10.211524434719188,-10.211524434719188
603773.SSE,2024-05-21,—,二接三阳,2024,True,False,4.825972506580878,0.0,4.825972506580878,4.825972506580878,4.825972506580878,-2.076630593740858,-2.076630593740858
603773.SSE,2026-08-06,—,二接三阴,2026,True,False,10.644452157815554,7.670947587643173,9.996528982991993,10.644452157815554,10.644452157815554,10.389910910563449,10.389910910563449
603773.SSE,2026-08-07,—,三接四阴,2026,True,False,0.5890396549910637,3.9444619753865595,0.5890396549910637,0.5890396549910637,0.5890396549910637,0.35763121910172835,0.35763121910172835
603776.SSE,2024-12-10,—,三接四阳,2024,False,False,-21.729682746631894,-15.254237288135597,-21.729682746631894,-15.254237288135597,-15.254237288135597,-21.729682746631894,-22.59887005649719
603777.SSE,2024-12-24,—,二接三阴,2024,True,False,10.328638497652577,4.091213950368866,9.993293091884636,10.328638497652577,10.328638497652577,-0.670690811535879,-0.670690811535879
603777.SSE,2024-12-25,—,三接四阴,2024,True,False,0.3048780487804992,3.658536585365857,0.3048780487804992,0.3048780487804992,0.3048780487804992,-9.695121951219498,-9.695121951219498
603777.SSE,2025-01-13,—,二接三阳,2025,True,False,19.8051948051948,4.978354978354971,10.010822510822504,19.8051948051948,19.8051948051948,10.984848484848486,10.984848484848486
603777.SSE,2025-01-14,B3,三接四阳,2025,True,True,8.903098868667003,9.98524348253813,9.98524348253813,8.903098868667003,8.903098868667003,0.8853910477127469,0.8853910477127469
603777.SSE,2026-04-10,—,二接三阴,2026,True,False,-0.41249263406011316,1.0606953447259926,-0.41249263406011316,-0.41249263406011316,-0.41249263406011316,1.6499705362404304,1.6499705362404304
603778.SSE,2025-07-11,—,二接三阳,2025,True,False,-1.002004008016033,-1.8036072144288595,10.020040080160332,-1.002004008016033,-1.8036072144288595,-10.821643286573146,-10.821643286573146
603778.SSE,2025-07-14,—,三接四阳,2025,True,False,-10.018214936247716,-2.1857923497267784,-10.018214936247716,-10.018214936247716,-2.1857923497267784,-18.943533697632052,-18.943533697632052
603778.SSE,2025-11-13,—,三接四阳,2025,True,False,2.199223803363526,3.6222509702457772,9.961190168175937,2.199223803363526,2.199223803363526,5.433376455368699,5.433376455368699
603778.SSE,2025-11-26,—,二接三阳,2025,False,False,33.912155260469866,4.085801838610825,7.660878447395292,-2.1450459652706755,33.912155260469866,33.912155260469866,29.11133810010216
603778.SSE,2025-12-01,—,二接三阳,2025,True,False,2.8235294117646914,1.9607843137254832,2.8235294117646914,2.8235294117646914,2.8235294117646914,-0.8627450980392082,-0.8627450980392082
603778.SSE,2026-01-12,—,二接三阳,2026,True,True,7.554417413572345,9.560392658984206,7.554417413572345,7.554417413572345,7.554417413572345,6.4874093043107095,18.309859154929576
603779.SSE,2023-06-09,—,三接四阳,2023,True,False,15.313653136531368,9.040590405904059,9.963099630996307,15.313653136531368,15.313653136531368,20.018450184501834,20.018450184501834
603779.SSE,2023-12-21,—,二接三阳,2023,True,False,-3.3179012345679104,0.30864197530864335,-3.3179012345679104,-3.3179012345679104,-3.3179012345679104,-2.0061728395061817,-2.0061728395061817
603786.SSE,2025-09-18,—,二接三阳,2025,False,False,-3.754306760128312,-2.934537246049662,-3.754306760128312,-1.0336224307948227,-2.934537246049662,-3.754306760128312,4.075086135202555
603787.SSE,2025-06-12,—,二接三阴,2025,True,False,-9.379042690815009,-4.915912031047876,-9.379042690815009,-9.379042690815009,-4.915912031047876,-17.011642949547223,-17.011642949547223
603790.SSE,2023-05-15,—,二接三阴,2023,True,False,3.2190342897130853,-2.0293911826452016,3.2190342897130853,3.2190342897130853,-2.0293911826452016,0.13995801259623075,0.13995801259623075
603790.SSE,2024-04-03,—,二接三阳,2024,False,False,-14.94169096209913,-14.94169096209913,-14.94169096209913,-5.466472303206993,-14.94169096209913,-14.94169096209913,-20.845481049562686
603798.SSE,2024-01-11,—,二接三阴,2024,False,False,-10.618792971734148,-12.07028265851795,-10.618792971734148,-13.36898395721925,-12.07028265851795,-10.618792971734148,-8.326967150496555
603798.SSE,2024-03-04,—,三接四阳,2024,False,False,-22.514379622021362,-22.514379622021362,-22.514379622021362,-13.886606409202951,-22.514379622021362,-22.514379622021362,-24.48644207066557
603799.SSE,2024-10-08,—,二接三阳,2024,True,False,-7.516943930991992,-2.495378927911285,-7.516943930991992,-7.516943930991992,-2.495378927911285,-7.7634011090573,-7.7634011090573
603800.SSE,2025-08-12,—,二接三阴,2025,False,False,11.599844297391982,-2.705332814324646,7.02608018684312,-2.705332814324646,-2.705332814324646,11.599844297391982,0.44764499805372004
603801.SSE,2026-08-21,—,二接三阳,2026,False,False,-12.578616352201255,-17.106918238993718,-12.578616352201255,-12.578616352201255,-17.106918238993718,-12.578616352201255,-15.723270440251568
603803.SSE,2024-11-27,—,二接三阴,2024,True,False,-0.6147540983606592,10.040983606557386,-0.6147540983606592,-0.6147540983606592,-0.6147540983606592,-1.6393442622950838,9.323770491803284
603803.SSE,2024-11-28,—,三接四阴,2024,False,False,-10.61452513966481,-0.6517690875232796,-0.6517690875232796,-9.683426443202992,-0.6517690875232796,-10.61452513966481,-18.99441340782124
603803.SSE,2024-12-18,—,二接三阳,2024,True,False,14.358974358974375,10.000000000000009,10.000000000000009,14.358974358974375,14.358974358974375,13.247863247863245,25.81196581196583
603803.SSE,2024-12-19,—,三接四阳,2024,True,True,3.962703962703973,10.023310023310028,10.023310023310028,3.962703962703973,3.962703962703973,2.9526029526029562,14.37451437451438
603803.SSE,2025-02-11,—,二接三阳,2025,True,False,-3.028118240807498,-0.5046863734679108,-3.028118240807498,-3.028118240807498,-0.5046863734679108,-3.749098774333093,-3.749098774333093
603803.SSE,2026-03-12,—,二接三阴,2026,False,False,-2.554470323065361,-9.616829451540198,3.305785123966931,-6.08564988730278,-9.616829451540198,-2.554470323065361,-10.293012772351616
603808.SSE,2025-01-16,—,二接三阴,2025,True,False,-7.71850170261067,2.156640181611791,-7.71850170261067,-7.71850170261067,-7.71850170261067,-12.59931895573213,-12.59931895573213
603809.SSE,2024-11-05,—,二接三阳,2024,False,False,-11.279229711141669,-7.152682255845932,-11.279229711141669,-5.639614855570829,-7.152682255845932,-11.279229711141669,-17.331499312242094
603810.SSE,2024-01-24,—,二接三阴,2024,False,False,-7.748455923638398,-16.114542391914654,2.5266704098821036,-6.793935991016264,-16.114542391914654,-7.748455923638398,-16.956765861875343
603810.SSE,2024-03-28,—,二接三阴,2024,True,False,-5.48992355802641,-7.08825573314803,-5.48992355802641,-5.48992355802641,-7.08825573314803,-2.501737317581665,-2.501737317581665
603811.SSE,2025-08-06,—,二接三阴,2025,False,False,-7.248157248157261,-5.036855036855037,-7.248157248157261,-4.176904176904184,-5.036855036855037,-7.248157248157261,2.0270270270270174
603813.SSE,2024-04-15,—,二接三阴,2024,False,False,-26.3768115942029,-26.3768115942029,-26.3768115942029,-18.202898550724644,-26.3768115942029,-26.3768115942029,-30.14492753623188
603819.SSE,2024-11-15,—,二接三阴,2024,False,False,-12.249614791987673,-6.548536209553157,-12.249614791987673,-2.4653312788906034,-6.548536209553157,-12.249614791987673,-14.86902927580893
603823.SSE,2025-11-04,—,二接三阴,2025,True,False,-10.005157297576073,-7.168643630737492,-10.005157297576073,-10.005157297576073,-7.168643630737492,-6.395048994326979,-6.395048994326979
603829.SSE,2023-06-12,—,二接三阳,2023,True,False,-1.0138740661686074,1.3874066168623411,9.978655282817517,-1.0138740661686074,-1.0138740661686074,-10.192102454642482,-10.192102454642482
603829.SSE,2023-06-13,—,三接四阳,2023,True,False,-9.995147986414354,9.655507035419708,-9.995147986414354,-9.995147986414354,-9.995147986414354,-18.3406113537118,-18.3406113537118
603829.SSE,2025-06-10,—,二接三阳,2025,False,False,-13.420929141248239,-9.103707179727817,-13.420929141248239,-5.1149694978883105,-9.103707179727817,-13.420929141248239,-15.673392773345851
603829.SSE,2025-11-19,—,二接三阳,2025,False,False,-11.320045129748035,-10.22940955246333,-11.320045129748035,-9.778112072207602,-10.22940955246333,-11.320045129748035,-2.4445280180518947
603839.SSE,2025-08-01,—,三接四阴,2025,False,False,-19.556840077071303,-19.556840077071303,-19.556840077071303,-10.597302504816962,-19.556840077071303,-19.556840077071303,-26.10789980732178
603859.SSE,2024-12-09,—,二接三阴,2024,True,False,-9.99025341130605,0.6335282651072083,-9.99025341130605,-9.99025341130605,-9.99025341130605,-9.844054580896689,-9.844054580896689
603860.SSE,2023-12-06,—,三接四阳,2023,False,False,-23.453115032957683,-24.899000637890712,-23.453115032957683,-18.17988517967256,-24.899000637890712,-23.453115032957683,-30.23601956198171
603860.SSE,2024-04-17,—,二接三阴,2024,True,False,1.6175621028307496,-4.303870595031755,9.994222992489888,1.6175621028307496,-4.303870595031755,-8.54997111496244,-8.54997111496244
603860.SSE,2024-04-18,—,三接四阴,2024,True,False,-7.61554621848739,4.0966386554621925,-7.61554621848739,-7.61554621848739,-7.61554621848739,-16.859243697478988,-16.859243697478988
603861.SSE,2023-10-24,—,二接三阴,2023,False,False,-12.929623567921444,-18.821603927986907,-12.929623567921444,-12.029459901800333,-18.821603927986907,-12.929623567921444,-15.630114566284782
603863.SSE,2024-06-17,—,二接三阴,2024,False,False,-13.06199716043539,-8.424041646947455,-13.06199716043539,-8.376715570279226,-8.424041646947455,-13.06199716043539,-12.872692853762413
603877.SSE,2024-01-11,—,二接三阴,2024,True,False,-2.2073921971252575,2.6694045174537884,-2.2073921971252575,-2.2073921971252575,-2.2073921971252575,-5.544147843942515,-5.544147843942515
603877.SSE,2024-01-12,—,三接四阴,2024,False,False,-14.139057396173593,-16.00559962669156,-14.139057396173593,-11.10592627158189,-16.00559962669156,-14.139057396173593,-18.338777414839015
603879.SSE,2024-03-14,—,二接三阳,2024,True,False,45.07692307692308,10.000000000000009,10.000000000000009,45.07692307692308,45.07692307692308,30.61538461538462,30.61538461538462
603879.SSE,2024-03-15,—,三接四阳,2024,True,True,31.88811188811187,10.069930069930066,10.069930069930066,31.88811188811187,31.88811188811187,18.741258741258736,18.741258741258736
603879.SSE,2025-06-04,—,二接三阳,2025,True,False,-9.954058192955594,-3.522205206738138,-9.954058192955594,-9.954058192955594,-3.522205206738138,2.7565084226646164,-0.9188361408882129
603881.SSE,2025-02-14,—,二接三阳,2025,True,False,-0.9970674486803666,9.999999999999986,9.999999999999986,-0.9970674486803666,-0.9970674486803666,6.392961876832848,6.392961876832848
603887.SSE,2024-10-28,—,二接三阳,2024,True,True,5.037206639954217,4.751001717229553,5.037206639954217,5.037206639954217,5.037206639954217,15.626788780767043,15.569547796222105
603887.SSE,2024-10-29,—,三接四阳,2024,False,False,5.098855359001053,5.046826222684708,5.046826222684708,-4.526534859521314,5.098855359001053,5.098855359001053,-5.4110301768990565
603888.SSE,2026-01-14,—,二接三阳,2026,True,False,-1.4527027027027017,-1.0135135135135198,-1.4527027027027017,-1.4527027027027017,-1.0135135135135198,-11.317567567567577,-11.317567567567577
